method,pdb_id,num_nodes,num_edges,density,avg_clustering,avg_shortest_path
CONTACT,6hl6,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,6igk,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,6iyb,7,6,0.2857142857142857,0.0,2.0952380952380953
CONTACT,6l03,6,6,0.4,0.0,1.7333333333333334
CONTACT,6m90,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,6pai,5,6,0.6,0.0,1.4
CONTACT,6pau,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,6qnp,6,6,0.4,0.0,1.8666666666666667
CONTACT,6sz5,5,6,0.6,0.0,1.4
CONTACT,6ttk,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,6u8w,6,6,0.4,0.0,1.8
CONTACT,6v7o,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,6vmi,10,6,0.13333333333333333,0.0,
CONTACT,6wcw,6,6,0.4,0.0,1.7333333333333334
CONTACT,6wg4,7,6,0.2857142857142857,0.0,2.0
CONTACT,6wur,6,6,0.4,0.0,1.7333333333333334
CONTACT,7al7,5,6,0.6,0.0,1.4
CONTACT,7cfm,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,7cj0,6,6,0.4,0.0,1.8
CONTACT,7cmi,7,6,0.2857142857142857,0.0,2.1904761904761907
CONTACT,7d68,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,7n9h,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,7q42,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,7q45,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,7r5r,6,6,0.4,0.0,1.7333333333333334
CONTACT,7rg5,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,7rjp,5,6,0.6,0.0,1.4
CONTACT,7rk3,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,7sid,6,6,0.4,0.0,1.7333333333333334
CONTACT,7szc,5,6,0.6,0.0,1.4
CONTACT,7vf3,6,6,0.4,0.0,1.8
CONTACT,7vv5,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,7w56,6,6,0.4,0.0,1.7333333333333334
CONTACT,7wcm,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,7wq4,6,6,0.4,0.0,1.7333333333333334
CONTACT,7wwq,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,7xbw,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,7y3g,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,7yui,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,7zj3,6,6,0.4,0.0,1.7333333333333334
CONTACT,8bzr,6,6,0.4,0.0,1.8
CONTACT,8do8,6,6,0.4,0.0,1.8666666666666667
CONTACT,8eic,7,6,0.2857142857142857,0.0,2.1904761904761907
CONTACT,8feg,7,6,0.2857142857142857,0.0,2.1904761904761907
CONTACT,8guj,6,6,0.4,0.0,1.7333333333333334
CONTACT,8hkw,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,8hmv,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,8j18,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,8oio,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,8qu4,5,6,0.6,0.0,1.4
CONTACT,8sh7,6,6,0.4,0.0,1.8
CONTACT,8w8q,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,8wst,7,6,0.2857142857142857,0.0,2.0
CONTACT,1b6c,6,5,0.3333333333333333,0.0,1.9333333333333333
CONTACT,1buh,5,5,0.5,0.0,1.6
CONTACT,1de4,5,5,0.5,0.0,1.6
CONTACT,1fg9,6,5,0.3333333333333333,0.0,2.1333333333333333
CONTACT,1g3n,5,5,0.5,0.0,1.6
CONTACT,1g73,6,5,0.3333333333333333,0.0,1.8666666666666667
CONTACT,1hcn,5,5,0.5,0.0,1.6
CONTACT,1hdm,5,5,0.5,0.0,1.6
CONTACT,1i4d,5,5,0.5,0.0,1.6
CONTACT,1i4o,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,1m27,5,5,0.5,0.0,1.6
CONTACT,1mzw,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,1nlw,5,5,0.5,0.0,1.6
CONTACT,1om9,5,5,0.5,0.0,1.6
CONTACT,1pvh,5,5,0.5,0.0,1.6
CONTACT,1u76,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,1unl,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,1y6k,6,5,0.3333333333333333,0.0,2.1333333333333333
CONTACT,1y8o,5,5,0.5,0.0,1.6
CONTACT,1yc0,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,1ygr,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,1yhn,6,5,0.3333333333333333,0.0,1.8666666666666667
CONTACT,2c1n,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,2cci,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,2d07,5,5,0.5,0.0,1.6
CONTACT,2g30,5,5,0.5,0.0,1.6
CONTACT,2ik8,5,5,0.5,0.0,1.6
CONTACT,2io0,5,5,0.5,0.0,1.6
CONTACT,2ocf,5,5,0.5,0.0,1.6
CONTACT,2ot3,6,5,0.3333333333333333,0.0,1.9333333333333333
CONTACT,2uxn,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,2v8s,5,5,0.5,0.0,1.6
CONTACT,2vay,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,2wh0,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,2wqa,5,5,0.5,0.0,1.6
CONTACT,2y1n,6,5,0.3333333333333333,0.0,1.8666666666666667
CONTACT,2yho,6,5,0.3333333333333333,0.0,1.8666666666666667
CONTACT,3al3,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,3bya,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,3ewt,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,3hct,5,5,0.5,0.0,1.6
CONTACT,3hy2,5,5,0.5,0.0,1.6
CONTACT,3jpx,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,3k1r,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,3kfq,6,5,0.3333333333333333,0.0,2.1333333333333333
CONTACT,3l6x,6,5,0.3333333333333333,0.0,1.8666666666666667
CONTACT,3ll8,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,3mjg,5,5,0.5,0.0,1.6
CONTACT,3n3k,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,3p4f,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,3p87,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,3q3j,5,5,0.5,0.0,1.6
CONTACT,3qt2,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,3s2k,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,3uly,6,5,0.3333333333333333,0.0,1.8666666666666667
CONTACT,3uxg,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,3v30,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,3vum,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,3wxa,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,4ap4,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,4auq,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,4bg6,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,4bvy,6,5,0.3333333333333333,0.0,2.066666666666667
CONTACT,4bx9,5,5,0.5,0.0,1.6
CONTACT,4c02,6,5,0.3333333333333333,0.0,1.9333333333333333
CONTACT,4dgl,5,5,0.5,0.0,1.6
CONTACT,4dhx,6,5,0.3333333333333333,0.0,1.8666666666666667
CONTACT,4doh,6,5,0.3333333333333333,0.0,2.1333333333333333
CONTACT,4dpg,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,4fj3,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,4hkc,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,4iza,5,5,0.5,0.0,1.6
CONTACT,4jo7,6,5,0.3333333333333333,0.0,1.8666666666666667
CONTACT,4k81,5,5,0.5,0.0,1.6
CONTACT,4m76,7,5,0.23809523809523808,0.0,
CONTACT,4n7z,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,4qjr,5,5,0.5,0.0,1.6
CONTACT,4qmg,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,4qum,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,4rey,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,4s0u,5,5,0.5,0.0,1.6
CONTACT,4upu,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,4w5v,5,5,0.5,0.0,1.6
CONTACT,4wrq,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,4wy4,6,5,0.3333333333333333,0.0,2.1333333333333333
CONTACT,4x0l,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,4xoi,5,5,0.5,0.0,1.6
CONTACT,4xz1,6,5,0.3333333333333333,0.0,2.1333333333333333
CONTACT,4y2g,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,4yyp,5,5,0.5,0.0,1.6
CONTACT,5cll,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5crv,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5d2d,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5f0p,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5gpg,5,5,0.5,0.0,1.6
CONTACT,5hky,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5hyn,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5ixi,5,5,0.5,0.0,1.6
CONTACT,5iy4,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5j26,5,5,0.5,0.0,1.6
CONTACT,5jcz,6,5,0.3333333333333333,0.0,1.9333333333333333
CONTACT,5jlb,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5m35,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5mjy,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5mk0,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5mlo,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5n10,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5nas,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5t6z,5,5,0.5,0.0,1.6
CONTACT,5ulo,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5v22,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5v3r,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5v4b,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5v89,5,5,0.5,0.0,1.6
CONTACT,5vzw,7,5,0.23809523809523808,0.0,
CONTACT,5w6v,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5w7i,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5wxn,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5xpt,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5xy9,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5yco,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,5yy9,5,5,0.5,0.0,1.6
CONTACT,5zok,6,5,0.3333333333333333,0.0,1.8666666666666667
CONTACT,6bd2,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6eja,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6ejl,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6eww,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6f09,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6f4t,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6g0p,5,5,0.5,0.0,1.6
CONTACT,6h8p,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6hep,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6i4y,5,5,0.5,0.0,1.6
CONTACT,6isu,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6j4v,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6jou,6,5,0.3333333333333333,0.0,2.1333333333333333
CONTACT,6k41,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6l81,6,5,0.3333333333333333,0.0,1.8666666666666667
CONTACT,6mew,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6nuc,7,5,0.23809523809523808,0.0,
CONTACT,6oau,5,5,0.5,0.0,1.6
CONTACT,6p8f,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6qml,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6s6d,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6sak,6,5,0.3333333333333333,0.0,1.8666666666666667
CONTACT,6tuv,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6u2h,6,5,0.3333333333333333,0.0,1.8666666666666667
CONTACT,6v3x,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6wbv,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6wlx,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6wly,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6z85,6,5,0.3333333333333333,0.0,1.9333333333333333
CONTACT,6zmd,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,6zqs,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,7a8t,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,7ciz,5,5,0.5,0.0,1.6
CONTACT,7e32,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,7e33,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,7ej8,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,7ejx,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,7g83,5,5,0.5,0.0,1.6
CONTACT,7jvq,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,7kh0,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,7l3l,5,5,0.5,0.0,1.6
CONTACT,7qe9,6,5,0.3333333333333333,0.0,1.8666666666666667
CONTACT,7rjl,5,5,0.5,0.0,1.6
CONTACT,7trp,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,7ud7,6,5,0.3333333333333333,0.0,1.9333333333333333
CONTACT,7ukh,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,7unc,7,5,0.23809523809523808,0.0,
CONTACT,7vfx,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,7vif,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,7vkt,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,7vl9,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,7w6s,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,7x9c,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,7xov,6,5,0.3333333333333333,0.0,1.9333333333333333
CONTACT,7yon,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,8a0e,5,5,0.5,0.0,1.6
CONTACT,8a9g,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,8ag0,5,5,0.5,0.0,1.6
CONTACT,8ams,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,8dgq,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,8djh,5,5,0.5,0.0,1.6
CONTACT,8es8,6,5,0.3333333333333333,0.0,2.066666666666667
CONTACT,8f5q,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,8flq,6,5,0.3333333333333333,0.0,2.066666666666667
CONTACT,8hk2,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,8hk5,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,8hly,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,8id6,6,5,0.3333333333333333,0.0,1.9333333333333333
CONTACT,8ir4,6,5,0.3333333333333333,0.0,1.8666666666666667
CONTACT,8iys,6,5,0.3333333333333333,0.0,1.9333333333333333
CONTACT,8j24,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,8jc5,5,5,0.5,0.0,1.6
CONTACT,8kfx,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,8oxo,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,8pjk,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,8shg,7,5,0.23809523809523808,0.0,
CONTACT,8srx,5,5,0.5,0.0,1.6
CONTACT,8t9f,6,5,0.3333333333333333,0.0,1.8666666666666667
CONTACT,8tgp,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,8tnq,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,8u16,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,8w88,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,8xbh,6,5,0.3333333333333333,0.0,1.6666666666666667
CONTACT,1dev,5,4,0.4,0.0,1.6
CONTACT,1du3,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,1ghq,5,4,0.4,0.0,1.6
CONTACT,1he8,5,4,0.4,0.0,2.0
CONTACT,1k3a,5,4,0.4,0.0,1.6
CONTACT,1kcg,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,1ktz,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,1m2z,5,4,0.4,0.0,1.6
CONTACT,1rv6,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,1s1c,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,1s1q,5,4,0.4,0.0,1.6
CONTACT,1sys,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,1t0p,5,4,0.4,0.0,1.6
CONTACT,1t2k,5,4,0.4,0.0,1.8
CONTACT,1tu3,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,1wmh,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,1z0k,5,4,0.4,0.0,1.6
CONTACT,1z8u,5,4,0.4,0.0,2.0
CONTACT,2a1j,5,4,0.4,0.0,1.6
CONTACT,2a1t,5,4,0.4,0.0,1.8
CONTACT,2azm,5,4,0.4,0.0,1.6
CONTACT,2b3g,5,4,0.4,0.0,1.6
CONTACT,2b5i,5,4,0.4,0.0,1.8
CONTACT,2c5l,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,2d5r,5,4,0.4,0.0,1.6
CONTACT,2flu,5,4,0.4,0.0,1.6
CONTACT,2h62,5,4,0.4,0.0,1.6
CONTACT,2hth,5,4,0.4,0.0,1.6
CONTACT,2j0s,5,4,0.4,0.0,1.6
CONTACT,2odb,5,4,0.4,0.0,1.6
CONTACT,2okr,5,4,0.4,0.0,1.6
CONTACT,2rex,5,4,0.4,0.0,1.8
CONTACT,2vdo,5,4,0.4,0.0,1.6
CONTACT,2wo3,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,2xqn,5,4,0.4,0.0,1.8
CONTACT,2xs0,5,4,0.4,0.0,1.6
CONTACT,3abd,5,4,0.4,0.0,1.6
CONTACT,3au4,5,4,0.4,0.0,1.8
CONTACT,3b1m,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,3bbp,5,4,0.4,0.0,1.8
CONTACT,3bdw,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,3bn3,5,4,0.4,0.0,1.6
CONTACT,3bqo,5,4,0.4,0.0,1.6
CONTACT,3brv,5,4,0.4,0.0,2.0
CONTACT,3bun,5,4,0.4,0.0,1.6
CONTACT,3buo,5,4,0.4,0.0,1.6
CONTACT,3bux,5,4,0.4,0.0,1.6
CONTACT,3c3q,5,4,0.4,0.0,1.6
CONTACT,3cjk,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,3d44,5,4,0.4,0.0,1.6
CONTACT,3dow,5,4,0.4,0.0,1.6
CONTACT,3ewv,5,4,0.4,0.0,1.6
CONTACT,3f1p,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,3f6k,5,4,0.4,0.0,1.6
CONTACT,3ff7,5,4,0.4,0.0,1.8
CONTACT,3ft3,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,3glr,5,4,0.4,0.0,1.6
CONTACT,3gxu,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,3htu,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,3ktp,5,4,0.4,0.0,2.0
CONTACT,3kuc,5,4,0.4,0.0,1.8
CONTACT,3ln5,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,3lv3,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,3m0d,5,4,0.4,0.0,2.0
CONTACT,3mjh,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,3mrp,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,3n00,5,4,0.4,0.0,1.8
CONTACT,3n1f,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,3n7p,5,4,0.4,0.0,1.8
CONTACT,3n9u,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,3n9z,5,4,0.4,0.0,1.6
CONTACT,3nvq,5,4,0.4,0.0,1.6
CONTACT,3obq,5,4,0.4,0.0,1.6
CONTACT,3pfv,5,4,0.4,0.0,1.6
CONTACT,3ptg,5,4,0.4,0.0,1.6
CONTACT,3q2s,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,3qis,5,4,0.4,0.0,1.6
CONTACT,3rbq,5,4,0.4,0.0,1.6
CONTACT,3s5l,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,3s9d,5,4,0.4,0.0,1.6
CONTACT,3sp6,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,3sqd,5,4,0.4,0.0,1.6
CONTACT,3tfy,5,4,0.4,0.0,1.6
CONTACT,3tiw,5,4,0.4,0.0,1.6
CONTACT,3tnu,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,3twr,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,3u5p,5,4,0.4,0.0,1.6
CONTACT,3vrp,5,4,0.4,0.0,1.6
CONTACT,3wim,5,4,0.4,0.0,1.6
CONTACT,3wso,5,4,0.4,0.0,1.8
CONTACT,3zg6,5,4,0.4,0.0,1.6
CONTACT,4a5x,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,4ay9,5,4,0.4,0.0,2.0
CONTACT,4b6h,5,4,0.4,0.0,1.6
CONTACT,4bry,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,4bxo,5,4,0.4,0.0,1.8
CONTACT,4egc,5,4,0.4,0.0,1.6
CONTACT,4ggf,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,4h3b,5,4,0.4,0.0,1.6
CONTACT,4h6j,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,4hdq,5,4,0.4,0.0,1.6
CONTACT,4ifi,5,4,0.4,0.0,1.6
CONTACT,4igk,5,4,0.4,0.0,1.6
CONTACT,4isn,5,4,0.4,0.0,1.6
CONTACT,4jeg,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,4kbq,5,4,0.4,0.0,1.6
CONTACT,4l0p,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,4lg6,5,4,0.4,0.0,1.6
CONTACT,4lk9,5,4,0.4,0.0,1.6
CONTACT,4ll1,5,4,0.4,0.0,1.6
CONTACT,4nl9,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,4nm5,5,4,0.4,0.0,1.6
CONTACT,4no5,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,4rca,5,4,0.4,0.0,1.6
CONTACT,4rhw,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,4riy,5,4,0.4,0.0,1.6
CONTACT,4v3l,5,4,0.4,0.0,1.6
CONTACT,4w2r,5,4,0.4,0.0,1.6
CONTACT,4wv6,5,4,0.4,0.0,1.6
CONTACT,4xc2,5,4,0.4,0.0,1.6
CONTACT,4xef,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,4xss,4,4,0.6666666666666666,0.5833333333333334,1.3333333333333333
CONTACT,4yii,5,4,0.4,0.0,1.6
CONTACT,4zrt,5,4,0.4,0.0,1.6
CONTACT,5ax3,5,4,0.4,0.0,1.6
CONTACT,5b0z,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,5b32,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,5b6c,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,5c6d,5,4,0.4,0.0,1.6
CONTACT,5c7j,5,4,0.4,0.0,1.6
CONTACT,5cir,5,4,0.4,0.0,1.6
CONTACT,5cx3,5,4,0.4,0.0,1.6
CONTACT,5d94,5,4,0.4,0.0,1.6
CONTACT,5dpw,5,4,0.4,0.0,1.6
CONTACT,5ecg,5,4,0.4,0.0,2.0
CONTACT,5eof,5,4,0.4,0.0,2.0
CONTACT,5ep6,5,4,0.4,0.0,1.8
CONTACT,5epp,5,4,0.4,0.0,1.6
CONTACT,5eya,5,4,0.4,0.0,1.6
CONTACT,5fer,5,4,0.4,0.0,1.6
CONTACT,5ggp,5,4,0.4,0.0,1.6
CONTACT,5gmv,5,4,0.4,0.0,1.6
CONTACT,5gtu,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,5hvq,5,4,0.4,0.0,1.6
CONTACT,5ieh,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,5ixd,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,5j1s,5,4,0.4,0.0,1.6
CONTACT,5l7k,5,4,0.4,0.0,1.6
CONTACT,5l9b,5,4,0.4,0.0,1.6
CONTACT,5lpn,5,4,0.4,0.0,1.8
CONTACT,5luz,5,4,0.4,0.0,1.6
CONTACT,5lxr,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,5mk3,5,4,0.4,0.0,1.6
CONTACT,5n92,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,5nvn,5,4,0.4,0.0,1.6
CONTACT,5odt,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,5szc,5,4,0.4,0.0,1.6
CONTACT,5t6w,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,5twh,5,4,0.4,0.0,1.6
CONTACT,5tx4,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,5u2j,5,4,0.4,0.0,1.6
CONTACT,5vaq,5,4,0.4,0.0,1.6
CONTACT,5vxz,5,4,0.4,0.0,1.6
CONTACT,5vz5,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,5vzu,5,4,0.4,0.0,1.6
CONTACT,5wir,5,4,0.4,0.0,1.6
CONTACT,5xln,5,4,0.4,0.0,1.6
CONTACT,5zcj,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,6ao5,5,4,0.4,0.0,2.0
CONTACT,6ar2,5,4,0.4,0.0,1.8
CONTACT,6at9,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,6bc0,4,4,0.6666666666666666,0.0,1.3333333333333333
CONTACT,6bhd,5,4,0.4,0.0,1.6
CONTACT,6f4q,5,4,0.4,0.0,1.6
