hsa	rno
hsa0000135584	rno0000087490
hsa0000135713	rno0000027211
hsa0000135716	rno0000027215
hsa0000135720	rno0000027219
hsa0000135722	rno0000027221
hsa0000135726	rno0000027225
hsa0000135729	rno0000027228
hsa0000135730	rno0000027229
hsa0000135731	rno0000027230
hsa0000135732	rno0000027231
hsa0000135804	rno0000065055
hsa0000135805	rno0000065056
hsa0000135811	rno0000065058
hsa0000135939	rno0000058482
hsa0000135966	rno0000058797
hsa0000136033	rno0000077106
hsa0000136344	rno0000064598
hsa0000136485	rno0000065647
hsa0000136511	rno0000191334
hsa0000136514	rno0000191336
hsa0000136570	rno0000067586
hsa0000136571	rno0000067587
hsa0000136573	rno0000067588
hsa0000136574	rno0000067588
hsa0000136578	rno0000067590
hsa0000136579	rno0000067590
hsa0000136585	rno0000085330
hsa0000136590	rno0000085334
hsa0000136692	rno0000086580
hsa0000136695	rno0000086582
hsa0000136699	rno0000086585
hsa0000136882	rno0000071064
hsa0000136883	rno0000071065
hsa0000136890	rno0000085164
hsa0000136891	rno0000085165
hsa0000136895	rno0000085167
hsa0000136896	rno0000085168
hsa0000136899	rno0000085171
hsa0000136900	rno0000085172
hsa0000136903	rno0000085175
hsa0000136910	rno0000085182
hsa0000136911	rno0000085183
hsa0000136915	rno0000085188
hsa0000136935	rno0000085200
hsa0000136941	rno0000085207
hsa0000136944	rno0000085210
hsa0000136945	rno0000071584
hsa0000136947	rno0000071585
hsa0000137040	rno0000191345
hsa0000137224	rno0000083195
hsa0000137225	rno0000083196
hsa0000137263	rno0000079005
hsa0000137264	rno0000079006
hsa0000137270	rno0000079011
hsa0000137275	rno0000084710
hsa0000137278	rno0000084712
hsa0000137281	rno0000084715
hsa0000137340	rno0000078316
hsa0000137348	rno0000078324
hsa0000137421	rno0000079036
hsa0000137670	rno0000084885
hsa0000137671	rno0000084886
hsa0000137672	rno0000084887
hsa0000137675	rno0000084890
hsa0000137676	rno0000084891
hsa0000137683	rno0000062956
hsa0000137684	rno0000062957
hsa0000137686	rno0000062958
hsa0000137687	rno0000062959
hsa0000137688	rno0000062960
hsa0000137743	rno0000064284
hsa0000137744	rno0000064285
hsa0000137745	rno0000064286
hsa0000137750	rno0000064291
hsa0000137751	rno0000064292
hsa0000137752	rno0000064293
hsa0000137759	rno0000064299
hsa0000137767	rno0000064306
hsa0000137771	rno0000064309
hsa0000137774	rno0000064312
hsa0000137856	rno0000083711
hsa0000137862	rno0000083713
hsa0000137865	rno0000083714
hsa0000137867	rno0000083714
hsa0000137871	rno0000083715
hsa0000137874	rno0000083717
hsa0000137878	rno0000083719
hsa0000137882	rno0000083722
hsa0000137883	rno0000083723
hsa0000137887	rno0000083724
hsa0000137888	rno0000083725
hsa0000137889	rno0000083725
hsa0000137890	rno0000083725
hsa0000137892	rno0000083726
hsa0000138053	rno0000067081
hsa0000138053	rno0000067080
hsa0000138139	rno0000068692
hsa0000138145	rno0000068698
hsa0000138145	rno0000068699
hsa0000138146	rno0000068699
hsa0000138148	rno0000068700
hsa0000138271	rno0000063897
hsa0000138296	rno0000063904
hsa0000138300	rno0000063907
hsa0000138304	rno0000063909
hsa0000138310	rno0000063915
hsa0000138515	rno0000188233
hsa0000138517	rno0000188235
hsa0000138562	rno0000078058
hsa0000138563	rno0000078059
hsa0000138564	rno0000078060
hsa0000138565	rno0000078061
hsa0000138615	rno0000084935
hsa0000138616	rno0000084936
hsa0000138619	rno0000084939
hsa0000138620	rno0000084940
hsa0000138621	rno0000084941
hsa0000138659	rno0000070872
hsa0000138666	rno0000070880
hsa0000138667	rno0000071481
hsa0000138668	rno0000071482
hsa0000138677	rno0000071491
hsa0000138678	rno0000071492
hsa0000138916	rno0000084551
hsa0000139494	rno0000083848
hsa0000139495	rno0000083849
hsa0000139575	rno0000066644
hsa0000139576	rno0000066644
hsa0000139577	rno0000066645
hsa0000139585	rno0000066654
hsa0000139588	rno0000188552
hsa0000139591	rno0000188555
hsa0000139597	rno0000188561
hsa0000139614	rno0000189847
hsa0000139615	rno0000189848
hsa0000139621	rno0000189853
hsa0000139622	rno0000189854
hsa0000139634	rno0000189864
hsa0000139636	rno0000189866
hsa0000139838	rno0000189250
hsa0000140047	rno0000086722
hsa0000140048	rno0000086723
hsa0000140130	rno0000085469
hsa0000140140	rno0000085476
hsa0000140141	rno0000085476
hsa0000140279	rno0000087188
hsa0000140280	rno0000087188
hsa0000140282	rno0000087190
hsa0000140285	rno0000087192
hsa0000140286	rno0000087193
hsa0000140289	rno0000081677
hsa0000140295	rno0000081681
hsa0000140296	rno0000081682
hsa0000140305	rno0000084002
hsa0000140306	rno0000084002
hsa0000140310	rno0000084005
hsa0000140335	rno0000084025
hsa0000140595	rno0000060373
hsa0000140596	rno0000060374
hsa0000140597	rno0000060375
hsa0000140600	rno0000060378
hsa0000140654	rno0000066829
hsa0000140656	rno0000066831
hsa0000140659	rno0000066833
hsa0000140665	rno0000066835
hsa0000140677	rno0000073016
hsa0000140678	rno0000073017
hsa0000140685	rno0000073021
hsa0000140837	rno0000024181
hsa0000140856	rno0000076872
hsa0000140859	rno0000076875
hsa0000140860	rno0000076875
hsa0000140866	rno0000076879
hsa0000141081	rno0000068313
hsa0000141082	rno0000068314
hsa0000141125	rno0000071502
hsa0000141126	rno0000071503
hsa0000141126	rno0000071502
hsa0000141127	rno0000071504
hsa0000141128	rno0000071505
hsa0000141129	rno0000071506
hsa0000141132	rno0000071510
hsa0000141133	rno0000071511
hsa0000141134	rno0000071512
hsa0000141135	rno0000071513
hsa0000141136	rno0000071514
hsa0000141138	rno0000071515
hsa0000141142	rno0000071521
hsa0000141142	rno0000071522
hsa0000141245	rno0000069118
hsa0000141251	rno0000069124
hsa0000141266	rno0000069135
hsa0000141409	rno0000086733
hsa0000141409	rno0000086734
hsa0000141410	rno0000086735
hsa0000141413	rno0000086740
hsa0000141414	rno0000086741
hsa0000141421	rno0000086748
hsa0000141422	rno0000086749
hsa0000141424	rno0000086751
hsa0000141425	rno0000085542
hsa0000141426	rno0000085544
hsa0000141471	rno0000087051
hsa0000141472	rno0000087052
hsa0000141480	rno0000020053
hsa0000141482	rno0000020055
hsa0000141487	rno0000020059
hsa0000141489	rno0000020061
hsa0000141496	rno0000020804
hsa0000141840	rno0000069561
hsa0000141843	rno0000069563
hsa0000141843	rno0000069564
hsa0000141846	rno0000069566
hsa0000141854	rno0000069571
hsa0000141856	rno0000069572
hsa0000141861	rno0000069575
hsa0000141863	rno0000069577
hsa0000141867	rno0000069580
hsa0000141867	rno0000069581
hsa0000141869	rno0000069583
hsa0000141870	rno0000069588
hsa0000141870	rno0000069587
hsa0000141870	rno0000069586
hsa0000141871	rno0000069587
hsa0000141871	rno0000069588
hsa0000141876	rno0000069596
hsa0000141877	rno0000069596
hsa0000141898	rno0000085784
hsa0000141901	rno0000085786
hsa0000141902	rno0000085787
hsa0000142034	rno0000062987
hsa0000142041	rno0000062995
hsa0000142190	rno0000072232
hsa0000142191	rno0000072233
hsa0000142192	rno0000072234
hsa0000142193	rno0000072235
hsa0000142195	rno0000072237
hsa0000142196	rno0000072237
hsa0000142198	rno0000072238
hsa0000142201	rno0000072241
hsa0000142202	rno0000072242
hsa0000142203	rno0000072243
hsa0000142204	rno0000072244
hsa0000142210	rno0000072250
hsa0000142211	rno0000072251
hsa0000142255	rno0000191383
hsa0000142256	rno0000191384
hsa0000142259	rno0000191296
hsa0000142260	rno0000191297
hsa0000142413	rno0000069355
hsa0000142418	rno0000069356
hsa0000142419	rno0000069357
hsa0000142424	rno0000069360
hsa0000142430	rno0000069363
hsa0000142431	rno0000069364
hsa0000142435	rno0000069370
hsa0000142438	rno0000069372
hsa0000142442	rno0000069375
hsa0000142443	rno0000069376
hsa0000142444	rno0000069377
hsa0000142446	rno0000069378
hsa0000142447	rno0000069379
hsa0000142475	rno0000007224
hsa0000142477	rno0000007226
hsa0000142484	rno0000007232
hsa0000142485	rno0000007233
hsa0000142486	rno0000007234
hsa0000142487	rno0000007235
hsa0000142496	rno0000007243
hsa0000142500	rno0000007246
hsa0000142532	rno0000025501
hsa0000142534	rno0000025502
hsa0000142535	rno0000025503
hsa0000142537	rno0000025505
hsa0000142540	rno0000001659
hsa0000142542	rno0000023359
hsa0000142543	rno0000023360
hsa0000142544	rno0000023361
hsa0000142545	rno0000023362
hsa0000142546	rno0000023364
hsa0000142799	rno0000079214
hsa0000142804	rno0000079219
hsa0000142807	rno0000079222
hsa0000142832	rno0000066871
hsa0000142833	rno0000066872
hsa0000142862	rno0000066533
hsa0000142863	rno0000066534
hsa0000142864	rno0000066535
hsa0000142871	rno0000082405
hsa0000142879	rno0000082413
hsa0000142880	rno0000082414
hsa0000142881	rno0000082414
hsa0000142883	rno0000082416
hsa0000142886	rno0000082420
hsa0000142887	rno0000082421
hsa0000142888	rno0000082422
hsa0000142891	rno0000083670
hsa0000142895	rno0000083674
hsa0000142898	rno0000083677
hsa0000142899	rno0000083678
hsa0000142902	rno0000083682
hsa0000142902	rno0000083681
hsa0000142914	rno0000083694
hsa0000142917	rno0000083697
hsa0000142989	rno0000188238
hsa0000143115	rno0000067053
hsa0000143123	rno0000067057
hsa0000143124	rno0000067057
hsa0000143130	rno0000067062
hsa0000143131	rno0000067063
hsa0000143136	rno0000067065
hsa0000143142	rno0000067070
hsa0000143541	rno0000019390
hsa0000143541	rno0000019389
hsa0000143542	rno0000019391
hsa0000143543	rno0000019392
hsa0000143544	rno0000019392
hsa0000143549	rno0000019226
hsa0000143701	rno0000069107
hsa0000143705	rno0000069108
hsa0000143708	rno0000069109
hsa0000143820	rno0000077830
hsa0000143821	rno0000077831
hsa0000143822	rno0000077832
hsa0000143823	rno0000077833
hsa0000143825	rno0000077835
hsa0000143929	rno0000086875
hsa0000143935	rno0000086878
hsa0000144049	rno0000084988
hsa0000144125	rno0000083922
hsa0000144127	rno0000083925
hsa0000144128	rno0000083926
hsa0000144129	rno0000083927
hsa0000144130	rno0000083928
hsa0000144132	rno0000083930
hsa0000144133	rno0000083931
hsa0000144134	rno0000083932
hsa0000144135	rno0000083933
hsa0000144136	rno0000083934
hsa0000144144	rno0000084454
hsa0000144148	rno0000084461
hsa0000144230	rno0000026559
hsa0000144232	rno0000026559
hsa0000144235	rno0000026561
hsa0000144236	rno0000026561
hsa0000144364	rno0000085879
hsa0000144581	rno0000027542
hsa0000144583	rno0000027545
hsa0000144586	rno0000027546
hsa0000144587	rno0000027547
hsa0000144629	rno0000060823
hsa0000144631	rno0000060825
hsa0000144654	rno0000008067
hsa0000144655	rno0000008068
hsa0000144656	rno0000008069
hsa0000144659	rno0000008071
hsa0000144660	rno0000008072
hsa0000144672	rno0000061536
hsa0000144673	rno0000061537
hsa0000144674	rno0000061538
hsa0000144765	rno0000075336
hsa0000144767	rno0000075338
hsa0000144769	rno0000075340
hsa0000144861	rno0000002509
hsa0000144924	rno0000018167
hsa0000144925	rno0000018168
hsa0000144926	rno0000018169
hsa0000144927	rno0000018170
hsa0000144928	rno0000018171
hsa0000144931	rno0000018174
hsa0000144933	rno0000018176
hsa0000144936	rno0000018179
hsa0000144937	rno0000018180
hsa0000144939	rno0000018182
hsa0000144967	rno0000016824
hsa0000144969	rno0000016828
hsa0000144970	rno0000016829
hsa0000144972	rno0000016831
hsa0000144973	rno0000016832
hsa0000144974	rno0000016833
hsa0000144977	rno0000016835
hsa0000144978	rno0000016836
hsa0000144979	rno0000016837
hsa0000145029	rno0000017310
hsa0000145034	rno0000017316
hsa0000145037	rno0000017322
hsa0000145103	rno0000003919
hsa0000145105	rno0000003921
hsa0000145106	rno0000003922
hsa0000145114	rno0000016333
hsa0000145117	rno0000016336
hsa0000145267	rno0000005896
hsa0000145366	rno0000003170
hsa0000145376	rno0000003178
hsa0000145451	rno0000131189
hsa0000145525	rno0000125467
hsa0000145527	rno0000125468
hsa0000145533	rno0000125473
hsa0000145761	rno0000125600
hsa0000145763	rno0000125602
hsa0000145766	rno0000125603
hsa0000145799	rno0000124541
hsa0000145800	rno0000124541
hsa0000145801	rno0000124542
hsa0000145804	rno0000124544
hsa0000145806	rno0000124545
hsa0000145807	rno0000124546
hsa0000145808	rno0000124547
hsa0000145809	rno0000124548
hsa0000145944	rno0000123954
hsa0000145945	rno0000123955
hsa0000145947	rno0000123956
hsa0000145950	rno0000123958
hsa0000145956	rno0000125798
hsa0000145957	rno0000125799
hsa0000145958	rno0000125800
hsa0000145963	rno0000131653
hsa0000145967	rno0000131655
hsa0000145971	rno0000131659
hsa0000145972	rno0000131659
hsa0000146018	rno0000004930
hsa0000146020	rno0000004930
hsa0000146021	rno0000004930
hsa0000146028	rno0000004932
hsa0000146040	rno0000004935
hsa0000146123	rno0000126735
hsa0000146126	rno0000126737
hsa0000146130	rno0000127475
hsa0000146136	rno0000127481
hsa0000146137	rno0000127482
hsa0000146140	rno0000127485
hsa0000146140	rno0000127486
hsa0000146324	rno0000016903
hsa0000146325	rno0000016903
hsa0000146334	rno0000016907
hsa0000146335	rno0000009590
hsa0000146336	rno0000009591
hsa0000146338	rno0000009592
hsa0000146341	rno0000009594
hsa0000146343	rno0000009596
hsa0000146344	rno0000009597
hsa0000146346	rno0000009599
hsa0000146347	rno0000009600
hsa0000146348	rno0000009601
hsa0000146556	rno0000022728
hsa0000146591	rno0000010722
hsa0000146593	rno0000010722
hsa0000146594	rno0000010722
hsa0000146631	rno0000009114
hsa0000146690	rno0000127881
hsa0000146690	rno0000127882
hsa0000146691	rno0000127883
hsa0000146705	rno0000134383
hsa0000146710	rno0000134385
hsa0000146711	rno0000134385
hsa0000146911	rno0000125212
hsa0000146912	rno0000125213
hsa0000146913	rno0000125214
hsa0000146913	rno0000125215
hsa0000146986	rno0000003864
hsa0000146986	rno0000003863
hsa0000146988	rno0000003865
hsa0000146996	rno0000003873
hsa0000146997	rno0000003874
hsa0000147001	rno0000003877
hsa0000147004	rno0000003879
hsa0000147005	rno0000003880
hsa0000147006	rno0000003881
hsa0000147056	rno0000074748
hsa0000147064	rno0000074754
hsa0000147114	rno0000022419
hsa0000147118	rno0000022423
hsa0000147122	rno0000022426
hsa0000147131	rno0000022434
hsa0000147243	rno0000075239
hsa0000147244	rno0000075240
hsa0000147247	rno0000075244
hsa0000147247	rno0000075243
hsa0000147250	rno0000075248
hsa0000147251	rno0000075249
hsa0000147334	rno0000130955
hsa0000147336	rno0000130956
hsa0000147345	rno0000130961
hsa0000147400	rno0000014323
hsa0000147401	rno0000014323
hsa0000147402	rno0000014323
hsa0000147424	rno0000025044
hsa0000147431	rno0000025050
hsa0000147439	rno0000024727
hsa0000147449	rno0000024653
hsa0000147506	rno0000019573
hsa0000147508	rno0000019575
hsa0000147511	rno0000019576
hsa0000147512	rno0000019577
hsa0000147513	rno0000019578
hsa0000147514	rno0000019578
hsa0000147541	rno0000003988
hsa0000147542	rno0000003989
hsa0000147570	rno0000020118
hsa0000147573	rno0000020120
hsa0000147575	rno0000020121
hsa0000147583	rno0000020124
hsa0000147584	rno0000020125
hsa0000147586	rno0000020127
hsa0000147587	rno0000020128
hsa0000147589	rno0000020129
hsa0000147599	rno0000020138
hsa0000147600	rno0000020139
hsa0000147601	rno0000020139
hsa0000147605	rno0000020141
hsa0000147606	rno0000005162
hsa0000147607	rno0000005163
hsa0000147608	rno0000005163
hsa0000147611	rno0000005165
hsa0000147613	rno0000005167
hsa0000147614	rno0000005168
hsa0000147619	rno0000005173
hsa0000147621	rno0000005175
hsa0000147622	rno0000005176
hsa0000147626	rno0000005180
hsa0000147633	rno0000003798
hsa0000147666	rno0000027905
hsa0000147680	rno0000027914
hsa0000147681	rno0000027914
hsa0000147685	rno0000027918
hsa0000147738	rno0000015064
hsa0000147739	rno0000015065
hsa0000147740	rno0000015065
hsa0000147747	rno0000015066
hsa0000147748	rno0000015066
hsa0000147749	rno0000015067
hsa0000147759	rno0000123543
hsa0000147760	rno0000123543
hsa0000147765	rno0000123545
hsa0000147766	rno0000123548
hsa0000147769	rno0000123552
hsa0000147772	rno0000123556
hsa0000147772	rno0000123558
hsa0000147814	rno0000122865
hsa0000147818	rno0000122870
hsa0000147819	rno0000122871
hsa0000147827	rno0000123799
hsa0000147828	rno0000123801
hsa0000147828	rno0000123800
hsa0000147939	rno0000022627
hsa0000148034	rno0000018044
hsa0000148318	rno0000014965
hsa0000148326	rno0000014971
hsa0000148431	rno0000021276
hsa0000148437	rno0000021279
hsa0000148438	rno0000021281
hsa0000148439	rno0000021281
hsa0000148441	rno0000021282
hsa0000148619	rno0000016909
hsa0000148623	rno0000016911
hsa0000148630	rno0000014690
hsa0000148631	rno0000014690
hsa0000148633	rno0000014691
hsa0000148637	rno0000014693
hsa0000148760	rno0000013958
hsa0000148761	rno0000013958
hsa0000148763	rno0000015697
hsa0000148769	rno0000015703
hsa0000148773	rno0000015706
hsa0000148774	rno0000015707
hsa0000148775	rno0000015708
hsa0000148776	rno0000015709
hsa0000148795	rno0000023776
hsa0000148799	rno0000023779
hsa0000148802	rno0000023783
hsa0000148867	rno0000019911
hsa0000148873	rno0000019914
hsa0000148874	rno0000019915
hsa0000148880	rno0000019920
hsa0000148881	rno0000019920
hsa0000148883	rno0000019921
hsa0000148886	rno0000028259
hsa0000148887	rno0000028260
hsa0000148889	rno0000028262
hsa0000148891	rno0000028264
hsa0000148893	rno0000028266
hsa0000148894	rno0000028267
hsa0000148896	rno0000028269
hsa0000148898	rno0000028271
hsa0000149028	rno0000015278
hsa0000149030	rno0000015280
hsa0000149030	rno0000015279
hsa0000149047	rno0000015285
hsa0000149049	rno0000015286
hsa0000149050	rno0000015286
hsa0000149152	rno0000027099
hsa0000149178	rno0000075308
hsa0000149178	rno0000075309
hsa0000149182	rno0000075312
hsa0000149183	rno0000075313
hsa0000149184	rno0000075313
hsa0000149187	rno0000075314
hsa0000149342	rno0000060043
hsa0000149343	rno0000060044
hsa0000149374	rno0000127718
hsa0000149379	rno0000127721
hsa0000149388	rno0000007921
hsa0000149392	rno0000007922
hsa0000149540	rno0000021837
hsa0000149541	rno0000021840
hsa0000149544	rno0000021843
hsa0000149626	rno0000012111
hsa0000149628	rno0000012111
hsa0000149633	rno0000012114
hsa0000149671	rno0000012566
hsa0000149674	rno0000012568
hsa0000149751	rno0000060480
hsa0000149753	rno0000060481
hsa0000149754	rno0000060482
hsa0000149755	rno0000060483
hsa0000149756	rno0000060484
hsa0000149757	rno0000060485
hsa0000149807	rno0000122947
hsa0000149817	rno0000004831
hsa0000149820	rno0000004833
hsa0000149824	rno0000004835
hsa0000149825	rno0000004835
hsa0000149832	rno0000004839
hsa0000149833	rno0000004839
hsa0000149835	rno0000004841
hsa0000149912	rno0000022575
hsa0000150249	rno0000010486
hsa0000150252	rno0000012423
hsa0000150258	rno0000012427
hsa0000150261	rno0000012428
hsa0000150263	rno0000012430
hsa0000150267	rno0000012435
hsa0000150268	rno0000012438
hsa0000150274	rno0000028386
hsa0000150275	rno0000028387
hsa0000150277	rno0000028389
hsa0000150278	rno0000028390
hsa0000150280	rno0000028392
hsa0000150286	rno0000028398
hsa0000150289	rno0000028401
hsa0000150290	rno0000028402
hsa0000150291	rno0000028403
hsa0000150293	rno0000028405
hsa0000150447	rno0000131714
hsa0000150460	rno0000127852
hsa0000150461	rno0000127853
hsa0000150509	rno0000058071
hsa0000150512	rno0000058071
hsa0000150513	rno0000058072
hsa0000150572	rno0000028466
hsa0000150577	rno0000028468
hsa0000150578	rno0000028469
hsa0000150579	rno0000028470
hsa0000150580	rno0000028471
hsa0000150582	rno0000028472
hsa0000150586	rno0000028474
hsa0000150589	rno0000028477
hsa0000150594	rno0000028479
hsa0000150595	rno0000028480
hsa0000150597	rno0000028481
hsa0000150599	rno0000028482
hsa0000150602	rno0000028484
hsa0000150606	rno0000028485
hsa0000150611	rno0000028487
hsa0000150728	rno0000018202
hsa0000150730	rno0000018204
hsa0000150740	rno0000018215
hsa0000150743	rno0000018218
hsa0000150776	rno0000022543
hsa0000150782	rno0000022544
hsa0000150787	rno0000022545
hsa0000150789	rno0000022546
hsa0000150792	rno0000022548
hsa0000150814	rno0000019990
hsa0000150885	rno0000016345
hsa0000151096	rno0000000081
hsa0000151098	rno0000000082
hsa0000151099	rno0000000082
hsa0000151226	rno0000126413
hsa0000151236	rno0000126423
hsa0000151237	rno0000126425
hsa0000151341	rno0000021481
hsa0000151386	rno0000024313
hsa0000151392	rno0000020347
hsa0000151393	rno0000020348
hsa0000151396	rno0000020350
hsa0000151397	rno0000020351
hsa0000151444	rno0000003924
hsa0000151445	rno0000003924
hsa0000151450	rno0000003928
hsa0000151454	rno0000003931
hsa0000151455	rno0000003933
hsa0000151460	rno0000028545
hsa0000151461	rno0000028547
hsa0000151497	rno0000028027
hsa0000151506	rno0000028033
hsa0000151629	rno0000028342
hsa0000151784	rno0000022378
hsa0000151785	rno0000022379
hsa0000151786	rno0000022380
hsa0000151790	rno0000022384
hsa0000151791	rno0000022384
hsa0000151792	rno0000022384
hsa0000151800	rno0000022387
hsa0000151926	rno0000028723
hsa0000151937	rno0000019667
hsa0000151940	rno0000019669
hsa0000151946	rno0000019671
hsa0000151988	rno0000009001
hsa0000152043	rno0000012642
hsa0000152047	rno0000012647
hsa0000152051	rno0000012649
hsa0000152092	rno0000075332
hsa0000152094	rno0000075333
hsa0000152196	rno0000126776
hsa0000152197	rno0000126777
hsa0000152201	rno0000126779
hsa0000152202	rno0000126780
hsa0000152202	rno0000126781
hsa0000152305	rno0000020836
hsa0000152309	rno0000020842
hsa0000152313	rno0000020846
hsa0000152368	rno0000123652
hsa0000152373	rno0000123654
hsa0000152378	rno0000123656
hsa0000152379	rno0000123657
hsa0000152380	rno0000123658
hsa0000152381	rno0000123659
hsa0000152385	rno0000123660
hsa0000152596	rno0000127248
hsa0000152597	rno0000127249
hsa0000152764	rno0000012349
hsa0000152769	rno0000012350
hsa0000152770	rno0000012351
hsa0000152771	rno0000012352
hsa0000152772	rno0000012353
hsa0000152773	rno0000012354
hsa0000152774	rno0000012355
hsa0000152775	rno0000012356
hsa0000152984	rno0000122505
hsa0000152992	rno0000122511
hsa0000152995	rno0000122513
hsa0000152996	rno0000122513
hsa0000152999	rno0000122516
hsa0000153271	rno0000123757
hsa0000153274	rno0000123760
hsa0000153278	rno0000123763
hsa0000153279	rno0000123764
hsa0000153316	rno0000127417
hsa0000153317	rno0000127418
hsa0000153318	rno0000127419
hsa0000153319	rno0000127421
hsa0000153320	rno0000127422
hsa0000153322	rno0000127424
hsa0000153323	rno0000127425
hsa0000153326	rno0000005788
hsa0000153331	rno0000005792
hsa0000153556	rno0000024818
hsa0000153557	rno0000024819
hsa0000153561	rno0000024821
hsa0000153562	rno0000024822
hsa0000153565	rno0000024825
hsa0000153567	rno0000024826
hsa0000153582	rno0000024834
hsa0000153648	rno0000010667
hsa0000153650	rno0000010669
hsa0000153653	rno0000010672
hsa0000153656	rno0000010674
hsa0000153656	rno0000010673
hsa0000153659	rno0000010677
hsa0000153665	rno0000010683
hsa0000153671	rno0000010687
hsa0000153673	rno0000010689
hsa0000153674	rno0000010690
hsa0000153677	rno0000010693
hsa0000153680	rno0000010694
hsa0000153844	rno0000026874
hsa0000153852	rno0000130747
hsa0000153856	rno0000130751
hsa0000153861	rno0000130755
hsa0000153866	rno0000130736
hsa0000153868	rno0000130738
hsa0000153940	rno0000130495
hsa0000153949	rno0000130348
hsa0000153951	rno0000027243
hsa0000153952	rno0000027243
hsa0000153965	rno0000027252
hsa0000153969	rno0000027256
hsa0000153979	rno0000065574
hsa0000153980	rno0000065574
hsa0000153981	rno0000065575
hsa0000153985	rno0000065577
hsa0000153987	rno0000065579
hsa0000153989	rno0000065581
hsa0000153990	rno0000065581
hsa0000153991	rno0000065582
hsa0000153992	rno0000065582
hsa0000154046	rno0000074476
hsa0000154261	rno0000127466
hsa0000154263	rno0000127468
hsa0000154329	rno0000005474
hsa0000154330	rno0000005475
hsa0000154337	rno0000005482
hsa0000154339	rno0000005483
hsa0000154346	rno0000005490
hsa0000154348	rno0000005492
hsa0000154349	rno0000005493
hsa0000154356	rno0000005498
hsa0000154358	rno0000005500
hsa0000154361	rno0000005501
hsa0000154467	rno0000017426
hsa0000154468	rno0000017426
hsa0000154471	rno0000017427
hsa0000154472	rno0000017427
hsa0000154533	rno0000017619
hsa0000154731	rno0000126496
hsa0000154754	rno0000122571
hsa0000154755	rno0000122572
hsa0000154756	rno0000122573
hsa0000154757	rno0000122574
hsa0000154762	rno0000122579
hsa0000154763	rno0000122580
hsa0000154764	rno0000122582
hsa0000154765	rno0000122583
hsa0000154782	rno0000015941
hsa0000154783	rno0000015942
hsa0000154784	rno0000015943
hsa0000154787	rno0000015947
hsa0000154877	rno0000075255
hsa0000154878	rno0000075255
hsa0000154879	rno0000075255
hsa0000154882	rno0000075256
hsa0000154885	rno0000075258
hsa0000154886	rno0000075258
hsa0000154887	rno0000075259
hsa0000154888	rno0000075260
hsa0000154889	rno0000075261
hsa0000154890	rno0000075262
hsa0000154890	rno0000075261
hsa0000154891	rno0000075264
hsa0000154892	rno0000075265
hsa0000154893	rno0000075266
hsa0000154893	rno0000075265
hsa0000154894	rno0000075267
hsa0000154895	rno0000075268
hsa0000154896	rno0000075270
hsa0000155102	rno0000063883
hsa0000155107	rno0000063885
hsa0000155109	rno0000063886
hsa0000155113	rno0000063888
hsa0000155115	rno0000063890
hsa0000155116	rno0000063890
hsa0000155126	rno0000063891
hsa0000155127	rno0000063891
hsa0000155305	rno0000127726
hsa0000155308	rno0000127727
hsa0000155425	rno0000075042
hsa0000155427	rno0000075043
hsa0000155429	rno0000075045
hsa0000155438	rno0000075048
hsa0000155440	rno0000075050
hsa0000155441	rno0000075051
hsa0000155444	rno0000075053
hsa0000155448	rno0000075057
hsa0000155449	rno0000075058
hsa0000155450	rno0000075059
hsa0000155452	rno0000075060
hsa0000155455	rno0000075062
hsa0000155461	rno0000075067
hsa0000155465	rno0000075072
hsa0000155862	rno0000001392
hsa0000156049	rno0000123923
hsa0000156065	rno0000123937
hsa0000156094	rno0000127383
hsa0000156102	rno0000127391
hsa0000156103	rno0000127391
hsa0000156105	rno0000127392
hsa0000156106	rno0000127393
hsa0000156107	rno0000127393
hsa0000156110	rno0000127394
hsa0000156117	rno0000127396
hsa0000156126	rno0000127402
hsa0000156131	rno0000127405
hsa0000156132	rno0000127406
hsa0000156134	rno0000127407
hsa0000156153	rno0000131187
hsa0000156176	rno0000075321
hsa0000156179	rno0000075324
hsa0000156199	rno0000075146
hsa0000156203	rno0000027079
hsa0000156205	rno0000027081
hsa0000156242	rno0000026979
hsa0000156243	rno0000026980
hsa0000156316	rno0000018941
hsa0000156378	rno0000010586
hsa0000156407	rno0000006513
hsa0000156408	rno0000006514
hsa0000156409	rno0000006515
hsa0000156621	rno0000009366
hsa0000156627	rno0000009368
hsa0000156634	rno0000009372
hsa0000156979	rno0000074722
hsa0000156980	rno0000074722
hsa0000156986	rno0000074724
hsa0000156999	rno0000074731
hsa0000157003	rno0000074733
hsa0000157009	rno0000074738
hsa0000157010	rno0000074739
hsa0000157074	rno0000005865
hsa0000157075	rno0000005866
hsa0000157084	rno0000005868
hsa0000157087	rno0000005869
hsa0000157088	rno0000005870
hsa0000157091	rno0000005872
hsa0000157092	rno0000005873
hsa0000157093	rno0000005873
hsa0000157100	rno0000075342
hsa0000157112	rno0000075350
hsa0000157114	rno0000075353
hsa0000157212	rno0000125137
hsa0000157221	rno0000125458
hsa0000157222	rno0000125458
hsa0000157223	rno0000125459
hsa0000157226	rno0000125460
hsa0000157260	rno0000124554
hsa0000157277	rno0000124593
hsa0000157383	rno0000075076
hsa0000157386	rno0000075078
hsa0000157387	rno0000075079
hsa0000157390	rno0000075082
hsa0000157391	rno0000075083
hsa0000157398	rno0000075088
