	BM663_mouse_1_KPC_HOP_DAC	BM667_mouse_2_KPC_HOP_DAC	BM726_mouse_3_KPC_HOP_DAC	BM730_mouse_4_KPC_HOP_PBS	BM731_mouse_5_KPC_HOP_PBS	BM878_mouse_6_KPC_HOP_PBS	BM1101_mouse_7_allograft_DAC	BM1102_mouse_7_allograft_untreated	BM1103_mouse_8_allograft_DAC	BM1104_mouse_8_allograft_untreated	BM1105_mouse_9_allograft_DAC	BM1106_mouse_9_allograft_untreated	BM1107_mouse_10_allograft_DAC	BM1108_mouse_10_allograft_untreated	BM9818_mouse_11_KPC_cutltured_control	BM9819_mouse_11_KPC_cutltured_DAC_5uM	BM9820_mouse_11_KPC_cutltured_DAC_10uM
Ptprd	2.3344	5.03406	2.84393	1.00451	4.22611	1.37493	5.683	5.14418	6.88622	4.00536	3.95385	4.11794	4.04238	3.05602	0.0138209	0.0240131	0.0298166
Tyrp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00846679	0.00810852	0.0	0.0	0.0	0.0	0.0	0.0	0.00636181	0.00675266
D4Bwg0951e	40.6015	63.8546	75.1654	15.0864	83.3783	67.2706	123.003	138.972	170.593	145.846	116.019	202.171	135.549	125.255	35.1194	37.0206	38.2951
Mpdz	7.20538	5.30096	4.9245	8.13951	4.56737	5.93027	5.36448	4.39797	4.62686	5.44038	6.11003	3.69685	6.13255	5.48508	2.07281	3.59205	3.74599
Gm5860	0.0	0.0	0.0	0.0	0.0255237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nfib	20.5465	20.2715	17.9848	13.6673	23.4403	19.8552	18.1009	15.7381	15.9981	15.6201	15.724	15.8745	16.8714	16.2584	21.0682	21.5919	20.6064
Zdhhc21	8.99797	9.13906	10.638	4.27518	12.6794	9.77766	13.8802	9.78176	11.5371	11.1616	17.4489	11.8407	13.6289	12.962	2.00446	2.82699	2.70095
Cer1	0.0133623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0132175	0.0	0.0	0.0	0.0	0.0	0.0	0.0103176	0.0
Frem1	1.6621	0.944759	0.392834	0.834943	0.779528	3.28666	0.416362	1.30537	2.74524	2.13967	0.742509	1.31099	2.94898	1.67412	0.0	0.00710348	0.00753227
Ttc39b	9.89748	8.01969	11.761	9.32413	6.65993	7.48909	28.5172	26.056	34.3574	28.844	25.7447	33.9274	27.9034	26.2348	4.44815	4.71082	5.00632
Gm11413	0.0325744	0.0342186	0.15046	0.0190062	0.0358518	0.0375666	0.0368352	0.100929	0.0484179	0.0624155	0.0470674	0.0500565	0.0338352	0.0	0.0	0.0251238	0.0
Snapc3	13.4284	14.8605	13.2583	6.75455	12.1293	14.9881	12.5158	11.5072	11.5581	11.0863	13.6316	11.7084	13.2041	11.584	8.81834	9.2985	8.68368
Psip1	16.908	14.8287	21.1407	22.2983	26.9279	16.4051	38.8017	30.8277	44.4705	36.6462	38.6495	37.8687	39.8576	34.9786	24.8987	33.907	30.5299
4930473A06Rik	1.04838	1.0941	1.31422	0.493651	1.31473	1.26923	1.26339	1.3402	1.48126	1.36794	1.20678	1.63655	1.23836	1.14113	0.819718	0.808447	0.743009
Bnc2	4.1024	1.61685	1.17002	6.41207	1.13141	2.42268	0.576452	0.729357	0.429112	0.560499	0.567579	0.338074	0.702471	0.606629	0.0369956	0.0206599	0.0301275
Cntln	4.56993	2.23325	1.38365	5.02276	1.52908	2.32061	1.12617	1.25813	1.1485	1.40234	1.38663	0.737206	1.10323	0.971349	1.69836	2.3375	2.52808
Sh3gl2	2.17144	4.40536	0.860987	0.54746	1.01664	3.08063	0.392461	0.524094	0.250943	0.121301	0.358607	0.826122	0.69177	0.322084	0.0	0.0	0.0
Adamtsl1	5.98829	2.86678	2.52927	1.99259	2.84364	4.62281	1.03816	1.38431	0.91997	1.53238	1.1619	0.639396	1.32536	1.31357	0.0	0.00211581	0.0067311
Fam154a	0.0	0.0	0.0	0.0	0.0	0.0290852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0109015	0.0	0.0	0.0
Rraga	57.3121	51.5039	56.296	63.1492	64.1849	50.9204	79.5142	67.7786	71.4575	67.2716	74.6561	68.0698	69.8608	64.4084	34.13	36.3875	35.2803
Haus6	6.06464	6.68467	9.06275	6.96127	8.56884	6.59717	9.25308	7.76381	9.5405	8.71962	10.6942	8.51443	9.49467	9.03899	4.25361	7.4976	7.41308
Scarna8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.5862	0.0	0.0	0.0	0.0	0.0	0.0
Plin2	142.685	124.014	148.258	118.071	149.623	141.717	115.142	97.8269	88.3371	74.8973	164.617	78.7986	130.365	103.516	81.1605	98.3228	105.898
Dennd4c	13.7408	17.4571	18.0451	8.46118	17.3911	16.6696	21.3098	18.92	20.5128	19.9305	22.7325	25.3857	19.6059	21.6464	12.8967	11.1652	10.6911
Rps6	198.857	202.509	287.468	225.125	307.826	241.819	248.981	345.338	357.372	255.923	301.719	337.884	314.127	304.182	84.6213	95.618	92.2226
Acer2	3.04278	7.09929	8.34922	4.71432	9.90564	6.47516	4.16355	5.42049	5.74976	5.09407	4.29433	9.32644	5.34906	5.92542	0.0576249	0.0522855	0.106671
Slc24a2	0.0891529	0.0214866	0.0270711	0.0329774	0.0425625	0.0213351	0.0405467	0.014978	0.00198927	0.0328237	0.0446409	0.0	0.00209178	0.00173755	0.0016067	0.0	0.00666061
Mllt3	5.75441	7.8903	9.46567	5.92167	10.4274	7.16603	11.6585	10.1673	10.9006	10.3384	9.3165	10.8644	10.429	9.08729	6.88758	6.73509	6.44343
BC057079	5.12788	5.69894	6.12632	5.3454	7.5791	5.00892	4.50043	4.57423	5.14044	4.47058	4.80179	4.21528	4.6699	4.14957	4.23888	4.42987	4.62908
Mir491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ptplad2	20.1422	9.22872	5.86097	9.04712	7.75775	9.1543	5.88007	5.41099	5.12041	4.362	6.50394	2.97979	4.48944	3.93741	2.65686	2.93311	2.81853
Ifnb1	0.0	0.0371748	0.0	0.0411902	0.0387221	0.0	0.0406637	0.0733884	0.035361	0.0	0.102916	0.109954	0.0369085	0.0	0.0554057	0.0	0.0
Gm12597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ifna14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ifna9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ifna12	0.0	0.0	0.0	0.0	0.0370429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C87499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0123313	0.0521745	0.0127957
Ifna13	0.0	0.0	0.0859497	0.0	0.0715575	0.0	0.0374556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133079
Gm13280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ifna2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0803682	0.0
Ifnab	0.0	0.044774	0.0	0.0495619	0.139605	0.0490086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0332517	0.0	0.0
Klhl9	45.6864	40.3367	36.1523	29.7405	48.0491	38.2904	35.5912	28.1915	37.021	28.1806	41.871	34.6206	40.4543	31.0892	14.0891	16.6977	14.92
Gm13271	0.1361	0.0594846	0.0741277	0.0	0.122311	0.166999	0.152107	0.00655302	0.0	0.0	0.0276413	0.0	0.0	0.0654453	0.0	0.0260406	0.0746385
Gm13286	0.148344	0.031796	0.0105897	0.049839	0.117201	0.0462282	0.0242921	0.0215314	0.0114228	0.0	0.00614251	0.0	0.0203412	0.0217725	0.0121909	0.032805	0.0
Gm13283	0.315107	0.18865	0.334939	0.311622	0.263498	0.102163	0.165441	0.0812899	0.0849321	0.0657194	0.0930349	0.157141	0.202687	0.126039	0.0287164	0.0779315	0.0359612
Gm13290	0.272997	0.131657	0.152493	0.115386	0.296168	0.16247	0.12019	0.0646596	0.0916292	0.0556023	0.0954918	0.0694553	0.12231	0.0765791	0.108225	0.118178	0.10053
Gm13285	0.0340622	0.0322862	0.0257304	0.0351157	0.00897636	5.91e-05	0.0876026	0.019228	2.05e-09	0.0219764	0.042041	3.61e-07	3.57e-06	1.75e-05	0.00656843	5.8e-09	3.44e-08
Gm13290.1	0.216609	0.196872	0.184614	0.148078	0.259171	0.159598	0.0537788	0.13669	0.104327	0.0531316	0.0837475	0.0660507	0.0804403	0.100552	0.0626835	0.122352	0.0979061
Gm13285.1	0.0683286	0.0732653	6.59e-07	0.0223429	0.0581344	2.85e-05	0.016812	0.0747734	2.7e-06	0.0198281	1.41e-05	0.00155698	0.0113376	0.0485898	3.24e-09	7.58e-07	2.18e-07
Gm13285.2	0.141054	0.16171	0.0882267	0.365957	0.151257	0.212615	6.37e-09	0.0307757	1.83e-07	0.041953	0.211583	0.206874	0.0587399	0.0851459	0.0969259	0.148115	1.47e-06
Gm13272	3.38e-08	2.9e-08	0.152091	3.41e-08	9.45e-08	0.0448255	0.0546398	3.11e-08	0.0694394	7.6e-08	6.16e-08	3.63e-08	8.55e-08	2.79e-08	5.07e-08	2.7e-08	0.0969619
Ifnz	0.192718	0.201317	0.228909	0.128352	0.29161	0.173824	0.0720098	0.0817045	0.0636471	0.0333735	0.11287	0.0403471	0.142752	0.0714031	0.0507753	0.0549414	0.03622
Gm13276	0.312196	0.148869	0.289668	0.19391	0.327425	0.252724	0.105896	0.0882275	0.0625194	0.0625876	0.120777	0.135418	0.107401	0.0963521	0.0650812	0.116949	0.152003
Gm13277	0.292247	0.239373	0.256421	0.256798	0.267335	0.387887	0.0686259	0.12489	0.113558	0.0422325	0.11304	0.0696626	0.120768	0.078844	0.0536226	0.102091	0.126588
Gm13285.3	0.0136371	8.5e-07	5.99e-07	1.09e-06	0.000264838	6.75e-08	2.91e-08	5.48e-06	1.49e-09	0.0126356	0.0330538	8.71e-09	1.07e-05	0.00903202	1.73e-07	0.00641065	2.19e-08
Gm13278	0.29923	0.293576	0.227381	0.24077	0.352615	0.270505	0.100809	0.0850577	0.0814413	0.0752751	0.125867	0.0947037	0.109446	0.128741	0.079701	0.154189	0.148776
Gm13279	2.15e-08	8.76e-07	5.17e-08	2.47e-05	3.44e-06	3.75e-07	2.74e-10	2.08e-07	9.39e-08	3.21e-11	1.45e-07	4.64e-08	0.0351427	1.71e-06	2.6e-10	4.6e-18	6.96e-12
Gm13285.4	0.0229284	4.39e-17	2.22e-09	1.3e-41	0.0175934	3.36e-12	5.59e-10	0.00944967	1.13e-12	0.00573052	0.0129719	1.29e-08	1.04e-08	0.0420393	1.08e-11	7.38e-07	5.92e-09
Gm13275	0.229973	0.278561	0.251658	0.199161	0.325035	0.228645	0.122749	0.11823	0.130319	0.0638391	0.151945	0.11702	0.110696	0.0667298	0.145788	0.183731	0.140589
Gm13278.1	0.296796	0.204845	0.236682	0.18338	0.338629	0.1967	0.07433	0.0846711	0.07608	0.107534	0.140473	0.0855192	0.12482	0.0923808	0.109885	0.127633	0.143074
Gm13279.1	1.29e-06	5.34e-09	4.16e-07	2.8e-13	2.16e-07	5.36e-08	2.28e-12	1.88e-08	6.980000000000001e-21	2.48e-06	4.16e-07	1.68e-08	0.0363457	3.4e-07	4.71e-14	5.03e-11	9.31e-13
Gm13285.5	0.0551765	4.16e-07	1.61e-14	4.49e-06	1.26e-05	0.0321117	4.83e-07	0.00708387	1.12e-06	0.0536963	6.23e-13	0.0	2.26e-08	0.0209228	1.22e-08	1.79e-07	3.98e-08
Gm13275.1	0.34041	0.322687	0.247965	0.258517	0.419748	0.305548	0.136686	0.10685	0.152177	0.0691344	0.187599	0.0540149	0.136903	0.114585	0.192975	0.158347	0.236926
Gm13285.6	3.93e-07	9.68e-09	5.7e-08	1.57e-06	6.35e-08	7.85e-06	1.63e-07	2.75e-08	8.92e-09	1.17e-07	1.39e-05	3.51e-07	5.38e-08	0.0201331	1.96e-08	5.61e-08	1.05e-07
Gm13285.7	0.126205	0.0795941	0.217643	0.264243	0.12391	0.269456	0.0629385	0.0234036	0.0142785	0.040638	0.102179	0.0282718	0.0516535	0.12152	0.0583215	0.200645	0.108371
Gm13288	0.101727	0.103771	0.124782	0.0801032	0.167781	0.114779	0.0512708	0.0572875	0.0565578	0.0589087	0.0491745	0.0463037	0.0655354	0.0556773	0.0428423	0.0907802	0.0889028
Gm13290.2	0.160681	0.10622	0.106596	0.0463087	0.136024	0.0448125	0.000898692	0.0140246	1.07e-06	1.4e-07	0.00107904	0.0335163	0.0350745	0.00543343	0.0469903	0.0329143	0.0183044
Gm13285.8	0.0674971	1.2e-06	1.1e-05	0.0563944	0.0292134	0.0270075	2.5100000000000002e-58	0.043941	3.25e-53	0.00617644	0.00753411	0.00213445	1.09e-05	0.0351422	1.14e-08	2.69e-05	3.54e-25
Ifna7	0.0524336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0426541
Ifna11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ifna6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ifna5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ifna4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ifna1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ifne	0.085911	0.0	1.35939	0.0501737	0.282631	0.0496142	0.0998234	0.134448	0.129797	0.125518	0.041939	0.0448919	0.0	0.0379154	0.134625	0.131178	0.140054
Mir31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm12603	4.63999	5.09674	20.6858	8.67005	16.7159	13.8858	39.3023	24.2589	22.0236	17.2153	52.0332	37.3516	32.4897	23.2745	8.8882	14.0151	13.5963
Mtap	47.2055	46.1708	149.484	39.2109	57.5528	48.9678	65.6006	54.269	77.8648	63.4791	69.1872	56.578	69.946	68.2222	27.7884	31.104	32.8628
Cdkn2a	124.369	176.685	119.309	431.355	187.107	97.6591	250.304	223.211	315.564	267.56	268.575	220.141	283.721	250.21	187.819	172.52	181.717
Cdkn2b	77.7358	89.0443	41.9191	70.5659	40.0036	70.4668	64.0612	46.8731	55.7582	52.6394	67.1368	54.1966	68.6569	58.7668	48.8965	47.6162	46.3899
Dmrta1	0.472302	0.332021	0.942361	0.118952	0.136066	0.148457	0.288154	0.198732	0.538898	0.255379	0.565602	0.305438	0.505187	0.281575	0.00850848	0.00415692	0.00882032
Zfp352	0.0	0.0	0.039734	0.0	0.0	0.0	0.0	0.0103389	0.0	0.0	0.00963552	0.0	0.0	0.0	0.142959	0.426676	0.271818
Gm12633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Elavl2	0.00595341	0.00624287	0.0314384	0.00694477	0.0591736	0.0274482	0.0266529	0.0245001	0.0	0.0056676	0.02027	0.024212	0.0061594	0.00454917	0.0	0.00461	0.0
Izumo3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tusc1	3.54131	2.88786	3.69676	4.09158	2.73364	1.84913	1.17703	1.49285	1.62495	1.2332	1.40958	0.885288	1.19013	0.855704	1.3356	1.65697	1.63166
5830433M19Rik	7.03542	6.3613	6.62894	5.32911	5.55947	5.62785	6.08634	4.50691	6.80952	5.52917	6.87295	5.37832	5.91247	4.44763	3.26326	4.85206	4.97476
Plaa	15.3173	12.9708	17.5706	15.1424	12.405	14.9108	14.4514	11.8839	14.2416	12.7898	14.2423	11.2391	13.2291	10.9041	7.69059	10.1677	9.93024
Gm12657	106.9	85.4667	75.408	99.8862	100.622	102.622	85.885	96.0383	99.7967	83.2051	89.1775	92.6396	87.1283	87.199	78.9074	71.6058	67.841
Ift74	12.9657	8.79026	13.8554	13.4731	9.47707	8.0528	14.6864	12.9887	18.961	12.5518	13.1018	15.3293	14.4239	9.98114	8.93307	10.1103	9.49269
Lrrc19	0.03222	1.3435	0.180759	0.00939699	0.0621281	0.0557105	0.0180677	0.0497604	0.0238265	0.046069	0.0463639	0.032808	0.0500423	0.0347023	0.0191385	0.018697	0.0396901
Mir872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tek	8.51903	7.08042	3.95852	8.81487	4.48961	6.15245	1.92114	2.65105	1.95777	2.47762	2.2499	1.07214	2.73363	2.60172	0.00370292	0.0144736	0.00767676
4930579C15Rik	0.139292	0.230077	0.131288	0.0464475	0.0875602	0.206578	0.180669	0.0617388	0.0197614	0.0191064	0.0768117	0.1022	0.0620932	0.0	0.0785104	0.122609	0.1467
Mysm1	8.03908	9.66727	9.46811	6.74544	6.63356	7.06362	7.26455	6.68746	8.07965	6.78744	6.40111	7.58662	6.68037	5.35714	5.39915	5.85339	5.54744
Jun	33.9222	26.492	21.2116	43.908	21.5433	34.4878	20.1337	20.4408	13.964	19.3761	19.1362	17.2531	26.3373	24.7564	17.7665	38.6416	41.6059
Fggy	7.75618	8.02708	9.6046	7.39765	2.81824	4.9159	5.50249	5.16576	6.86791	5.02856	5.7931	5.84124	6.77224	4.52932	0.0434267	0.0589049	0.140791
9530080O11Rik	0.162205	0.364703	0.117756	0.0377649	0.134717	0.0744778	0.15533	0.100363	0.176335	0.169162	0.0466459	0.096112	0.212973	0.0421043	0.180986	0.260715	0.270758
Hook1	8.26416	15.3055	11.8606	2.85216	11.3029	14.659	19.7279	16.1261	17.5897	13.5595	12.576	23.2442	11.1538	10.1104	7.08702	7.62283	6.90674
Cyp2j13	0.0	0.0	0.0	0.00581155	0.0	0.00574195	0.0	0.0	0.0	0.0	0.0	0.0101232	0.0	0.0	0.0	0.00385935	0.0
Cyp2j12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0122022	0.105259	0.0113071	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2j11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2j8	0.0	0.032711	0.0411005	0.0363413	0.0	0.0	0.0	0.0482339	0.0462703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2j6	10.24	14.1587	9.63341	9.02046	8.07766	10.988	4.36556	3.22891	4.58599	2.26869	2.86416	2.75879	3.32312	2.16888	6.66452	5.6701	4.99851
Cyp2j9	1.82252	1.95035	0.484227	0.580024	0.495263	0.96878	0.479626	0.817548	0.771902	0.62189	0.250241	0.664685	0.368149	0.449891	0.00936194	0.00914334	0.00971104
Cyp2j5	1.05335	0.656429	0.17481	0.175534	0.988467	0.457871	0.518739	0.421088	0.829846	0.366743	0.184587	0.997522	0.305146	0.238236	0.0	0.00466074	0.0
Gm12695	0.0	0.0	0.0188909	0.0	0.0	0.0	0.0	0.0147722	0.0	0.0136965	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E130114P18Rik	0.0198422	0.0417127	0.0523656	0.0463151	0.0218279	0.0228877	0.0	0.0	0.0394089	0.0190513	0.0	0.0	0.0	0.0344708	0.0	0.0	0.0
Nfia	3.09364	2.80297	3.36341	3.35597	2.68282	3.53829	1.98107	2.09768	1.97077	2.52664	1.83029	2.07325	2.1683	2.23157	2.98922	2.43725	2.19795
Tm2d1	5.84279	4.66068	7.50378	4.6476	3.89317	4.59404	5.28381	6.51192	6.36468	5.48129	6.78144	6.48181	6.65733	4.80316	3.13591	2.84098	2.91876
Inadl	9.96352	17.9474	13.0615	2.50646	11.1354	16.7897	11.0585	10.5157	7.20287	8.08933	8.66444	10.9202	8.33617	9.37337	13.4193	11.6815	11.0012
L1td1	0.0378131	0.015865	0.12978	0.0	0.0	0.0871727	0.0	0.01557	0.0223634	0.0	0.0290128	0.0153957	0.0156582	0.00651402	0.0	0.0175574	0.0
Kank4	1.70029	0.24652	0.847727	0.158243	0.134596	0.906817	0.0758066	0.362675	0.418225	0.283879	0.0476348	0.509783	0.205741	0.303183	0.0645365	0.105107	0.144942
A730085A09Rik	0.0567465	0.00992356	0.0998724	0.0	0.0	0.0	0.0	0.0194857	0.0186664	0.00902306	0.0	0.0192807	0.0	0.0	0.0	0.0146274	0.0
Usp1	14.3226	12.1735	21.4155	19.9241	13.345	12.4841	16.7097	15.5928	18.7532	16.9668	17.0435	16.4016	17.3467	14.8728	8.03109	16.2478	16.5745
Dock7	24.3523	32.7358	24.8964	22.9573	17.5594	25.6212	25.8059	21.5598	22.5622	19.9278	24.3904	20.2552	22.1051	20.0466	22.9243	22.4326	21.2477
Angptl3	1.31897	0.338584	0.174068	0.188103	6.86186	0.0675964	0.132356	0.166387	0.0725366	0.098181	0.155156	0.389871	0.0456374	0.114158	0.0231656	0.0113099	0.0240359
Atg4c	5.94017	5.10563	5.87101	4.01533	3.93551	5.44951	5.03969	4.45853	3.65669	4.00356	5.50465	4.74378	4.62348	4.78212	4.03896	4.15448	4.00333
Foxd3	0.0380895	0.0799317	0.0125693	0.0	0.0104902	0.0878197	0.0	0.0196192	0.00939731	0.00908506	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alg6	5.0538	5.27694	6.96431	4.01991	3.78564	3.95555	4.49132	4.67271	5.72505	4.74114	5.11105	4.91188	5.07377	4.24446	3.81291	4.22299	3.74279
Itgb3bp	1.37175	0.531086	2.15565	0.742986	0.647756	0.950616	1.03489	1.35075	2.04771	1.14419	0.966116	1.6297	1.23439	0.926424	1.10578	1.6488	1.44164
Efcab7	3.38768	1.51088	4.13505	1.51575	1.33226	2.02645	2.00904	2.23307	3.22376	1.9236	1.78796	2.51149	1.83629	1.35408	2.66907	3.98362	3.53157
Pgm2	28.2112	28.1268	68.9733	18.8657	53.309	27.9029	43.8886	33.3688	27.5725	29.2187	34.6902	30.0028	27.6722	28.7922	141.35	137.272	134.276
Ror1	7.16067	4.52245	5.98838	3.07354	3.07508	5.06372	2.07071	2.01824	1.18732	1.92293	2.55504	1.14372	2.1218	1.97324	2.26518	2.04002	2.24119
Ube2u	0.0780321	0.0163922	0.16477	0.0	0.0343565	0.0179975	0.0	0.0	0.0154583	0.0149454	0.0	0.01598	0.0162062	0.0	0.271289	0.27692	0.17914
Cachd1	4.22302	3.86862	4.68731	6.75812	3.29947	4.82999	3.10851	4.04114	3.24808	4.15762	4.01869	4.64769	5.22893	5.78403	7.43098	7.22094	7.33291
Raver2	0.472195	0.264889	0.210118	0.30405	0.205786	0.316254	0.19634	0.33316	0.172966	0.282059	0.120945	0.329247	0.449086	0.330339	0.0217432	0.0850116	0.0901736
Jak1	64.4836	65.6995	55.0982	72.0946	47.404	65.1176	49.6353	51.3119	45.5453	51.2957	50.6283	51.1694	49.8624	54.0104	38.8549	43.7377	42.072
E130102H24Rik	5.75147	7.33718	6.81237	3.97853	6.51357	4.99104	5.9629	7.35877	7.8655	5.68662	5.20521	9.7544	6.02115	3.25148	6.87332	5.94349	5.29245
Mir101a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0610043K17Rik	0.237192	0.402582	0.125087	0.0554187	0.259947	0.383643	0.443009	0.198313	0.14374	0.092671	0.0	0.746178	0.099743	0.0840079	0.14847	0.108466	0.154523
Ak4	2.44246	0.52053	4.80229	3.32651	7.54521	2.49812	10.1816	5.94282	4.2893	4.52814	8.92505	7.3661	5.21194	7.47919	34.381	38.6699	36.3027
Dnajc6	0.462207	0.310046	0.106286	0.227511	0.186398	0.379785	0.151182	0.126106	0.0585213	0.112635	0.233432	0.0308814	0.0701904	0.0892676	0.0150719	0.0329682	0.0317425
Leprot	128.576	93.4968	106.399	99.1473	79.5907	86.1641	111.73	103.541	113.3	99.6275	113.07	113.772	109.902	101.66	41.1456	42.14	42.5723
Lepr	23.5637	21.2425	24.4585	9.95247	20.7088	12.1421	30.0756	23.4871	29.2796	30.1797	42.0963	39.3361	35.8241	34.4476	0.828462	0.829258	1.25972
B020004J07Rik	0.0116305	0.0274676	0.0	0.0	0.0	0.0134093	0.0	0.0119909	0.0057462	0.0111107	0.0223547	0.011874	0.0	0.00502288	0.0552065	0.0702992	0.0611453
Gm12794	0.0	0.0172304	0.151521	0.0	0.0	0.0	0.0185498	0.0	0.0	0.0	0.0316017	0.0	0.0340756	0.0	0.103655	0.379501	0.295809
Gm12789	0.0	0.016439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0273312	0.0	0.0	0.0
Pde4b	17.3189	8.81004	6.99532	33.1022	7.23393	14.9063	6.83438	6.54822	4.20886	5.32194	6.09338	2.70827	6.20691	5.10221	1.32334	0.943691	0.758363
Sgip1	0.257495	0.372167	0.115942	0.296708	0.0782354	0.163624	0.0132398	0.122045	0.0465985	0.0732044	0.0623537	0.0240548	0.0326387	0.0610716	0.0	0.00458049	0.0
Gm12709	0.0420791	0.0379563	0.0194691	0.0281258	0.0132733	0.0	0.0	6.6e-10	0.0	0.0	0.0	0.0	9.47e-09	0.0	0.0	0.0	0.0
Tctex1d1	0.0121085	0.0	0.0	0.0	0.0	0.0	0.0545408	0.0124859	0.000631496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BB031773	5.5900000000000015e-43	0.0	0.0	0.0	0.0	0.0	3.09e-51	1.3e-49	0.02337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Insl5	0.0	0.0	0.380112	0.0480956	0.0	0.0475574	0.0	0.0	0.0	0.0	0.0401682	0.0	0.0	0.0	0.0645636	0.0	0.0
Wdr78	1.34158	1.01264	0.694685	0.546412	0.777602	0.833113	0.440036	0.469951	0.466898	0.517439	0.410046	0.329191	0.586271	0.537283	0.485818	0.64037	0.579663
Mier1	26.5437	27.5017	29.8917	18.4746	20.1002	30.9823	22.4412	20.9094	25.6404	22.626	26.0429	26.5882	25.5945	23.3601	12.0106	13.4965	12.0574
Slc35d1	5.88209	11.0962	21.9694	3.77229	8.00011	11.6258	11.7304	9.30762	9.49458	9.54583	12.9919	10.3456	11.0794	12.0241	6.58006	7.03015	6.83539
4921539E11Rik	0.0	0.0	0.0	0.0	0.0105765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0296962	0.00788191
4930456L15Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0235674	0.0214646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oma1	11.4278	11.7818	12.7953	5.96626	8.30778	11.5822	10.2735	9.58484	12.3621	10.3975	11.5104	8.70142	10.5811	10.8352	5.59163	5.77326	5.64806
