hsa	rno	isohsa	isorno	exoniden
ENSG00000149187	ENSRNOG00000010379	ENST00000395290	ENSRNOT00000109347	hsa0000154879-rno0000075255|0.94;hsa0000154882-rno0000075256|0.94;hsa0000154884-rno0000075257|0.94;hsa0000154886-rno0000075258|0.94;hsa0000154887-rno0000075259|0.96;hsa0000154888-rno0000075260|0.91;hsa0000154889-rno0000075261|0.97;hsa0000154891-rno0000075264|0.95;hsa0000154893-rno0000075266|0.92;hsa0000154894-rno0000075267|0.91;hsa0000154895-rno0000075269|0.91;hsa0000154896-rno0000075270|0.93
ENSG00000149187	ENSRNOG00000010379	ENST00000358597	ENSRNOT00000106910	hsa0000154879-rno0000075255|0.94;hsa0000154882-rno0000075256|0.94;hsa0000154884-rno0000075257|0.94;hsa0000154885-rno0000075258|0.96;hsa0000154887-rno0000075259|0.96;hsa0000154888-rno0000075260|0.91;hsa0000154889-rno0000075261|0.97;hsa0000154891-rno0000075263|0.91;hsa0000154893-rno0000075266|0.92;hsa0000154894-rno0000075267|0.91;hsa0000154895-rno0000075268|0.94;hsa0000154896-rno0000075270|0.93
ENSG00000149187	ENSRNOG00000010379	ENST00000358597	ENSRNOT00000014484	hsa0000154879-rno0000075255|0.94;hsa0000154882-rno0000075256|0.94;hsa0000154884-rno0000075257|0.94;hsa0000154885-rno0000075258|0.96;hsa0000154887-rno0000075259|0.96;hsa0000154888-rno0000075260|0.91;hsa0000154889-rno0000075262|0.82;hsa0000154891-rno0000075264|0.95;hsa0000154893-rno0000075265|0.89;hsa0000154894-rno0000075267|0.91;hsa0000154895-rno0000075268|0.94;hsa0000154896-rno0000075270|0.93
ENSG00000149187	ENSRNOG00000010379	ENST00000358597	ENSRNOT00000109347	hsa0000154879-rno0000075255|0.94;hsa0000154882-rno0000075256|0.94;hsa0000154884-rno0000075257|0.94;hsa0000154885-rno0000075258|0.96;hsa0000154887-rno0000075259|0.96;hsa0000154888-rno0000075260|0.91;hsa0000154889-rno0000075261|0.97;hsa0000154891-rno0000075264|0.95;hsa0000154893-rno0000075266|0.92;hsa0000154894-rno0000075267|0.91;hsa0000154895-rno0000075269|0.91;hsa0000154896-rno0000075270|0.93
ENSG00000149187	ENSRNOG00000010379	ENST00000395292	ENSRNOT00000106910	hsa0000154879-rno0000075255|0.94;hsa0000154882-rno0000075256|0.94;hsa0000154884-rno0000075257|0.94;hsa0000154885-rno0000075258|0.96;hsa0000154887-rno0000075259|0.96;hsa0000154888-rno0000075260|0.91;hsa0000154890-rno0000075261|0.82;hsa0000154891-rno0000075263|0.91;hsa0000154892-rno0000075266|0.89;hsa0000154894-rno0000075267|0.91;hsa0000154895-rno0000075268|0.94;hsa0000154896-rno0000075270|0.93
ENSG00000149187	ENSRNOG00000010379	ENST00000395292	ENSRNOT00000014484	hsa0000154879-rno0000075255|0.94;hsa0000154882-rno0000075256|0.94;hsa0000154884-rno0000075257|0.94;hsa0000154885-rno0000075258|0.96;hsa0000154887-rno0000075259|0.96;hsa0000154888-rno0000075260|0.91;hsa0000154890-rno0000075262|0.97;hsa0000154891-rno0000075264|0.95;hsa0000154892-rno0000075265|0.92;hsa0000154894-rno0000075267|0.91;hsa0000154895-rno0000075268|0.94;hsa0000154896-rno0000075270|0.93
ENSG00000149187	ENSRNOG00000010379	ENST00000395292	ENSRNOT00000109347	hsa0000154879-rno0000075255|0.94;hsa0000154882-rno0000075256|0.94;hsa0000154884-rno0000075257|0.94;hsa0000154885-rno0000075258|0.96;hsa0000154887-rno0000075259|0.96;hsa0000154888-rno0000075260|0.91;hsa0000154890-rno0000075261|0.82;hsa0000154891-rno0000075264|0.95;hsa0000154892-rno0000075266|0.89;hsa0000154894-rno0000075267|0.91;hsa0000154895-rno0000075269|0.91;hsa0000154896-rno0000075270|0.93
ENSG00000149187	ENSRNOG00000010379	ENST00000361904	ENSRNOT00000106910	hsa0000154879-rno0000075255|0.94;hsa0000154882-rno0000075256|0.94;hsa0000154884-rno0000075257|0.94;hsa0000154885-rno0000075258|0.96;hsa0000154887-rno0000075259|0.96;hsa0000154888-rno0000075260|0.91;hsa0000154890-rno0000075261|0.82;hsa0000154891-rno0000075263|0.91;hsa0000154892-rno0000075266|0.89;hsa0000154894-rno0000075267|0.91;hsa0000154895-rno0000075268|0.94;hsa0000154896-rno0000075270|0.93
ENSG00000149187	ENSRNOG00000010379	ENST00000361904	ENSRNOT00000014484	hsa0000154879-rno0000075255|0.94;hsa0000154882-rno0000075256|0.94;hsa0000154884-rno0000075257|0.94;hsa0000154885-rno0000075258|0.96;hsa0000154887-rno0000075259|0.96;hsa0000154888-rno0000075260|0.91;hsa0000154890-rno0000075262|0.97;hsa0000154891-rno0000075264|0.95;hsa0000154892-rno0000075265|0.92;hsa0000154894-rno0000075267|0.91;hsa0000154895-rno0000075268|0.94;hsa0000154896-rno0000075270|0.93
ENSG00000149187	ENSRNOG00000010379	ENST00000361904	ENSRNOT00000109347	hsa0000154879-rno0000075255|0.94;hsa0000154882-rno0000075256|0.94;hsa0000154884-rno0000075257|0.94;hsa0000154885-rno0000075258|0.96;hsa0000154887-rno0000075259|0.96;hsa0000154888-rno0000075260|0.91;hsa0000154890-rno0000075261|0.82;hsa0000154891-rno0000075264|0.95;hsa0000154892-rno0000075266|0.89;hsa0000154894-rno0000075267|0.91;hsa0000154895-rno0000075269|0.91;hsa0000154896-rno0000075270|0.93
ENSG00000149201	ENSRNOG00000033733	ENST00000445632	ENSRNOT00000102115	hsa0000148314-rno0000014962|0.78;hsa0000148315-rno0000014963|0.85;hsa0000148317-rno0000014964|0.81;hsa0000148318-rno0000014965|0.84;hsa0000148319-rno0000014966|0.8;hsa0000148321-rno0000014967|0.81;hsa0000148323-rno0000014968|0.73;hsa0000148324-rno0000014969|0.74;hsa0000148325-rno0000014970|0.83;hsa0000148326-rno0000014971|0.92;hsa0000148327-rno0000014973|0.87;hsa0000148328-rno0000014975|0.86;hsa0000148329-rno0000014976|0.83;hsa0000148330-rno0000014977|0.83;hsa0000148331-rno0000014978|0.88
ENSG00000149269	ENSRNOG00000029784	ENST00000356341	ENSRNOT00000091952	hsa0000146986-rno0000003864|0.92;hsa0000146988-rno0000003865|0.94;hsa0000146991-rno0000003866|0.91;hsa0000146994-rno0000003868|0.89;hsa0000146995-rno0000003870|0.92;hsa0000146996-rno0000003873|0.95;hsa0000146997-rno0000003874|0.92;hsa0000146998-rno0000003876|0.92;hsa0000147001-rno0000003877|0.92;hsa0000147003-rno0000003878|0.92;hsa0000147004-rno0000003879|0.91;hsa0000147005-rno0000003880|0.92;hsa0000147006-rno0000003881|0.93;hsa0000147010-rno0000003882|0.93
ENSG00000149273	ENSRNOG00000017418	ENST00000531188	ENSRNOT00000108507	hsa0000146015-rno0000004928|0.9;hsa0000146020-rno0000004930|0.94;hsa0000146025-rno0000004931|0.84;hsa0000146028-rno0000004932|0.89;hsa0000146033-rno0000004934|0.92;hsa0000146040-rno0000004935|0.91
ENSG00000149273	ENSRNOG00000017418	ENST00000278572	ENSRNOT00000108507	hsa0000146015-rno0000004928|0.9;hsa0000146020-rno0000004930|0.94;hsa0000146025-rno0000004931|0.84;hsa0000146026-rno0000004932|0.61;hsa0000146033-rno0000004934|0.92;hsa0000146040-rno0000004935|0.91
ENSG00000149273	ENSRNOG00000017418	ENST00000527446	ENSRNOT00000108507	hsa0000146015-rno0000004928|0.9;hsa0000146020-rno0000004930|0.94;hsa0000146025-rno0000004931|0.84;hsa0000146028-rno0000004932|0.89;hsa0000146033-rno0000004934|0.92;hsa0000146040-rno0000004935|0.91
ENSG00000149273	ENSRNOG00000017418	ENST00000526608	ENSRNOT00000108507	hsa0000146015-rno0000004928|0.9;hsa0000146020-rno0000004930|0.94;hsa0000146024-rno0000004931|0.78;hsa0000146030-rno0000004932|0.64;hsa0000146033-rno0000004934|0.92;hsa0000146040-rno0000004935|0.91
ENSG00000149273	ENSRNOG00000017418	ENST00000524851	ENSRNOT00000108507	hsa0000146015-rno0000004928|0.9;hsa0000146020-rno0000004930|0.94;hsa0000146025-rno0000004931|0.84;hsa0000146028-rno0000004932|0.89;hsa0000146033-rno0000004934|0.92;hsa0000146040-rno0000004935|0.91
ENSG00000149295	ENSRNOG00000008428	ENST00000362072	ENSRNOT00000045944	hsa0000159159-rno0000125129|0.89;hsa0000159161-rno0000125130|0.94;hsa0000159163-rno0000125131|0.9;hsa0000159164-rno0000125132|0.87;hsa0000159165-rno0000125133|0.97;hsa0000159167-rno0000125134|0.89;hsa0000159168-rno0000125135|0.93
ENSG00000149295	ENSRNOG00000008428	ENST00000346454	ENSRNOT00000083419	hsa0000159159-rno0000125129|0.89;hsa0000159161-rno0000125130|0.94;hsa0000159163-rno0000125131|0.9;hsa0000159164-rno0000125132|0.87;hsa0000159167-rno0000125134|0.89;hsa0000159168-rno0000125135|0.93
ENSG00000149295	ENSRNOG00000008428	ENST00000544518	ENSRNOT00000045944	hsa0000159160-rno0000125129|0.88;hsa0000159162-rno0000125130|0.88;hsa0000159163-rno0000125131|0.9;hsa0000159164-rno0000125132|0.87;hsa0000159165-rno0000125133|0.97;hsa0000159167-rno0000125134|0.89;hsa0000159168-rno0000125135|0.93
ENSG00000149295	ENSRNOG00000008428	ENST00000542968	ENSRNOT00000045944	hsa0000159159-rno0000125129|0.89;hsa0000159161-rno0000125130|0.94;hsa0000159163-rno0000125131|0.9;hsa0000159164-rno0000125132|0.87;hsa0000159165-rno0000125133|0.97;hsa0000159167-rno0000125134|0.89;hsa0000159168-rno0000125135|0.93
ENSG00000149313	ENSRNOG00000005795	ENST00000278618	ENSRNOT00000008062	hsa0000157220-rno0000125457|0.71;hsa0000157221-rno0000125458|0.88;hsa0000157223-rno0000125459|0.9;hsa0000157226-rno0000125460|0.88;hsa0000157227-rno0000125461|0.88;hsa0000157228-rno0000125462|0.85
ENSG00000149357	ENSRNOG00000004319	ENST00000278671	ENSRNOT00000005702	hsa0000147170-rno0000095039|0.93
ENSG00000149357	ENSRNOG00000004319	ENST00000538404	ENSRNOT00000005702	hsa0000147170-rno0000095039|0.83
ENSG00000149489	ENSRNOG00000019858	ENST00000278833	ENSRNOT00000026897	hsa0000150885-rno0000016345|0.85;hsa0000150886-rno0000016346|0.83;hsa0000150891-rno0000016347|0.85
ENSG00000149532	ENSRNOG00000020668	ENST00000394888	ENSRNOT00000028074	hsa0000150769-rno0000022541|0.91;hsa0000150770-rno0000022542|0.88;hsa0000150776-rno0000022543|0.97;hsa0000150782-rno0000022544|0.92;hsa0000150787-rno0000022545|0.96;hsa0000150789-rno0000022546|0.93;hsa0000150790-rno0000022547|0.91;hsa0000150792-rno0000022548|0.92
ENSG00000149532	ENSRNOG00000020668	ENST00000439958	ENSRNOT00000028074	hsa0000150769-rno0000022541|0.91;hsa0000150770-rno0000022542|0.88;hsa0000150776-rno0000022543|0.97;hsa0000150781-rno0000022544|0.77;hsa0000150787-rno0000022545|0.96;hsa0000150789-rno0000022546|0.93;hsa0000150790-rno0000022547|0.91;hsa0000150792-rno0000022548|0.92
ENSG00000149532	ENSRNOG00000020668	ENST00000448745	ENSRNOT00000028074	hsa0000150769-rno0000022541|0.91;hsa0000150770-rno0000022542|0.88;hsa0000150776-rno0000022543|0.97;hsa0000150781-rno0000022544|0.77;hsa0000150787-rno0000022545|0.96;hsa0000150789-rno0000022546|0.93;hsa0000150790-rno0000022547|0.91;hsa0000150792-rno0000022548|0.92
ENSG00000149554	ENSRNOG00000071217	ENST00000438015	ENSRNOT00000011226	hsa0000159297-rno0000135467|0.92;hsa0000159300-rno0000135468|0.9;hsa0000159302-rno0000135469|0.91;hsa0000159304-rno0000135472|0.93;hsa0000159307-rno0000135473|0.9;hsa0000159309-rno0000135474|0.89;hsa0000159310-rno0000135475|0.88;hsa0000159311-rno0000135476|0.84;hsa0000159312-rno0000135477|0.83;hsa0000159313-rno0000135478|0.93;hsa0000159314-rno0000135479|0.87;hsa0000159315-rno0000135480|0.88
ENSG00000149554	ENSRNOG00000071217	ENST00000428830	ENSRNOT00000011226	hsa0000159297-rno0000135467|0.92;hsa0000159300-rno0000135468|0.9;hsa0000159302-rno0000135469|0.91;hsa0000159304-rno0000135472|0.93;hsa0000159307-rno0000135473|0.9;hsa0000159309-rno0000135474|0.89;hsa0000159310-rno0000135475|0.88;hsa0000159311-rno0000135476|0.84;hsa0000159312-rno0000135477|0.83;hsa0000159313-rno0000135478|0.93;hsa0000159314-rno0000135479|0.87;hsa0000159315-rno0000135480|0.88
ENSG00000149554	ENSRNOG00000071217	ENST00000278916	ENSRNOT00000096991	hsa0000159297-rno0000135467|0.92;hsa0000159300-rno0000135468|0.9;hsa0000159302-rno0000135469|0.91;hsa0000159304-rno0000135472|0.93;hsa0000159307-rno0000135473|0.9;hsa0000159309-rno0000135474|0.89;hsa0000159310-rno0000135475|0.88;hsa0000159311-rno0000135476|0.84;hsa0000159312-rno0000135477|0.83;hsa0000159313-rno0000135478|0.93;hsa0000159315-rno0000135480|0.88
ENSG00000149554	ENSRNOG00000071217	ENST00000532449	ENSRNOT00000011226	hsa0000159297-rno0000135467|0.92;hsa0000159300-rno0000135468|0.9;hsa0000159302-rno0000135469|0.91;hsa0000159304-rno0000135472|0.93;hsa0000159307-rno0000135473|0.9;hsa0000159309-rno0000135474|0.89;hsa0000159310-rno0000135475|0.88;hsa0000159311-rno0000135476|0.84;hsa0000159312-rno0000135477|0.83;hsa0000159313-rno0000135478|0.93;hsa0000159314-rno0000135479|0.87;hsa0000159315-rno0000135480|0.88
ENSG00000149554	ENSRNOG00000071217	ENST00000534070	ENSRNOT00000011226	hsa0000159297-rno0000135467|0.92;hsa0000159300-rno0000135468|0.9;hsa0000159302-rno0000135469|0.91;hsa0000159304-rno0000135472|0.93;hsa0000159307-rno0000135473|0.9;hsa0000159309-rno0000135474|0.89;hsa0000159310-rno0000135475|0.88;hsa0000159311-rno0000135476|0.84;hsa0000159312-rno0000135477|0.83;hsa0000159313-rno0000135478|0.93;hsa0000159314-rno0000135479|0.87;hsa0000159315-rno0000135480|0.88
ENSG00000149554	ENSRNOG00000071217	ENST00000524737	ENSRNOT00000011226	hsa0000159297-rno0000135467|0.92;hsa0000159300-rno0000135468|0.9;hsa0000159302-rno0000135469|0.91;hsa0000159304-rno0000135472|0.93;hsa0000159307-rno0000135473|0.9;hsa0000159309-rno0000135474|0.89;hsa0000159310-rno0000135475|0.88;hsa0000159311-rno0000135476|0.84;hsa0000159312-rno0000135477|0.83;hsa0000159313-rno0000135478|0.93;hsa0000159314-rno0000135479|0.87;hsa0000159315-rno0000135480|0.88
ENSG00000149557	ENSRNOG00000006075	ENST00000648911	ENSRNOT00000008285	hsa0000145799-rno0000124541|0.9;hsa0000145801-rno0000124542|0.96;hsa0000145803-rno0000124543|0.86;hsa0000145804-rno0000124544|0.88;hsa0000145806-rno0000124545|0.93;hsa0000145807-rno0000124546|0.94;hsa0000145808-rno0000124547|0.92;hsa0000145809-rno0000124548|0.97;hsa0000145810-rno0000124549|0.88
ENSG00000149557	ENSRNOG00000006075	ENST00000278919	ENSRNOT00000008285	hsa0000145799-rno0000124541|0.9;hsa0000145801-rno0000124542|0.96;hsa0000145803-rno0000124543|0.86;hsa0000145804-rno0000124544|0.88;hsa0000145806-rno0000124545|0.93;hsa0000145807-rno0000124546|0.94;hsa0000145808-rno0000124547|0.92;hsa0000145809-rno0000124548|0.97;hsa0000145810-rno0000124549|0.88
ENSG00000149564	ENSRNOG00000033217	ENST00000278927	ENSRNOT00000050609	hsa0000157269-rno0000124587|0.77;hsa0000157270-rno0000124588|0.73;hsa0000157271-rno0000124589|0.76;hsa0000157272-rno0000124590|0.81;hsa0000157273-rno0000124591|0.81;hsa0000157276-rno0000124592|0.77;hsa0000157277-rno0000124593|0.82
ENSG00000149575	ENSRNOG00000063505	ENST00000278947	ENSRNOT00000106113	hsa0000149374-rno0000127718|0.96;hsa0000149377-rno0000127719|0.85;hsa0000149378-rno0000127720|0.86;hsa0000149379-rno0000127721|0.91
ENSG00000149591	ENSRNOG00000017628	ENST00000392951	ENSRNOT00000081737	hsa0000147824-rno0000123798|0.93;hsa0000147827-rno0000123799|0.92;hsa0000147828-rno0000123801|0.88;hsa0000147829-rno0000123803|0.85
ENSG00000149591	ENSRNOG00000017628	ENST00000525531	ENSRNOT00000081737	hsa0000147824-rno0000123798|0.93;hsa0000147827-rno0000123799|0.92;hsa0000147828-rno0000123801|0.88;hsa0000147829-rno0000123803|0.85
ENSG00000149591	ENSRNOG00000017628	ENST00000278968	ENSRNOT00000081737	hsa0000147824-rno0000123798|0.93;hsa0000147827-rno0000123799|0.92;hsa0000147828-rno0000123801|0.88;hsa0000147829-rno0000123803|0.85
ENSG00000149591	ENSRNOG00000017628	ENST00000530649	ENSRNOT00000081737	hsa0000147824-rno0000123798|0.93;hsa0000147827-rno0000123799|0.92;hsa0000147828-rno0000123801|0.88;hsa0000147829-rno0000123803|0.85
ENSG00000149591	ENSRNOG00000017628	ENST00000532870	ENSRNOT00000081737	hsa0000147824-rno0000123798|0.93;hsa0000147827-rno0000123799|0.92;hsa0000147828-rno0000123801|0.88;hsa0000147829-rno0000123803|0.85
ENSG00000149596	ENSRNOG00000008170	ENST00000372980	ENSRNOT00000010939	hsa0000249762-rno0000060602|0.89;hsa0000249764-rno0000060603|0.85;hsa0000249765-rno0000060604|0.91;hsa0000249766-rno0000060605|0.81;hsa0000249767-rno0000060606|0.93
ENSG00000149654	ENSRNOG00000018557	ENST00000537909	ENSRNOT00000025150	hsa0000249016-rno0000062237|0.74;hsa0000249017-rno0000062238|0.89;hsa0000249018-rno0000062239|0.92;hsa0000249019-rno0000062240|0.85;hsa0000249020-rno0000062241|0.86;hsa0000249021-rno0000062242|0.93;hsa0000249022-rno0000062243|0.9;hsa0000249023-rno0000062244|0.91;hsa0000249024-rno0000062245|0.87;hsa0000249025-rno0000062246|0.88;hsa0000249026-rno0000062247|0.85
ENSG00000149735	ENSRNOG00000021020	ENST00000279168	ENSRNOT00000028536	hsa0000146350-rno0000009199|0.75;hsa0000146351-rno0000009200|0.89;hsa0000146353-rno0000009201|0.82
ENSG00000149735	ENSRNOG00000021020	ENST00000533257	ENSRNOT00000028536	hsa0000146350-rno0000009199|0.75;hsa0000146351-rno0000009200|0.89;hsa0000146353-rno0000009201|0.82
ENSG00000149798	ENSRNOG00000020904	ENST00000279249	ENSRNOT00000028379	hsa0000156290-rno0000012985|0.84
ENSG00000149798	ENSRNOG00000020904	ENST00000279249	ENSRNOT00000096503	hsa0000156290-rno0000012985|0.84
ENSG00000149798	ENSRNOG00000020904	ENST00000279249	ENSRNOT00000105520	hsa0000156290-rno0000012985|0.84
ENSG00000149798	ENSRNOG00000020904	ENST00000533419	ENSRNOT00000028379	hsa0000156290-rno0000012985|0.84
ENSG00000149798	ENSRNOG00000020904	ENST00000533419	ENSRNOT00000096503	hsa0000156290-rno0000012985|0.84
ENSG00000149798	ENSRNOG00000020904	ENST00000533419	ENSRNOT00000105520	hsa0000156290-rno0000012985|0.84
ENSG00000149922	ENSRNOG00000019771	ENST00000395224	ENSRNOT00000068543	hsa0000219966-rno0000019858|0.84;hsa0000219967-rno0000019859|0.82;hsa0000219968-rno0000019860|0.9;hsa0000219969-rno0000019861|0.85;hsa0000219970-rno0000019862|0.92;hsa0000219972-rno0000019863|0.89;hsa0000219973-rno0000019864|0.84;hsa0000219974-rno0000019865|0.79
ENSG00000149922	ENSRNOG00000019771	ENST00000279386	ENSRNOT00000068543	hsa0000219966-rno0000019858|0.84;hsa0000219967-rno0000019859|0.82;hsa0000219968-rno0000019860|0.9;hsa0000219969-rno0000019861|0.85;hsa0000219970-rno0000019862|0.92;hsa0000219972-rno0000019863|0.89;hsa0000219973-rno0000019864|0.84;hsa0000219974-rno0000019865|0.79
ENSG00000149927	ENSRNOG00000019920	ENST00000350119	ENSRNOT00000027022	hsa0000214631-rno0000014296|0.87;hsa0000214632-rno0000014297|0.88;hsa0000214634-rno0000014298|0.88;hsa0000214638-rno0000014299|0.91;hsa0000214642-rno0000014300|0.94;hsa0000214643-rno0000014301|0.87;hsa0000214645-rno0000014302|0.81;hsa0000214647-rno0000014303|0.88;hsa0000214648-rno0000014304|0.9;hsa0000214649-rno0000014305|0.82
ENSG00000149927	ENSRNOG00000019920	ENST00000616445	ENSRNOT00000027022	hsa0000214631-rno0000014296|0.87;hsa0000214632-rno0000014297|0.88;hsa0000214634-rno0000014298|0.88;hsa0000214638-rno0000014299|0.91;hsa0000214642-rno0000014300|0.94;hsa0000214643-rno0000014301|0.87;hsa0000214645-rno0000014302|0.81;hsa0000214647-rno0000014303|0.88;hsa0000214648-rno0000014304|0.9;hsa0000214649-rno0000014305|0.82
ENSG00000149927	ENSRNOG00000019920	ENST00000564944	ENSRNOT00000027022	hsa0000214631-rno0000014296|0.87;hsa0000214632-rno0000014297|0.88;hsa0000214634-rno0000014298|0.88;hsa0000214638-rno0000014299|0.91;hsa0000214642-rno0000014300|0.94;hsa0000214643-rno0000014301|0.87;hsa0000214645-rno0000014302|0.81;hsa0000214647-rno0000014303|0.88;hsa0000214648-rno0000014304|0.9;hsa0000214649-rno0000014305|0.82
ENSG00000149927	ENSRNOG00000019920	ENST00000564979	ENSRNOT00000027022	hsa0000214631-rno0000014296|0.87;hsa0000214632-rno0000014297|0.88;hsa0000214634-rno0000014298|0.88;hsa0000214638-rno0000014299|0.91;hsa0000214642-rno0000014300|0.94;hsa0000214643-rno0000014301|0.87;hsa0000214645-rno0000014302|0.81;hsa0000214647-rno0000014303|0.88;hsa0000214648-rno0000014304|0.9;hsa0000214649-rno0000014305|0.82
ENSG00000149972	ENSRNOG00000007038	ENST00000528682	ENSRNOT00000009418	hsa0000153863-rno0000130734|0.85;hsa0000153865-rno0000130735|0.82;hsa0000153866-rno0000130736|0.91;hsa0000153867-rno0000130737|0.84;hsa0000153868-rno0000130738|0.92;hsa0000153869-rno0000130739|0.88;hsa0000153845-rno0000130740|0.9;hsa0000153846-rno0000130741|0.81;hsa0000153847-rno0000130742|0.83;hsa0000153848-rno0000130743|0.84;hsa0000153849-rno0000130744|0.82;hsa0000153850-rno0000130745|0.82;hsa0000153851-rno0000130746|0.88;hsa0000153852-rno0000130747|1.0;hsa0000153853-rno0000130748|0.85;hsa0000153854-rno0000130749|0.9;hsa0000153855-rno0000130750|0.87;hsa0000153856-rno0000130751|0.88;hsa0000153857-rno0000130752|0.89;hsa0000153859-rno0000130753|0.81;hsa0000153860-rno0000130754|0.81;hsa0000153861-rno0000130755|0.88;hsa0000153862-rno0000130756|0.83
ENSG00000149972	ENSRNOG00000007038	ENST00000524871	ENSRNOT00000009418	hsa0000153863-rno0000130734|0.85;hsa0000153865-rno0000130735|0.82;hsa0000153866-rno0000130736|0.91;hsa0000153867-rno0000130737|0.84;hsa0000153868-rno0000130738|0.92;hsa0000153869-rno0000130739|0.88;hsa0000153845-rno0000130740|0.9;hsa0000153846-rno0000130741|0.81;hsa0000153847-rno0000130742|0.83;hsa0000153848-rno0000130743|0.84;hsa0000153849-rno0000130744|0.82;hsa0000153850-rno0000130745|0.82;hsa0000153851-rno0000130746|0.88;hsa0000153852-rno0000130747|1.0;hsa0000153853-rno0000130748|0.85;hsa0000153854-rno0000130749|0.9;hsa0000153855-rno0000130750|0.87;hsa0000153856-rno0000130751|0.88;hsa0000153857-rno0000130752|0.89;hsa0000153859-rno0000130753|0.81;hsa0000153860-rno0000130754|0.81;hsa0000153861-rno0000130755|0.88;hsa0000153862-rno0000130756|0.83
ENSG00000150054	ENSRNOG00000018760	ENST00000375732	ENSRNOT00000025458	hsa0000165866-rno0000191660|0.73;hsa0000165867-rno0000191662|0.95;hsa0000165868-rno0000191663|0.88;hsa0000165869-rno0000191664|0.91;hsa0000165870-rno0000191665|0.84;hsa0000165871-rno0000191666|0.87;hsa0000165872-rno0000191667|0.88;hsa0000165873-rno0000191668|0.87;hsa0000165874-rno0000191669|0.84;hsa0000165876-rno0000191670|0.91;hsa0000165877-rno0000191674|0.86;hsa0000165878-rno0000191675|0.85;hsa0000165879-rno0000191677|0.93;hsa0000165881-rno0000191678|0.85;hsa0000165882-rno0000191679|0.92;hsa0000165884-rno0000191680|0.9
ENSG00000150054	ENSRNOG00000018760	ENST00000375719	ENSRNOT00000025458	hsa0000165866-rno0000191660|0.73;hsa0000165867-rno0000191662|0.95;hsa0000165868-rno0000191663|0.88;hsa0000165869-rno0000191664|0.91;hsa0000165870-rno0000191665|0.84;hsa0000165871-rno0000191666|0.87;hsa0000165872-rno0000191667|0.88;hsa0000165873-rno0000191668|0.87;hsa0000165874-rno0000191669|0.84;hsa0000165876-rno0000191670|0.91;hsa0000165877-rno0000191674|0.86;hsa0000165878-rno0000191675|0.85;hsa0000165879-rno0000191677|0.93;hsa0000165881-rno0000191678|0.85;hsa0000165882-rno0000191679|0.92;hsa0000165884-rno0000191680|0.9
ENSG00000150054	ENSRNOG00000018760	ENST00000337532	ENSRNOT00000025458	hsa0000165866-rno0000191660|0.73;hsa0000165867-rno0000191662|0.95;hsa0000165868-rno0000191663|0.88;hsa0000165869-rno0000191664|0.91;hsa0000165870-rno0000191665|0.84;hsa0000165871-rno0000191666|0.87;hsa0000165872-rno0000191667|0.88;hsa0000165873-rno0000191668|0.87;hsa0000165874-rno0000191669|0.84;hsa0000165876-rno0000191670|0.91;hsa0000165877-rno0000191674|0.86;hsa0000165878-rno0000191675|0.85;hsa0000165879-rno0000191677|0.93;hsa0000165881-rno0000191678|0.85;hsa0000165882-rno0000191679|0.92;hsa0000165884-rno0000191680|0.9
ENSG00000150054	ENSRNOG00000018760	ENST00000683449	ENSRNOT00000025458	hsa0000165866-rno0000191660|0.73;hsa0000165867-rno0000191662|0.95;hsa0000165868-rno0000191663|0.88;hsa0000165869-rno0000191664|0.91;hsa0000165870-rno0000191665|0.84;hsa0000165871-rno0000191666|0.87;hsa0000165872-rno0000191667|0.88;hsa0000165873-rno0000191668|0.87;hsa0000165874-rno0000191669|0.84;hsa0000165876-rno0000191670|0.91;hsa0000165877-rno0000191674|0.86;hsa0000165878-rno0000191675|0.85;hsa0000165879-rno0000191677|0.93;hsa0000165881-rno0000191678|0.85;hsa0000165882-rno0000191679|0.92;hsa0000165884-rno0000191680|0.9
ENSG00000150201	ENSRNOG00000014578	ENST00000476166	ENSRNOT00000019649	hsa0000165934-rno0000047684|0.7;hsa0000165935-rno0000047685|0.82;hsa0000165936-rno0000047686|0.74;hsa0000165937-rno0000047687|0.72;hsa0000165938-rno0000047688|0.75;hsa0000165939-rno0000047689|0.82;hsa0000165940-rno0000047690|0.8
ENSG00000150201	ENSRNOG00000014578	ENST00000616495	ENSRNOT00000019649	hsa0000165934-rno0000047684|0.7;hsa0000165935-rno0000047685|0.82;hsa0000165936-rno0000047686|0.74;hsa0000165937-rno0000047687|0.72;hsa0000165938-rno0000047688|0.75;hsa0000165939-rno0000047689|0.82;hsa0000165940-rno0000047690|0.8
ENSG00000150316	ENSRNOG00000008490	ENST00000279839	ENSRNOT00000011855	hsa0000156148-rno0000131182|0.93;hsa0000156149-rno0000131183|0.93;hsa0000156150-rno0000131184|0.87;hsa0000156151-rno0000131185|0.88;hsa0000156152-rno0000131186|0.92;hsa0000156153-rno0000131187|0.9
ENSG00000150433	ENSRNOG00000008757	ENST00000531909	ENSRNOT00000012060	hsa0000152783-rno0000124027|0.82;hsa0000152789-rno0000124028|0.8;hsa0000152790-rno0000124029|0.85
ENSG00000150433	ENSRNOG00000008757	ENST00000532407	ENSRNOT00000012060	hsa0000152783-rno0000124027|0.82;hsa0000152789-rno0000124028|0.8;hsa0000152790-rno0000124029|0.85
