hsa	bta
hsa0000134432	bta0000068173
hsa0000134433	bta0000068174
hsa0000134436	bta0000068177
hsa0000134437	bta0000068178
hsa0000134438	bta0000068179
hsa0000134439	bta0000068180
hsa0000134444	bta0000068185
hsa0000134445	bta0000068185
hsa0000134446	bta0000068186
hsa0000134447	bta0000068188
hsa0000134472	bta0000091178
hsa0000134473	bta0000091178
hsa0000134473	bta0000091179
hsa0000134474	bta0000091180
hsa0000134475	bta0000091181
hsa0000134476	bta0000091182
hsa0000134477	bta0000091182
hsa0000134478	bta0000091183
hsa0000134479	bta0000091184
hsa0000134481	bta0000091186
hsa0000134485	bta0000069042
hsa0000134487	bta0000069043
hsa0000134489	bta0000069046
hsa0000134491	bta0000073396
hsa0000134493	bta0000073400
hsa0000134495	bta0000073402
hsa0000134497	bta0000073833
hsa0000134507	bta0000073838
hsa0000134511	bta0000073841
hsa0000134512	bta0000073842
hsa0000134516	bta0000073846
hsa0000134517	bta0000073848
hsa0000134521	bta0000068869
hsa0000134526	bta0000068872
hsa0000134527	bta0000068873
hsa0000134530	bta0000068876
hsa0000134532	bta0000068878
hsa0000134533	bta0000068879
hsa0000134541	bta0000068884
hsa0000134557	bta0000068900
hsa0000134563	bta0000068906
hsa0000134566	bta0000068909
hsa0000134575	bta0000068918
hsa0000134581	bta0000068924
hsa0000134582	bta0000068925
hsa0000134583	bta0000068926
hsa0000134584	bta0000068927
hsa0000134587	bta0000091207
hsa0000134590	bta0000091209
hsa0000134591	bta0000073871
hsa0000134592	bta0000073872
hsa0000134593	bta0000073873
hsa0000134595	bta0000073875
hsa0000134596	bta0000073876
hsa0000134597	bta0000073877
hsa0000134598	bta0000073878
hsa0000134599	bta0000073879
hsa0000134600	bta0000073880
hsa0000134602	bta0000066849
hsa0000134603	bta0000066850
hsa0000134607	bta0000066852
hsa0000134609	bta0000090625
hsa0000134615	bta0000090629
hsa0000134616	bta0000090630
hsa0000134618	bta0000090633
hsa0000134621	bta0000091210
hsa0000134624	bta0000091213
hsa0000134635	bta0000086619
hsa0000134637	bta0000086627
hsa0000134640	bta0000086629
hsa0000134641	bta0000086630
hsa0000134642	bta0000086631
hsa0000134644	bta0000086633
hsa0000134646	bta0000086635
hsa0000134647	bta0000091346
hsa0000134648	bta0000091347
hsa0000134651	bta0000091348
hsa0000134653	bta0000091349
hsa0000134655	bta0000091350
hsa0000134657	bta0000091351
hsa0000134658	bta0000091352
hsa0000134659	bta0000091353
hsa0000134660	bta0000091354
hsa0000134661	bta0000091355
hsa0000134663	bta0000091334
hsa0000134665	bta0000091335
hsa0000134670	bta0000091337
hsa0000134673	bta0000091338
hsa0000134674	bta0000091339
hsa0000134676	bta0000091341
hsa0000134677	bta0000091342
hsa0000134681	bta0000091344
hsa0000134682	bta0000091345
hsa0000134692	bta0000073389
hsa0000134695	bta0000073391
hsa0000134696	bta0000073392
hsa0000134697	bta0000073393
hsa0000134700	bta0000073395
hsa0000134705	bta0000067638
hsa0000134706	bta0000067639
hsa0000134708	bta0000067640
hsa0000134711	bta0000067646
hsa0000134711	bta0000067644
hsa0000134711	bta0000067645
hsa0000134712	bta0000067647
hsa0000134713	bta0000067649
hsa0000134714	bta0000067650
hsa0000134715	bta0000067651
hsa0000134716	bta0000067653
hsa0000134717	bta0000091216
hsa0000134718	bta0000091217
hsa0000134719	bta0000091218
hsa0000134725	bta0000091222
hsa0000134727	bta0000091222
hsa0000134731	bta0000091225
hsa0000134736	bta0000091228
hsa0000134737	bta0000091229
hsa0000134738	bta0000091230
hsa0000134743	bta0000091235
hsa0000134744	bta0000091236
hsa0000134745	bta0000086670
hsa0000134746	bta0000086671
hsa0000134747	bta0000086672
hsa0000134751	bta0000086675
hsa0000134758	bta0000086681
hsa0000134763	bta0000086686
hsa0000134764	bta0000067966
hsa0000134764	bta0000067965
hsa0000134767	bta0000067969
hsa0000134768	bta0000067970
hsa0000134775	bta0000067976
hsa0000134778	bta0000067980
hsa0000134781	bta0000067983
hsa0000134783	bta0000067985
hsa0000134790	bta0000067990
hsa0000134792	bta0000071155
hsa0000134794	bta0000071157
hsa0000134795	bta0000071158
hsa0000134798	bta0000071160
hsa0000134811	bta0000071168
hsa0000134815	bta0000071172
hsa0000134834	bta0000087681
hsa0000134835	bta0000087681
hsa0000134836	bta0000087681
hsa0000134836	bta0000087682
hsa0000134863	bta0000087694
hsa0000134864	bta0000087695
hsa0000134873	bta0000087699
hsa0000134877	bta0000087703
hsa0000134878	bta0000087704
hsa0000134880	bta0000090984
hsa0000134880	bta0000090983
hsa0000134881	bta0000090985
hsa0000134883	bta0000090987
hsa0000134885	bta0000090989
hsa0000134886	bta0000090990
hsa0000134890	bta0000090994
hsa0000134891	bta0000090995
hsa0000134893	bta0000090997
hsa0000134900	bta0000091004
hsa0000134902	bta0000091006
hsa0000134907	bta0000091173
hsa0000134908	bta0000088552
hsa0000134909	bta0000088553
hsa0000134912	bta0000088555
hsa0000134913	bta0000088556
hsa0000134914	bta0000088557
hsa0000134915	bta0000088558
hsa0000134916	bta0000088558
hsa0000134917	bta0000088559
hsa0000134919	bta0000088561
hsa0000134923	bta0000088563
hsa0000134924	bta0000088564
hsa0000134928	bta0000088567
hsa0000134929	bta0000088568
hsa0000134931	bta0000088569
hsa0000134934	bta0000091356
hsa0000134936	bta0000091359
hsa0000134937	bta0000091360
hsa0000134939	bta0000091362
hsa0000134940	bta0000091363
hsa0000134941	bta0000091363
hsa0000134943	bta0000091366
hsa0000134944	bta0000091367
hsa0000134969	bta0000091189
hsa0000134970	bta0000091190
hsa0000134971	bta0000091191
hsa0000134976	bta0000091194
hsa0000134977	bta0000091195
hsa0000134978	bta0000073589
hsa0000134979	bta0000073590
hsa0000135004	bta0000088639
hsa0000135011	bta0000088679
hsa0000135014	bta0000088682
hsa0000135015	bta0000088683
hsa0000135016	bta0000088684
hsa0000135018	bta0000088686
hsa0000135019	bta0000088687
hsa0000135020	bta0000088688
hsa0000135021	bta0000088689
hsa0000135022	bta0000088690
hsa0000135023	bta0000088691
hsa0000135029	bta0000088772
hsa0000135041	bta0000088763
hsa0000135042	bta0000088764
hsa0000135061	bta0000088786
hsa0000135066	bta0000088795
hsa0000135067	bta0000088796
hsa0000135075	bta0000088815
hsa0000135079	bta0000088818
hsa0000135080	bta0000088818
hsa0000135083	bta0000088820
hsa0000135084	bta0000088820
hsa0000135088	bta0000088822
hsa0000135089	bta0000088823
hsa0000135090	bta0000088824
hsa0000135091	bta0000088825
hsa0000135092	bta0000088826
hsa0000135093	bta0000088827
hsa0000135105	bta0000071104
hsa0000135106	bta0000071105
hsa0000135110	bta0000071109
hsa0000135111	bta0000090136
hsa0000135112	bta0000090137
hsa0000135122	bta0000090223
hsa0000135135	bta0000090389
hsa0000135139	bta0000090395
hsa0000135147	bta0000090401
hsa0000135149	bta0000090403
hsa0000135150	bta0000090404
hsa0000135151	bta0000090405
hsa0000135165	bta0000070622
hsa0000135175	bta0000073729
hsa0000135177	bta0000073730
hsa0000135178	bta0000073730
hsa0000135191	bta0000073734
hsa0000135198	bta0000073739
hsa0000135199	bta0000073740
hsa0000135212	bta0000073762
hsa0000135214	bta0000073763
hsa0000135215	bta0000073764
hsa0000135216	bta0000073765
hsa0000135219	bta0000073766
hsa0000135221	bta0000073769
hsa0000135222	bta0000066899
hsa0000135223	bta0000066901
hsa0000135224	bta0000066902
hsa0000135226	bta0000066903
hsa0000135227	bta0000066904
hsa0000135231	bta0000066907
hsa0000135232	bta0000066908
hsa0000135233	bta0000066909
hsa0000135235	bta0000066910
hsa0000135236	bta0000066911
hsa0000135237	bta0000066912
hsa0000135238	bta0000066913
hsa0000135240	bta0000066915
hsa0000135241	bta0000066916
hsa0000135294	bta0000070953
hsa0000135296	bta0000070955
hsa0000135297	bta0000070956
hsa0000135298	bta0000070957
hsa0000135299	bta0000070958
hsa0000135303	bta0000070962
hsa0000135304	bta0000070963
hsa0000135305	bta0000070964
hsa0000135307	bta0000070966
hsa0000135310	bta0000070968
hsa0000135313	bta0000070969
hsa0000135315	bta0000070973
hsa0000135317	bta0000070975
hsa0000135318	bta0000070976
hsa0000135319	bta0000070977
hsa0000135321	bta0000070980
hsa0000135324	bta0000070985
hsa0000135368	bta0000071034
hsa0000135373	bta0000071036
hsa0000135374	bta0000071037
hsa0000135377	bta0000071190
hsa0000135378	bta0000071191
hsa0000135381	bta0000072835
hsa0000135382	bta0000072836
hsa0000135383	bta0000072837
hsa0000135384	bta0000072838
hsa0000135385	bta0000072839
hsa0000135386	bta0000072840
hsa0000135391	bta0000072842
hsa0000135393	bta0000072844
hsa0000135417	bta0000087506
hsa0000135440	bta0000087581
hsa0000135450	bta0000087590
hsa0000135454	bta0000087594
hsa0000135457	bta0000087597
hsa0000135458	bta0000087598
hsa0000135463	bta0000087603
hsa0000135482	bta0000087631
hsa0000135489	bta0000087670
hsa0000135492	bta0000087672
hsa0000135501	bta0000071678
hsa0000135502	bta0000071679
hsa0000135504	bta0000071669
hsa0000135506	bta0000071673
hsa0000135516	bta0000069301
hsa0000135519	bta0000069303
hsa0000135520	bta0000069304
hsa0000135521	bta0000069305
hsa0000135524	bta0000073627
hsa0000135525	bta0000073630
hsa0000135527	bta0000073632
hsa0000135528	bta0000073632
hsa0000135530	bta0000073633
hsa0000135532	bta0000073635
hsa0000135534	bta0000073637
hsa0000135535	bta0000073638
hsa0000135536	bta0000073639
hsa0000135537	bta0000073640
hsa0000135538	bta0000073641
hsa0000135539	bta0000073642
hsa0000135541	bta0000073644
hsa0000135543	bta0000073646
hsa0000135545	bta0000073648
hsa0000135554	bta0000068484
hsa0000135556	bta0000068485
hsa0000135561	bta0000068488
hsa0000135563	bta0000068489
hsa0000135566	bta0000068470
hsa0000135567	bta0000068470
hsa0000135570	bta0000068474
hsa0000135572	bta0000068475
hsa0000135575	bta0000068477
hsa0000135576	bta0000068478
hsa0000135580	bta0000068481
hsa0000135584	bta0000068483
hsa0000135588	bta0000068468
hsa0000135601	bta0000091125
hsa0000135602	bta0000091126
hsa0000135604	bta0000091128
hsa0000135605	bta0000091129
hsa0000135606	bta0000091130
hsa0000135607	bta0000091131
hsa0000135608	bta0000091132
hsa0000135609	bta0000091133
hsa0000135610	bta0000091134
hsa0000135611	bta0000091135
hsa0000135614	bta0000091137
hsa0000135618	bta0000091138
hsa0000135619	bta0000091139
hsa0000135620	bta0000091140
hsa0000135658	bta0000070465
hsa0000135660	bta0000070467
hsa0000135670	bta0000070476
hsa0000135671	bta0000070477
hsa0000135673	bta0000070479
hsa0000135679	bta0000073438
hsa0000135680	bta0000073439
hsa0000135681	bta0000073441
hsa0000135683	bta0000073443
hsa0000135685	bta0000073445
hsa0000135685	bta0000073446
hsa0000135687	bta0000073449
hsa0000135688	bta0000071429
hsa0000135690	bta0000071430
hsa0000135691	bta0000071430
hsa0000135691	bta0000071431
hsa0000135694	bta0000071433
hsa0000135695	bta0000071434
hsa0000135705	bta0000071440
hsa0000135712	bta0000069767
hsa0000135713	bta0000069768
hsa0000135714	bta0000069769
hsa0000135715	bta0000069770
hsa0000135716	bta0000069771
hsa0000135718	bta0000069773
hsa0000135719	bta0000069774
hsa0000135720	bta0000069775
hsa0000135722	bta0000069777
hsa0000135723	bta0000069778
hsa0000135724	bta0000069779
hsa0000135725	bta0000069780
hsa0000135726	bta0000069781
hsa0000135728	bta0000069783
hsa0000135729	bta0000069784
hsa0000135730	bta0000069785
hsa0000135731	bta0000069786
hsa0000135732	bta0000069788
hsa0000135733	bta0000069789
hsa0000135734	bta0000069790
hsa0000135737	bta0000071453
hsa0000135739	bta0000071456
hsa0000135743	bta0000071459
hsa0000135744	bta0000071460
hsa0000135746	bta0000071462
hsa0000135747	bta0000071463
hsa0000135749	bta0000071464
hsa0000135753	bta0000071467
hsa0000135758	bta0000071471
hsa0000135762	bta0000071240
hsa0000135804	bta0000087180
hsa0000135809	bta0000087182
hsa0000135816	bta0000087187
hsa0000135817	bta0000087188
hsa0000135866	bta0000087230
hsa0000135886	bta0000087081
hsa0000135891	bta0000087085
hsa0000135896	bta0000087321
hsa0000135903	bta0000087326
hsa0000135904	bta0000087327
hsa0000135905	bta0000087328
hsa0000135918	bta0000087973
hsa0000135919	bta0000087974
hsa0000135920	bta0000087975
hsa0000135921	bta0000087976
hsa0000135924	bta0000087979
hsa0000135926	bta0000087981
hsa0000135929	bta0000087984
hsa0000135932	bta0000087444
hsa0000135936	bta0000087447
hsa0000135960	bta0000087399
hsa0000135970	bta0000087535
hsa0000135972	bta0000087537
hsa0000135974	bta0000087539
hsa0000135976	bta0000087541
hsa0000135977	bta0000087542
hsa0000135984	bta0000087951
hsa0000136013	bta0000068030
hsa0000136019	bta0000068032
hsa0000136020	bta0000068033
hsa0000136021	bta0000068033
hsa0000136023	bta0000068034
hsa0000136024	bta0000068035
hsa0000136026	bta0000068036
hsa0000136027	bta0000068037
hsa0000136029	bta0000068038
hsa0000136030	bta0000068039
hsa0000136032	bta0000068041
hsa0000136033	bta0000068323
hsa0000136034	bta0000068361
hsa0000136036	bta0000067717
hsa0000136050	bta0000067725
hsa0000136062	bta0000067734
hsa0000136071	bta0000067739
hsa0000136078	bta0000067744
hsa0000136081	bta0000067746
hsa0000136084	bta0000067748
hsa0000136085	bta0000067749
hsa0000136088	bta0000067750
hsa0000136091	bta0000067753
hsa0000136092	bta0000067754
hsa0000136102	bta0000067761
hsa0000136103	bta0000067762
hsa0000136106	bta0000067766
hsa0000136107	bta0000067767
hsa0000136108	bta0000067768
hsa0000136109	bta0000067769
hsa0000136110	bta0000067770
hsa0000136111	bta0000067771
hsa0000136112	bta0000067772
hsa0000136113	bta0000067773
hsa0000136114	bta0000067774
hsa0000136116	bta0000067776
hsa0000136125	bta0000088457
hsa0000136132	bta0000088461
hsa0000136134	bta0000088463
hsa0000136137	bta0000088423
hsa0000136138	bta0000088424
hsa0000136141	bta0000088426
hsa0000136151	bta0000068302
hsa0000136162	bta0000091579
hsa0000136163	bta0000090501
hsa0000136164	bta0000090502
hsa0000136165	bta0000090503
hsa0000136165	bta0000090504
hsa0000136167	bta0000090507
hsa0000136168	bta0000090508
hsa0000136169	bta0000090509
hsa0000136170	bta0000090510
hsa0000136171	bta0000090511
hsa0000136175	bta0000090512
hsa0000136176	bta0000090513
hsa0000136177	bta0000090514
hsa0000136178	bta0000090515
hsa0000136179	bta0000090516
hsa0000136181	bta0000090517
hsa0000136182	bta0000090518
hsa0000136183	bta0000090518
hsa0000136186	bta0000090519
hsa0000136187	bta0000090520
hsa0000136189	bta0000090521
hsa0000136190	bta0000090522
hsa0000136191	bta0000090523
hsa0000136193	bta0000090525
hsa0000136194	bta0000090531
hsa0000136194	bta0000090532
hsa0000136195	bta0000090528
hsa0000136195	bta0000090529
hsa0000136196	bta0000090533
hsa0000136198	bta0000090534
hsa0000136201	bta0000090535
hsa0000136202	bta0000090536
hsa0000136203	bta0000090537
hsa0000136204	bta0000090538
hsa0000136205	bta0000090539
hsa0000136206	bta0000090540
hsa0000136207	bta0000090541
hsa0000136208	bta0000090542
hsa0000136209	bta0000090543
hsa0000136210	bta0000090544
hsa0000136211	bta0000090545
hsa0000136213	bta0000090546
hsa0000136214	bta0000090547
hsa0000136215	bta0000090548
hsa0000136217	bta0000090550
hsa0000136218	bta0000090551
hsa0000136219	bta0000090552
hsa0000136222	bta0000090555
hsa0000136223	bta0000090556
hsa0000136224	bta0000090557
hsa0000136297	bta0000071272
hsa0000136299	bta0000071273
hsa0000136300	bta0000071274
hsa0000136308	bta0000071277
hsa0000136309	bta0000071278
hsa0000136316	bta0000071284
hsa0000136323	bta0000071290
hsa0000136324	bta0000071291
hsa0000136325	bta0000071292
hsa0000136327	bta0000071293
hsa0000136328	bta0000071293
hsa0000136332	bta0000087921
hsa0000136337	bta0000087927
hsa0000136344	bta0000087948
hsa0000136386	bta0000087100
hsa0000136387	bta0000087100
hsa0000136391	bta0000087103
hsa0000136422	bta0000087128
hsa0000136458	bta0000087160
hsa0000136459	bta0000087161
hsa0000136460	bta0000087162
hsa0000136466	bta0000087847
hsa0000136475	bta0000087852
hsa0000136483	bta0000087874
hsa0000136488	bta0000087878
hsa0000136493	bta0000067920
hsa0000136495	bta0000067922
hsa0000136498	bta0000067924
hsa0000136499	bta0000067925
hsa0000136501	bta0000067926
hsa0000136502	bta0000067927
hsa0000136503	bta0000067928
hsa0000136505	bta0000067929
hsa0000136506	bta0000067929
hsa0000136507	bta0000067930
hsa0000136508	bta0000067931
hsa0000136509	bta0000067932
hsa0000136524	bta0000066671
hsa0000136525	bta0000066674
hsa0000136526	bta0000066675
hsa0000136527	bta0000066676
hsa0000136528	bta0000066677
hsa0000136529	bta0000066678
hsa0000136530	bta0000066679
hsa0000136531	bta0000066680
hsa0000136534	bta0000066682
hsa0000136535	bta0000066683
hsa0000136536	bta0000066684
hsa0000136537	bta0000066685
hsa0000136539	bta0000066687
hsa0000136540	bta0000066688
hsa0000136541	bta0000066689
hsa0000136542	bta0000066690
hsa0000136543	bta0000066691
hsa0000136546	bta0000066694
hsa0000136547	bta0000066695
hsa0000136548	bta0000066696
hsa0000136549	bta0000068275
hsa0000136551	bta0000068276
hsa0000136552	bta0000068277
hsa0000136553	bta0000068278
hsa0000136560	bta0000073587
hsa0000136561	bta0000073587
hsa0000136564	bta0000073588
hsa0000136584	bta0000071766
hsa0000136585	bta0000071766
hsa0000136590	bta0000071771
hsa0000136618	bta0000067934
hsa0000136620	bta0000067935
hsa0000136631	bta0000067940
hsa0000136632	bta0000067941
hsa0000136633	bta0000067942
hsa0000136634	bta0000067943
hsa0000136635	bta0000067944
hsa0000136641	bta0000067946
hsa0000136648	bta0000071810
hsa0000136649	bta0000071811
hsa0000136651	bta0000071813
hsa0000136654	bta0000071815
hsa0000136656	bta0000071817
hsa0000136661	bta0000071820
hsa0000136666	bta0000071821
hsa0000136671	bta0000071822
hsa0000136673	bta0000071823
hsa0000136676	bta0000071826
hsa0000136677	bta0000071827
hsa0000136679	bta0000071829
hsa0000136680	bta0000071830
hsa0000136682	bta0000071832
hsa0000136683	bta0000071833
hsa0000136684	bta0000071834
hsa0000136685	bta0000071835
hsa0000136686	bta0000071836
hsa0000136695	bta0000071845
hsa0000136697	bta0000071846
hsa0000136699	bta0000071848
hsa0000136702	bta0000071851
hsa0000136704	bta0000071852
hsa0000136706	bta0000071854
hsa0000136709	bta0000071856
hsa0000136710	bta0000071857
hsa0000136711	bta0000071858
hsa0000136713	bta0000071860
hsa0000136714	bta0000071861
hsa0000136715	bta0000071862
hsa0000136716	bta0000071863
hsa0000136718	bta0000071865
hsa0000136719	bta0000071866
hsa0000136720	bta0000071867
hsa0000136721	bta0000071871
hsa0000136737	bta0000088476
hsa0000136738	bta0000088477
hsa0000136740	bta0000088479
hsa0000136748	bta0000088487
hsa0000136750	bta0000088489
hsa0000136755	bta0000088494
hsa0000136763	bta0000088499
hsa0000136775	bta0000090453
hsa0000136784	bta0000088970
hsa0000136790	bta0000088974
hsa0000136804	bta0000089068
hsa0000136806	bta0000089069
hsa0000136822	bta0000089115
hsa0000136825	bta0000090123
hsa0000136826	bta0000090124
hsa0000136828	bta0000090126
hsa0000136831	bta0000090128
hsa0000136832	bta0000090129
hsa0000136835	bta0000090133
hsa0000136868	bta0000090178
hsa0000136869	bta0000090179
hsa0000136871	bta0000090244
hsa0000136875	bta0000090248
hsa0000136878	bta0000090253
hsa0000136879	bta0000090254
hsa0000136882	bta0000090255
hsa0000136883	bta0000090256
hsa0000136884	bta0000090257
hsa0000136885	bta0000090258
hsa0000136888	bta0000069804
hsa0000136890	bta0000069806
hsa0000136893	bta0000069808
hsa0000136895	bta0000069809
hsa0000136896	bta0000069810
hsa0000136902	bta0000069816
hsa0000136904	bta0000069818
hsa0000136911	bta0000069823
hsa0000136914	bta0000069825
hsa0000136915	bta0000069826
hsa0000136923	bta0000069829
hsa0000136931	bta0000069835
hsa0000136933	bta0000069836
hsa0000136935	bta0000069837
hsa0000136939	bta0000069841
hsa0000136942	bta0000069844
hsa0000136943	bta0000069845
hsa0000136944	bta0000069847
hsa0000136945	bta0000090278
hsa0000136947	bta0000090279
hsa0000136971	bta0000069070
hsa0000136974	bta0000069048
hsa0000136974	bta0000069049
hsa0000136975	bta0000069049
hsa0000136982	bta0000069263
hsa0000136984	bta0000069264
hsa0000136985	bta0000069265
hsa0000136988	bta0000069268
hsa0000136991	bta0000069270
hsa0000136992	bta0000069271
hsa0000136995	bta0000069281
hsa0000136996	bta0000069282
hsa0000136996	bta0000069281
hsa0000137000	bta0000069285
hsa0000137003	bta0000069286
hsa0000137004	bta0000069287
hsa0000137005	bta0000069287
hsa0000137010	bta0000069291
hsa0000137012	bta0000069292
hsa0000137015	bta0000069295
hsa0000137017	bta0000068954
hsa0000137017	bta0000068955
hsa0000137018	bta0000073049
hsa0000137020	bta0000067368
hsa0000137021	bta0000067369
hsa0000137022	bta0000067370
hsa0000137023	bta0000067371
hsa0000137024	bta0000067372
hsa0000137028	bta0000067405
hsa0000137029	bta0000067406
hsa0000137030	bta0000067407
hsa0000137033	bta0000067408
hsa0000137035	bta0000067410
hsa0000137036	bta0000067411
hsa0000137037	bta0000067412
hsa0000137054	bta0000073015
hsa0000137056	bta0000073017
hsa0000137059	bta0000073020
hsa0000137061	bta0000073022
hsa0000137066	bta0000073027
hsa0000137068	bta0000073029
hsa0000137071	bta0000073032
hsa0000137072	bta0000073033
hsa0000137076	bta0000073036
hsa0000137079	bta0000073038
hsa0000137083	bta0000073041
hsa0000137095	bta0000090206
hsa0000137103	bta0000090211
hsa0000137106	bta0000090212
hsa0000137107	bta0000090213
hsa0000137135	bta0000068365
hsa0000137137	bta0000068359
hsa0000137140	bta0000068325
hsa0000137141	bta0000068326
hsa0000137142	bta0000068327
hsa0000137144	bta0000068329
hsa0000137151	bta0000067851
hsa0000137153	bta0000067853
hsa0000137154	bta0000067853
hsa0000137158	bta0000067856
hsa0000137162	bta0000067859
hsa0000137166	bta0000067863
hsa0000137167	bta0000067864
hsa0000137170	bta0000067867
hsa0000137171	bta0000067868
hsa0000137172	bta0000067869
hsa0000137176	bta0000067873
hsa0000137177	bta0000067874
hsa0000137181	bta0000067878
hsa0000137182	bta0000067879
hsa0000137184	bta0000067881
hsa0000137185	bta0000067882
hsa0000137186	bta0000067883
hsa0000137189	bta0000067886
hsa0000137190	bta0000067887
hsa0000137191	bta0000067888
hsa0000137192	bta0000067889
hsa0000137193	bta0000067890
hsa0000137195	bta0000067892
hsa0000137197	bta0000067894
hsa0000137198	bta0000067895
hsa0000137202	bta0000067899
hsa0000137203	bta0000067900
hsa0000137216	bta0000090558
hsa0000137222	bta0000067784
hsa0000137225	bta0000067786
hsa0000137229	bta0000068443
hsa0000137230	bta0000068445
hsa0000137234	bta0000068446
hsa0000137235	bta0000068447
hsa0000137236	bta0000068448
hsa0000137238	bta0000068449
hsa0000137240	bta0000068450
hsa0000137242	bta0000068452
hsa0000137244	bta0000068454
hsa0000137248	bta0000068458
hsa0000137249	bta0000068459
hsa0000137252	bta0000068462
hsa0000137264	bta0000070695
hsa0000137265	bta0000070696
hsa0000137267	bta0000070698
hsa0000137268	bta0000070699
hsa0000137270	bta0000070700
hsa0000137271	bta0000070701
hsa0000137273	bta0000070702
hsa0000137275	bta0000070705
hsa0000137280	bta0000070710
hsa0000137281	bta0000070712
hsa0000137281	bta0000070711
hsa0000137282	bta0000070713
hsa0000137284	bta0000072744
hsa0000137289	bta0000072741
hsa0000137291	bta0000072749
hsa0000137292	bta0000072751
hsa0000137295	bta0000072754
hsa0000137300	bta0000072762
hsa0000137302	bta0000072764
hsa0000137304	bta0000072766
hsa0000137305	bta0000072766
hsa0000137306	bta0000072767
hsa0000137309	bta0000072769
hsa0000137319	bta0000072778
hsa0000137320	bta0000072779
hsa0000137322	bta0000072780
hsa0000137325	bta0000072782
hsa0000137329	bta0000072785
hsa0000137330	bta0000072786
hsa0000137354	bta0000067501
hsa0000137357	bta0000067505
hsa0000137359	bta0000067507
hsa0000137363	bta0000067511
hsa0000137411	bta0000067534
hsa0000137413	bta0000067535
hsa0000137417	bta0000067536
hsa0000137418	bta0000067536
hsa0000137421	bta0000067537
hsa0000137436	bta0000087301
hsa0000137441	bta0000087304
hsa0000137446	bta0000087309
hsa0000137447	bta0000087310
hsa0000137457	bta0000087470
hsa0000137459	bta0000087472
hsa0000137462	bta0000087475
hsa0000137466	bta0000087477
hsa0000137467	bta0000087478
hsa0000137470	bta0000087480
hsa0000137471	bta0000087481
hsa0000137475	bta0000087485
hsa0000137479	bta0000087487
hsa0000137481	bta0000087488
hsa0000137505	bta0000087552
hsa0000137510	bta0000087554
hsa0000137512	bta0000087555
hsa0000137513	bta0000087555
hsa0000137516	bta0000087556
hsa0000137532	bta0000087958
hsa0000137544	bta0000086481
hsa0000137546	bta0000086482
hsa0000137610	bta0000086580
hsa0000137614	bta0000086583
hsa0000137616	bta0000086584
hsa0000137618	bta0000086585
hsa0000137630	bta0000086594
hsa0000137631	bta0000086595
hsa0000137636	bta0000073680
hsa0000137637	bta0000073680
hsa0000137643	bta0000071081
hsa0000137644	bta0000071082
hsa0000137645	bta0000071083
hsa0000137647	bta0000071085
hsa0000137649	bta0000071087
hsa0000137650	bta0000071088
hsa0000137651	bta0000071089
hsa0000137652	bta0000071090
hsa0000137653	bta0000071091
hsa0000137654	bta0000071092
hsa0000137656	bta0000071094
hsa0000137657	bta0000071095
hsa0000137658	bta0000071096
hsa0000137662	bta0000071100
hsa0000137665	bta0000071120
hsa0000137666	bta0000071121
hsa0000137667	bta0000071122
hsa0000137668	bta0000071122
hsa0000137668	bta0000071123
hsa0000137669	bta0000071124
hsa0000137670	bta0000071125
hsa0000137671	bta0000071126
hsa0000137672	bta0000071127
hsa0000137673	bta0000071128
hsa0000137674	bta0000071129
hsa0000137675	bta0000071130
hsa0000137676	bta0000071131
hsa0000137682	bta0000091142
hsa0000137683	bta0000091143
hsa0000137684	bta0000091144
hsa0000137686	bta0000091145
hsa0000137687	bta0000091146
hsa0000137688	bta0000091147
hsa0000137700	bta0000091158
hsa0000137701	bta0000091159
hsa0000137702	bta0000091160
hsa0000137704	bta0000091162
hsa0000137705	bta0000091163
hsa0000137707	bta0000091164
hsa0000137708	bta0000091165
hsa0000137736	bta0000068651
hsa0000137737	bta0000068652
hsa0000137741	bta0000087885
hsa0000137743	bta0000087886
hsa0000137744	bta0000087887
hsa0000137745	bta0000087888
hsa0000137746	bta0000087889
hsa0000137747	bta0000087890
hsa0000137749	bta0000087892
hsa0000137750	bta0000087893
hsa0000137751	bta0000087894
hsa0000137753	bta0000087896
hsa0000137759	bta0000087899
hsa0000137762	bta0000087902
hsa0000137763	bta0000087903
hsa0000137765	bta0000087904
hsa0000137767	bta0000087906
hsa0000137771	bta0000087909
hsa0000137774	bta0000087912
hsa0000137775	bta0000087913
hsa0000137778	bta0000086922
hsa0000137780	bta0000086924
hsa0000137783	bta0000086927
hsa0000137798	bta0000086987
hsa0000137800	bta0000086989
hsa0000137803	bta0000087060
hsa0000137805	bta0000087062
hsa0000137808	bta0000087065
hsa0000137809	bta0000087066
hsa0000137810	bta0000087067
hsa0000137812	bta0000088644
hsa0000137831	bta0000088655
hsa0000137834	bta0000088657
hsa0000137835	bta0000088658
hsa0000137836	bta0000088658
hsa0000137840	bta0000088660
hsa0000137843	bta0000088662
hsa0000137844	bta0000088663
hsa0000137856	bta0000070647
hsa0000137859	bta0000070648
hsa0000137860	bta0000070648
hsa0000137861	bta0000070648
hsa0000137862	bta0000070650
hsa0000137874	bta0000070654
hsa0000137876	bta0000070655
hsa0000137877	bta0000070655
hsa0000137878	bta0000070656
hsa0000137882	bta0000070659
hsa0000137883	bta0000070660
hsa0000137884	bta0000070660
