mouse_exon1	mouse_exon2	human_exon1	human_exon2	human_coord1	human_coord2	identity1	identity2	avg_identity
chr14:73436622:73436764:-1	chr8:13422936:13423102:1	ENSE00003541600	ENSE00003753122	chr13:48476701:48476843:1	chr13:113636534:113636700:1	0.86	0.87	0.865
chr14:73436622:73436764:-1	chr8:13422466:13422617:1	ENSE00003541600	ENSE00003749936	chr13:48476701:48476843:1	chr13:113635977:113636128:1	0.86	0.89	0.875
chr14:73436622:73436764:-1		ENSE00003541600	ENSE00003718448	chr13:48476701:48476843:1	chr13:113634534:113634602:1	0.86	0.0	0.43
chr10:88571760:88571841:1	chr1:10284350:10284496:-1	ENSE00003650307	ENSE00000819569	chr12:101402865:101402946:-1	chr8:67299209:67299355:-1	0.91	0.95	0.9299999999999999
chr10:88571760:88571841:1	chr1:10286062:10286218:-1	ENSE00003650307	ENSE00001033594	chr12:101402865:101402946:-1	chr8:67301224:67301380:-1	0.91	0.95	0.9299999999999999
chr10:88572953:88573064:1	chr1:10284350:10284496:-1	ENSE00003647679	ENSE00000819569	chr12:101401062:101401173:-1	chr8:67299209:67299355:-1	0.94	0.95	0.945
chr10:88572953:88573064:1	chr1:10286062:10286218:-1	ENSE00003647679	ENSE00001033594	chr12:101401062:101401173:-1	chr8:67301224:67301380:-1	0.94	0.95	0.945
chr10:88569405:88569542:1	chr1:10284350:10284496:-1	ENSE00003518889	ENSE00000819569	chr12:101405844:101405981:-1	chr8:67299209:67299355:-1	0.9	0.95	0.925
chr10:88569405:88569542:1	chr1:10286062:10286218:-1	ENSE00003518889	ENSE00001033594	chr12:101405844:101405981:-1	chr8:67301224:67301380:-1	0.9	0.95	0.925
chr5:115778139:115778262:1	chr2:37748380:37748484:-1	ENSE00003473622	ENSE00003476742	chr12:120103826:120103949:-1	chr9:123457793:123457897:-1	0.95	0.89	0.9199999999999999
chr5:115778139:115778262:1	chr2:37748030:37748117:-1	ENSE00003473622	ENSE00003479666	chr12:120103826:120103949:-1	chr9:123457348:123457435:-1	0.95	0.88	0.915
chr5:115778139:115778262:1	chr2:37911368:37911478:-1	ENSE00003473622	ENSE00003518536	chr12:120103826:120103949:-1	chr9:123652013:123652123:-1	0.95	0.93	0.94
chr5:115778139:115778262:1	chr2:37893386:37893486:-1	ENSE00003473622	ENSE00003504935	chr12:120103826:120103949:-1	chr9:123630376:123630476:-1	0.95	0.89	0.9199999999999999
chr5:115778139:115778262:1	chr2:38016541:38016660:-1	ENSE00003473622	ENSE00003460985	chr12:120103826:120103949:-1	chr9:123757703:123757822:-1	0.95	0.98	0.965
chr5:115775775:115775825:1	chr2:37873072:37873117:-1	ENSE00003656129	ENSE00003617829	chr12:120108417:120108467:-1	chr9:123609436:123609481:-1	0.88	1.0	0.94
chr5:115775775:115775825:1	chr2:37911368:37911478:-1	ENSE00003656129	ENSE00003518536	chr12:120108417:120108467:-1	chr9:123652013:123652123:-1	0.88	0.93	0.905
chr5:115775775:115775825:1	chr2:38016541:38016660:-1	ENSE00003656129	ENSE00003460985	chr12:120108417:120108467:-1	chr9:123757703:123757822:-1	0.88	0.98	0.9299999999999999
chr5:115781427:115781551:1	chr2:37748380:37748484:-1	ENSE00003524984	ENSE00003476742	chr12:120099030:120099154:-1	chr9:123457793:123457897:-1	0.96	0.89	0.925
chr5:115781427:115781551:1	chr2:37748030:37748117:-1	ENSE00003524984	ENSE00003479666	chr12:120099030:120099154:-1	chr9:123457348:123457435:-1	0.96	0.88	0.9199999999999999
chr5:115781427:115781551:1	chr2:37873072:37873117:-1	ENSE00003524984	ENSE00003617829	chr12:120099030:120099154:-1	chr9:123609436:123609481:-1	0.96	1.0	0.98
chr5:115781427:115781551:1	chr2:37911368:37911478:-1	ENSE00003524984	ENSE00003518536	chr12:120099030:120099154:-1	chr9:123652013:123652123:-1	0.96	0.93	0.9450000000000001
chr5:115781427:115781551:1	chr2:37893386:37893486:-1	ENSE00003524984	ENSE00003504935	chr12:120099030:120099154:-1	chr9:123630376:123630476:-1	0.96	0.89	0.925
chr5:115781427:115781551:1	chr2:38016541:38016660:-1	ENSE00003524984	ENSE00003460985	chr12:120099030:120099154:-1	chr9:123757703:123757822:-1	0.96	0.98	0.97
chrX:20737278:20737401:1	chr9:7449749:7449913:1	ENSE00003657841	ENSE00002477135	chrX:47583408:47583536:1	chr11:102840429:102840593:-1	0.79	0.83	0.81
chrX:20737278:20737401:1	chr14:54674072:54674379:1	ENSE00003657841	ENSE00003555079	chrX:47583408:47583536:1	chr14:22842410:22842717:1	0.79	0.89	0.8400000000000001
chrX:20737278:20737401:1	chr14:54675058:54675219:1	ENSE00003657841	ENSE00003660436	chrX:47583408:47583536:1	chr14:22843257:22843418:1	0.79	0.87	0.8300000000000001
chrX:20737278:20737401:1	chr9:7446933:7447177:1	ENSE00003657841	ENSE00003601812	chrX:47583408:47583536:1	chr11:102842672:102842916:-1	0.79	0.83	0.81
chrX:20739016:20739095:1	chr9:7449749:7449913:1	ENSE00003483372	ENSE00002477135	chrX:47584936:47585015:1	chr11:102840429:102840593:-1	0.86	0.83	0.845
chrX:20739016:20739095:1	chr14:54675058:54675219:1	ENSE00003483372	ENSE00003660436	chrX:47584936:47585015:1	chr14:22843257:22843418:1	0.86	0.87	0.865
chrX:20739016:20739095:1	chr9:7446933:7447177:1	ENSE00003483372	ENSE00003601812	chrX:47584936:47585015:1	chr11:102842672:102842916:-1	0.86	0.83	0.845
chr17:24695299:24695423:-1	chr2:34334270:34334418:1	ENSE00003628750	ENSE00003517281	chr16:2208210:2208334:1	chr9:125657651:125657799:-1	0.89	0.92	0.905
chr17:24695299:24695423:-1	chr2:34325145:34325234:1	ENSE00003628750	ENSE00003481464	chr16:2208210:2208334:1	chr9:125669818:125669907:-1	0.89	0.98	0.935
chr10:121387156:121387227:-1	chr2:5057799:5058001:-1	ENSE00001323888	ENSE00000837368	chr12:64497968:64498039:1	chr10:13110274:13110476:1	0.85	0.85	0.85
chr4:148630855:148630977:1	chr17:24697085:24697136:-1	ENSE00001167809	ENSE00003619428	chr1:11121095:11121368:-1	chr16:2206358:2206409:1	0.43	0.88	0.655
chr4:148630855:148630977:1	chr17:24696404:24696479:-1	ENSE00001167809	ENSE00003611614	chr1:11121095:11121368:-1	chr16:2207035:2207110:1	0.43	0.92	0.675
chr4:148630855:148630977:1	chr17:24696155:24696307:-1	ENSE00001167809	ENSE00003616825	chr1:11121095:11121368:-1	chr16:2207193:2207345:1	0.43	0.86	0.645
chr4:148630855:148630977:1	chr17:24695299:24695423:-1	ENSE00001167809	ENSE00003628750	chr1:11121095:11121368:-1	chr16:2208210:2208334:1	0.43	0.89	0.66
chr4:148640724:148640829:1	chr17:24697085:24697136:-1	ENSE00003653682	ENSE00003619428	chr1:11108181:11108286:-1	chr16:2206358:2206409:1	0.9	0.88	0.89
chr4:148640724:148640829:1	chr17:24696155:24696307:-1	ENSE00003653682	ENSE00003616825	chr1:11108181:11108286:-1	chr16:2207193:2207345:1	0.9	0.86	0.88
chr4:148640724:148640829:1	chr17:24695299:24695423:-1	ENSE00003653682	ENSE00003628750	chr1:11108181:11108286:-1	chr16:2208210:2208334:1	0.9	0.89	0.895
chr13:104317561:104317744:1	chr18:35933163:35933268:1	ENSE00000749236	ENSE00003551948	chr5:65618093:65618255:-1	chr5:139614861:139614966:1	0.79	0.98	0.885
chr13:104317561:104317744:1	chr18:35926518:35926581:1	ENSE00000749236	ENSE00003547850	chr5:65618093:65618255:-1	chr5:139600372:139600435:1	0.79	0.92	0.855
chr13:104317561:104317744:1	chr18:35933005:35933082:1	ENSE00000749236	ENSE00003504948	chr5:65618093:65618255:-1	chr5:139614697:139614774:1	0.79	0.97	0.88
chr1:151351891:151352106:-1	chr2:18687650:18687705:1	ENSE00000822929	ENSE00003518293	chr1:185093061:185093276:1	chr10:22327595:22327650:1	0.91	0.96	0.935
chr1:151351891:151352106:-1	chr2:18687034:18687130:1	ENSE00000822929	ENSE00003515184	chr1:185093061:185093276:1	chr10:22326890:22326986:1	0.91	0.93	0.92
chr1:151351891:151352106:-1	chr2:18687792:18687842:1	ENSE00000822929	ENSE00003644277	chr1:185093061:185093276:1	chr10:22327742:22327792:1	0.91	0.9	0.905
chr2:73681208:73681326:-1	chr17:28947878:28947949:1	ENSE00003564805	ENSE00003551151	chr2:175118251:175118369:-1	chr6:36076537:36076608:1	0.92	0.9	0.91
chr2:73681208:73681326:-1	chr17:28947331:28947445:1	ENSE00003564805	ENSE00003645527	chr2:175118251:175118369:-1	chr6:36075848:36075962:1	0.92	0.9	0.91
chr2:73681208:73681326:-1	chr17:28960762:28960840:1	ENSE00003564805	ENSE00003500775	chr2:175118251:175118369:-1	chr6:36102571:36102649:1	0.92	0.92	0.92
chr2:73681208:73681326:-1	chr17:28932748:28932877:1	ENSE00003564805	ENSE00003491453	chr2:175118251:175118369:-1	chr6:36052699:36052828:1	0.92	0.83	0.875
chr9:44545390:44545491:1	chr11:3171093:3171294:1	ENSE00003601327	ENSE00001604706	chr11:118755402:118755503:-1	chr22:31462932:31463133:-1	0.98	0.92	0.95
chr9:44545390:44545491:1	chr8:96471191:96471268:-1	ENSE00003601327	ENSE00001663046	chr11:118755402:118755503:-1	chr16:58546672:58546749:-1	0.98	0.95	0.965
chr9:44545390:44545491:1	chr8:96473601:96473780:-1	ENSE00003601327	ENSE00001634833	chr11:118755402:118755503:-1	chr16:58549719:58549898:-1	0.98	0.94	0.96
chr9:44545390:44545491:1	chr8:96472203:96472319:-1	ENSE00003601327	ENSE00001675588	chr11:118755402:118755503:-1	chr16:58547566:58547682:-1	0.98	0.95	0.965
chr9:44545390:44545491:1	chr8:96470841:96471018:-1	ENSE00003601327	ENSE00001654150	chr11:118755402:118755503:-1	chr16:58546321:58546498:-1	0.98	0.91	0.9450000000000001
chr9:44545390:44545491:1	chr8:96474887:96475027:-1	ENSE00003601327	ENSE00003512089	chr11:118755402:118755503:-1	chr16:58551132:58551272:-1	0.98	0.93	0.9550000000000001
chr9:50564922:50565048:-1	chrX:92857533:92857674:-1	ENSE00003475660	ENSE00000863221	chr11:112033404:112033530:1	chrX:24494742:24494883:1	0.87	0.87	0.87
chr9:50564922:50565048:-1	chrX:92843720:92843809:-1	ENSE00003475660	ENSE00000667144	chr11:112033404:112033530:1	chrX:24505209:24505298:1	0.87	0.87	0.87
chr4:57195702:57195837:-1	chr15:89018815:89018929:-1	ENSE00003730229	ENSE00003621291	chr9:109381652:109381787:-1	chr22:50256085:50256199:-1	0.91	0.9	0.905
chr5:125096883:125097110:-1	chr9:8956245:8956389:1	ENSE00000939878	ENSE00003543275	chr12:124327409:124327633:-1	chr11:101051424:101051568:-1	0.93	0.87	0.9
chr5:125096883:125097110:-1	chr9:8946646:8946951:1	ENSE00000939878	ENSE00000795216	chr12:124327409:124327633:-1	chr11:101062447:101062752:-1	0.93	0.84	0.885
chr5:125096883:125097110:-1	chr2:27642324:27642453:1	ENSE00000939878	ENSE00003692212	chr12:124327409:124327633:-1	chr9:134421676:134421805:1	0.93	0.88	0.905
chr5:125096883:125097110:-1	chr2:27644235:27644367:1	ENSE00000939878	ENSE00003534135	chr12:124327409:124327633:-1	chr9:134429108:134429240:1	0.93	0.91	0.92
chr19:46296612:46296697:1	chr9:32664095:32664213:1	ENSE00003607334	ENSE00000917323	chr10:102398212:102398297:1	chr11:128463509:128463627:-1	0.95	0.93	0.94
chr9:50562051:50562238:-1	chrX:92843720:92843809:-1	ENSE00003643475	ENSE00000667144	chr11:112037273:112037460:1	chrX:24505209:24505298:1	0.87	0.87	0.87
chr9:44541321:44541437:1	chr11:3171093:3171294:1	ENSE00003612108	ENSE00001604706	chr11:118757171:118757287:-1	chr22:31462932:31463133:-1	0.88	0.92	0.9
chr9:44541321:44541437:1	chr8:96471191:96471268:-1	ENSE00003612108	ENSE00001663046	chr11:118757171:118757287:-1	chr16:58546672:58546749:-1	0.88	0.95	0.915
chr9:44541321:44541437:1	chr8:96473601:96473780:-1	ENSE00003612108	ENSE00001634833	chr11:118757171:118757287:-1	chr16:58549719:58549898:-1	0.88	0.94	0.9099999999999999
chr9:44541321:44541437:1	chr8:96472203:96472319:-1	ENSE00003612108	ENSE00001675588	chr11:118757171:118757287:-1	chr16:58547566:58547682:-1	0.88	0.95	0.915
chr9:44541321:44541437:1	chr8:96470841:96471018:-1	ENSE00003612108	ENSE00001654150	chr11:118757171:118757287:-1	chr16:58546321:58546498:-1	0.88	0.91	0.895
chr9:44541321:44541437:1	chr8:96474887:96475027:-1	ENSE00003612108	ENSE00003512089	chr11:118757171:118757287:-1	chr16:58551132:58551272:-1	0.88	0.93	0.905
chr9:44539938:44540066:1	chr11:3171093:3171294:1	ENSE00000498999	ENSE00001604706	chr11:118758774:118758902:-1	chr22:31462932:31463133:-1	0.93	0.92	0.925
chr9:44539938:44540066:1	chr8:96471191:96471268:-1	ENSE00000498999	ENSE00001663046	chr11:118758774:118758902:-1	chr16:58546672:58546749:-1	0.93	0.95	0.94
chr9:44539938:44540066:1	chr8:96473601:96473780:-1	ENSE00000498999	ENSE00001634833	chr11:118758774:118758902:-1	chr16:58549719:58549898:-1	0.93	0.94	0.935
chr9:44539938:44540066:1	chr8:96472203:96472319:-1	ENSE00000498999	ENSE00001675588	chr11:118758774:118758902:-1	chr16:58547566:58547682:-1	0.93	0.95	0.94
chr9:44539938:44540066:1	chr8:96470841:96471018:-1	ENSE00000498999	ENSE00001654150	chr11:118758774:118758902:-1	chr16:58546321:58546498:-1	0.93	0.91	0.92
chr9:44539938:44540066:1	chr8:96474887:96475027:-1	ENSE00000498999	ENSE00003512089	chr11:118758774:118758902:-1	chr16:58551132:58551272:-1	0.93	0.93	0.93
chrX:47036584:47036749:1	chr8:72922271:72922331:1	ENSE00003499326	ENSE00003517961	chrX:129575897:129576062:1	chr19:16118226:16118286:1	0.95	0.98	0.965
chrX:47036584:47036749:1	chr8:72925084:72925144:1	ENSE00003499326	ENSE00003649015	chrX:129575897:129576062:1	chr19:16121750:16121810:1	0.95	0.87	0.9099999999999999
chr6:97168054:97168209:-1	chr8:105252912:105253021:-1	ENSE00003661106	ENSE00003669652	chr3:69062982:69063137:-1	chr16:66821450:66821559:-1	0.92	0.91	0.915
chr6:97168054:97168209:-1	chr8:105250208:105250270:-1	ENSE00003661106	ENSE00003604154	chr3:69062982:69063137:-1	chr16:66817425:66817487:-1	0.92	0.95	0.935
chr6:97168054:97168209:-1	chr8:105243280:105243366:-1	ENSE00003661106	ENSE00001046603	chr3:69062982:69063137:-1	chr16:66808989:66809075:-1	0.92	0.93	0.925
chr6:97168054:97168209:-1	chr8:105244820:105244895:-1	ENSE00003661106	ENSE00001139952	chr3:69062982:69063137:-1	chr16:66810697:66810772:-1	0.92	0.88	0.9
chr6:97168054:97168209:-1	chr8:105242761:105242853:-1	ENSE00003661106	ENSE00001046627	chr3:69062982:69063137:-1	chr16:66808521:66808613:-1	0.92	0.87	0.895
chr6:97168054:97168209:-1	chr8:105250967:105251076:-1	ENSE00003661106	ENSE00003566559	chr3:69062982:69063137:-1	chr16:66818528:66818637:-1	0.92	0.95	0.935
chr6:97168054:97168209:-1	chr8:105239973:105240087:-1	ENSE00003661106	ENSE00001104192	chr3:69062982:69063137:-1	chr16:66805912:66806026:-1	0.92	0.93	0.925
chr6:97168054:97168209:-1	chr8:105246177:105246310:-1	ENSE00003661106	ENSE00001139961	chr3:69062982:69063137:-1	chr16:66813564:66813697:-1	0.92	0.92	0.92
chr6:97166715:97166817:-1	chr8:105252912:105253021:-1	ENSE00003657960	ENSE00003669652	chr3:69062077:69062179:-1	chr16:66821450:66821559:-1	0.92	0.91	0.915
chr6:97166715:97166817:-1	chr8:105250208:105250270:-1	ENSE00003657960	ENSE00003604154	chr3:69062077:69062179:-1	chr16:66817425:66817487:-1	0.92	0.95	0.935
chr6:97166715:97166817:-1	chr8:105243280:105243366:-1	ENSE00003657960	ENSE00001046603	chr3:69062077:69062179:-1	chr16:66808989:66809075:-1	0.92	0.93	0.925
chr6:97166715:97166817:-1	chr8:105244820:105244895:-1	ENSE00003657960	ENSE00001139952	chr3:69062077:69062179:-1	chr16:66810697:66810772:-1	0.92	0.88	0.9
chr6:97166715:97166817:-1	chr8:105242761:105242853:-1	ENSE00003657960	ENSE00001046627	chr3:69062077:69062179:-1	chr16:66808521:66808613:-1	0.92	0.87	0.895
chr6:97166715:97166817:-1	chr8:105250967:105251076:-1	ENSE00003657960	ENSE00003566559	chr3:69062077:69062179:-1	chr16:66818528:66818637:-1	0.92	0.95	0.935
chr6:97166715:97166817:-1	chr8:105239973:105240087:-1	ENSE00003657960	ENSE00001104192	chr3:69062077:69062179:-1	chr16:66805912:66806026:-1	0.92	0.93	0.925
chr6:97166715:97166817:-1	chr8:105246177:105246310:-1	ENSE00003657960	ENSE00001139961	chr3:69062077:69062179:-1	chr16:66813564:66813697:-1	0.92	0.92	0.92
chr6:97166490:97166603:-1	chr8:105252912:105253021:-1	ENSE00003525143	ENSE00003669652	chr3:69061814:69061927:-1	chr16:66821450:66821559:-1	0.9	0.91	0.905
chr6:97166490:97166603:-1	chr8:105250208:105250270:-1	ENSE00003525143	ENSE00003604154	chr3:69061814:69061927:-1	chr16:66817425:66817487:-1	0.9	0.95	0.925
chr6:97166490:97166603:-1	chr8:105256688:105256748:-1	ENSE00003525143	ENSE00003523215	chr3:69061814:69061927:-1	chr16:66826523:66826583:-1	0.9	0.95	0.925
chr6:97166490:97166603:-1	chr8:105243280:105243366:-1	ENSE00003525143	ENSE00001046603	chr3:69061814:69061927:-1	chr16:66808989:66809075:-1	0.9	0.93	0.915
chr6:97166490:97166603:-1	chr8:105244820:105244895:-1	ENSE00003525143	ENSE00001139952	chr3:69061814:69061927:-1	chr16:66810697:66810772:-1	0.9	0.88	0.89
chr6:97166490:97166603:-1	chr8:105242761:105242853:-1	ENSE00003525143	ENSE00001046627	chr3:69061814:69061927:-1	chr16:66808521:66808613:-1	0.9	0.87	0.885
chr6:97166490:97166603:-1	chr8:105250967:105251076:-1	ENSE00003525143	ENSE00003566559	chr3:69061814:69061927:-1	chr16:66818528:66818637:-1	0.9	0.95	0.925
chr6:97166490:97166603:-1	chr8:105239973:105240087:-1	ENSE00003525143	ENSE00001104192	chr3:69061814:69061927:-1	chr16:66805912:66806026:-1	0.9	0.93	0.915
chr6:97166490:97166603:-1	chr8:105246177:105246310:-1	ENSE00003525143	ENSE00001139961	chr3:69061814:69061927:-1	chr16:66813564:66813697:-1	0.9	0.92	0.91
chr9:44525509:44525613:1	chr8:96471191:96471268:-1	ENSE00001278662	ENSE00001663046	chr11:118779632:118779736:-1	chr16:58546672:58546749:-1	0.95	0.95	0.95
chr9:44525509:44525613:1	chr8:96473601:96473780:-1	ENSE00001278662	ENSE00001634833	chr11:118779632:118779736:-1	chr16:58549719:58549898:-1	0.95	0.94	0.945
chr9:44525509:44525613:1	chr8:96472203:96472319:-1	ENSE00001278662	ENSE00001675588	chr11:118779632:118779736:-1	chr16:58547566:58547682:-1	0.95	0.95	0.95
chr9:44525509:44525613:1	chr8:96470841:96471018:-1	ENSE00001278662	ENSE00001654150	chr11:118779632:118779736:-1	chr16:58546321:58546498:-1	0.95	0.91	0.9299999999999999
chr9:44525509:44525613:1	chr8:96474887:96475027:-1	ENSE00001278662	ENSE00003512089	chr11:118779632:118779736:-1	chr16:58551132:58551272:-1	0.95	0.93	0.94
chr6:97163030:97163111:-1	chr8:105256688:105256748:-1	ENSE00003563643	ENSE00003523215	chr3:69056612:69056693:-1	chr16:66826523:66826583:-1	0.87	0.95	0.9099999999999999
chr6:97163030:97163111:-1	chr8:105243280:105243366:-1	ENSE00003563643	ENSE00001046603	chr3:69056612:69056693:-1	chr16:66808989:66809075:-1	0.87	0.93	0.9
chr6:97163030:97163111:-1	chr8:105244820:105244895:-1	ENSE00003563643	ENSE00001139952	chr3:69056612:69056693:-1	chr16:66810697:66810772:-1	0.87	0.88	0.875
chr6:97163030:97163111:-1	chr8:105242761:105242853:-1	ENSE00003563643	ENSE00001046627	chr3:69056612:69056693:-1	chr16:66808521:66808613:-1	0.87	0.87	0.87
chr6:97163030:97163111:-1	chr8:105250967:105251076:-1	ENSE00003563643	ENSE00003566559	chr3:69056612:69056693:-1	chr16:66818528:66818637:-1	0.87	0.95	0.9099999999999999
chr6:97163030:97163111:-1	chr8:105239973:105240087:-1	ENSE00003563643	ENSE00001104192	chr3:69056612:69056693:-1	chr16:66805912:66806026:-1	0.87	0.93	0.9
chr6:97163030:97163111:-1	chr8:105246177:105246310:-1	ENSE00003563643	ENSE00001139961	chr3:69056612:69056693:-1	chr16:66813564:66813697:-1	0.87	0.92	0.895
chr4:155972641:155972783:1	chr14:65274795:65274932:1	ENSE00003524405	ENSE00003505359	chr1:1312226:1312368:-1	chr8:28769889:28770026:-1	0.85	0.85	0.85
chr16:16833762:16833944:1	chr11:100784717:100784811:-1	ENSE00000879359	ENSE00003463278	chr22:21807664:21807846:-1	chr17:42323260:42323354:-1	0.93	0.95	0.94
chr4:57196351:57196496:-1	chr15:89018815:89018929:-1	ENSE00003716139	ENSE00003621291	chr9:109382302:109382447:-1	chr22:50256085:50256199:-1	0.86	0.9	0.88
chr4:130279747:130279808:1	chr10:40733543:40733672:-1	ENSE00003681572	ENSE00003686082	chr1:31267871:31267932:-1	chr6:110201558:110201687:1	0.9	0.88	0.89
chr8:111568403:111568575:-1	chr15:81754533:81754699:-1	ENSE00001328025	ENSE00003625309	chr16:70530745:70530917:1	chr22:41467448:41467614:-1	0.9	0.89	0.895
chr17:51270721:51270788:-1	chr5:122498076:122498267:1	ENSE00000901411	ENSE00003499968	chr3:17403181:17403248:-1	chr12:110496012:110496203:-1	0.91	0.89	0.9
chr2:145773190:145773348:-1	chr17:45727871:45728015:-1	ENSE00003505067	ENSE00001140056	chr20:20048343:20048501:-1	chr6:44406323:44406467:1	0.91	0.9	0.905
chr2:145773190:145773348:-1	chr17:45736778:45736905:-1	ENSE00003505067	ENSE00000850339	chr20:20048343:20048501:-1	chr6:44393446:44393573:1	0.91	0.86	0.885
chr2:32707298:32707401:-1	chr9:56951659:56951752:1	ENSE00000927173	ENSE00003624657	chr9:127661102:127661205:1	chr15:75490208:75490301:-1	0.9	0.88	0.89
chr2:32707298:32707401:-1	chr9:56967138:56967345:1	ENSE00000927173	ENSE00003546423	chr9:127661102:127661205:1	chr15:75469792:75469999:-1	0.9	0.93	0.915
chr2:32707298:32707401:-1	chr9:56964995:56965145:1	ENSE00000927173	ENSE00001162407	chr9:127661102:127661205:1	chr15:75470680:75470830:-1	0.9	0.95	0.925
chr13:91712729:91712813:1	chr19:46022828:46022951:-1	ENSE00003605085	ENSE00000987604	chr5:81615473:81615557:-1	chr10:102109384:102109507:-1	0.93	0.91	0.92
chr13:91712729:91712813:1	chr19:46023050:46023133:-1	ENSE00003605085	ENSE00000987603	chr5:81615473:81615557:-1	chr10:102109600:102109683:-1	0.93	0.94	0.935
chr13:91712729:91712813:1	chr19:46023860:46024032:-1	ENSE00003605085	ENSE00000987601	chr5:81615473:81615557:-1	chr10:102110529:102110701:-1	0.93	0.93	0.93
chr13:91712729:91712813:1	chr19:46024174:46024276:-1	ENSE00003605085	ENSE00003568764	chr5:81615473:81615557:-1	chr10:102110869:102110971:-1	0.93	0.94	0.935
chr17:29471224:29471292:-1	chr10:40733543:40733672:-1	ENSE00003619214	ENSE00003686082	chr6:36856586:36856654:-1	chr6:110201558:110201687:1	0.91	0.88	0.895
chr4:130277187:130277307:1	chr10:40728493:40728576:-1	ENSE00003677573	ENSE00003699466	chr1:31271379:31271499:-1	chr6:110207506:110207589:1	0.91	0.86	0.885
chr4:130277187:130277307:1	chr10:40733543:40733672:-1	ENSE00003677573	ENSE00003686082	chr1:31271379:31271499:-1	chr6:110201558:110201687:1	0.91	0.88	0.895
chr4:130282368:130282471:1	chr10:40728493:40728576:-1	ENSE00003610168	ENSE00003699466	chr1:31261529:31261632:-1	chr6:110207506:110207589:1	0.86	0.86	0.86
chr4:130282368:130282471:1	chr10:40733543:40733672:-1	ENSE00003610168	ENSE00003686082	chr1:31261529:31261632:-1	chr6:110201558:110201687:1	0.86	0.88	0.87
chr5:145081709:145081831:1	chr10:40726926:40727065:-1	ENSE00003533032	ENSE00003698331	chr7:99416138:99416260:1	chr6:110209084:110209223:1	0.95	0.96	0.955
chr5:145081709:145081831:1	chr10:40733543:40733672:-1	ENSE00003533032	ENSE00003686082	chr7:99416138:99416260:1	chr6:110201558:110201687:1	0.95	0.88	0.915
chr4:130256421:130256550:1	chr10:40728493:40728576:-1	ENSE00000825237	ENSE00003699466	chr1:31293219:31293348:-1	chr6:110207506:110207589:1	0.88	0.86	0.87
chr4:130256421:130256550:1	chr10:40733543:40733672:-1	ENSE00000825237	ENSE00003686082	chr1:31293219:31293348:-1	chr6:110201558:110201687:1	0.88	0.88	0.88
chr5:145083253:145083419:1	chr10:40726926:40727065:-1	ENSE00000708086	ENSE00003698331	chr7:99417429:99417595:1	chr6:110209084:110209223:1	0.9	0.96	0.9299999999999999
chr5:145083253:145083419:1	chr10:40733543:40733672:-1	ENSE00000708086	ENSE00003686082	chr7:99417429:99417595:1	chr6:110201558:110201687:1	0.9	0.88	0.89
chr17:45735427:45735526:-1	chr10:40723126:40723200:-1	ENSE00001140069	ENSE00003697430	chr6:44396341:44396440:1	chr6:110213086:110213160:1	0.85	0.87	0.86
chr17:45735427:45735526:-1	chr10:40723920:40724059:-1	ENSE00001140069	ENSE00003892143	chr6:44396341:44396440:1	chr6:110212133:110212272:1	0.85	0.95	0.8999999999999999
chr17:45735427:45735526:-1	chr10:40719038:40719139:-1	ENSE00001140069	ENSE00003700085	chr6:44396341:44396440:1	chr6:110217702:110217803:1	0.85	0.89	0.87
chr17:29480711:29480865:-1	chr10:40733543:40733672:-1	ENSE00000929547	ENSE00003686082	chr6:36871718:36871872:-1	chr6:110201558:110201687:1	0.86	0.88	0.87
chr18:31968437:31968534:1	chr12:101964796:101964948:1	ENSE00001137811	ENSE00001098234	chr2:127763062:127763159:-1	chr14:92156479:92156631:1	0.99	0.9	0.9450000000000001
chr18:31968437:31968534:1	chr12:101963514:101963714:1	ENSE00001137811	ENSE00001098231	chr2:127763062:127763159:-1	chr14:92155123:92155323:1	0.99	0.85	0.9199999999999999
chr17:45730527:45730745:-1	chr10:40710172:40710316:-1	ENSE00000850341	ENSE00003695056	chr6:44403809:44404027:1	chr6:110228832:110228976:1	0.9	0.93	0.915
chr17:45730527:45730745:-1	chr10:40723126:40723200:-1	ENSE00000850341	ENSE00003697430	chr6:44403809:44404027:1	chr6:110213086:110213160:1	0.9	0.87	0.885
chr17:45730527:45730745:-1	chr10:40723920:40724059:-1	ENSE00000850341	ENSE00003892143	chr6:44403809:44404027:1	chr6:110212133:110212272:1	0.9	0.95	0.925
chr17:45730527:45730745:-1	chr10:40719038:40719139:-1	ENSE00000850341	ENSE00003700085	chr6:44403809:44404027:1	chr6:110217702:110217803:1	0.9	0.89	0.895
chr17:45730527:45730745:-1	chr10:40712284:40712360:-1	ENSE00000850341	ENSE00003701242	chr6:44403809:44404027:1	chr6:110226167:110226243:1	0.9	0.95	0.925
chr17:45730527:45730745:-1	chr10:40717350:40717483:-1	ENSE00000850341	ENSE00003697652	chr6:44403809:44404027:1	chr6:110219736:110219869:1	0.9	0.9	0.9
chr17:45730527:45730745:-1	chr4:134663294:134663392:1	ENSE00000850341	ENSE00000759715	chr6:44403809:44404027:1	chr1:25225002:25225100:-1	0.9	0.88	0.89
chr4:148568012:148568179:1	chr15:6803290:6803455:1	ENSE00000743781	ENSE00003464519	chr1:11213399:11213566:-1	chr5:38962876:38963041:-1	0.89	0.9	0.895
