Gene stable ID	UniProtKB/TrEMBL ID	UniProtKB/Swiss-Prot ID
ENSBTAG00000013410	A0AAA9SFF9	
ENSBTAG00000030369	A0AAF6DLZ2	
ENSBTAG00000003697	A0AAA9SR98	
ENSBTAG00000075054	A0A067XGA8	
ENSBTAG00000005321	A0AAA9RZ58	
ENSBTAG00000013410	A0A3Q1LM65	
ENSBTAG00000052909	A0AAA9TCE7	
ENSBTAG00000006609	A0JN98	
ENSBTAG00000052909	F6R7W8	
ENSBTAG00000072118		
ENSBTAG00000013410	A0A3Q1LPS6	
ENSBTAG00000012605	F1MUY8	
ENSBTAG00000014731	A0A3Q1M8J9	
ENSBTAG00000052909	A0A3Q1MR54	
ENSBTAG00000013410	A0A3Q1LWF1	
ENSBTAG00000005321	A0A3Q1M9W5	
ENSBTAG00000013410	A0AAA9TC24	
ENSBTAG00000052909	A0A3Q1MRQ2	
ENSBTAG00000014731		P10096
ENSBTAG00000058756	A0AAA9T323	
ENSBTAG00000005321	F1MKZ3	
ENSBTAG00000058756	A0AAA9S8Q5	
ENSBTAG00000077924		
ENSBTAG00000039531	E1B9Y3	
ENSBTAG00000022775	A0A3Q1MI10	
ENSBTAG00000020302	A0A452DJT8	
ENSBTAG00000070330	G0ZIA9	
ENSBTAG00000003180	A0AAA9T1W4	
ENSBTAG00000015074	A0AAA9SUW3	
ENSBTAG00000003180	A0AAA9T189	
ENSBTAG00000022775	G5E5T8	
ENSBTAG00000079138		
ENSBTAG00000015074	A0AAF6Z103	
ENSBTAG00000003180	A0AAA9STJ0	
ENSBTAG00000006673	G5E584	
ENSBTAG00000030296	E1BBX7	
ENSBTAG00000014730	A0AAA9TM36	
ENSBTAG00000001889	A0A3Q1M500	
ENSBTAG00000006673	A0AAA9SGV2	
ENSBTAG00000078381		
ENSBTAG00000003180	F1N0C3	
ENSBTAG00000015085	A6QL90	
ENSBTAG00000003180	A0A3Q1M2U8	
ENSBTAG00000014730	F1N3G4	
ENSBTAG00000001889		Q29S20
ENSBTAG00000007007	E1BDQ9	
ENSBTAG00000015081	A6QQL6	
ENSBTAG00000078456	D3JUI7	
ENSBTAG00000014729		P0C2B6
ENSBTAG00000007007	A0A3Q1LJN3	
ENSBTAG00000014603	A0AAF6Z0F7	
ENSBTAG00000070537		
ENSBTAG00000015081	A0A3Q1NLG8	
ENSBTAG00000007007	A0A3Q1MSE3	
ENSBTAG00000014603	A0AAA9TU98	
ENSBTAG00000005314	A0AAF6DM48	
ENSBTAG00000014603	A0A3Q1LYV3	
ENSBTAG00000004802	A0A3Q1MH42	
ENSBTAG00000005314	D7GLD0	
ENSBTAG00000021911	F1MFJ3	
ENSBTAG00000014603	A0AAA9S3W6	
ENSBTAG00000004802	G3X6H0	
ENSBTAG00000014603	A0AAA9TDY1	
ENSBTAG00000005314	A0AAA9TV85	
ENSBTAG00000071612	D3JUI7	
ENSBTAG00000002879	G5E535	
ENSBTAG00000047254	A0AAA9TJQ7	
ENSBTAG00000002879		
ENSBTAG00000014725	A0AAA9TST6	
ENSBTAG00000015160	A0AAA9RYQ6	
ENSBTAG00000076758		
ENSBTAG00000047254	A0AAA9S893	
ENSBTAG00000021911	G3MXS7	
ENSBTAG00000004266	F1MSI6	
ENSBTAG00000015160	G3X761	
ENSBTAG00000014725	F1N4E2	
ENSBTAG00000047254	A0AAA9TB28	
ENSBTAG00000078721		
ENSBTAG00000021911	A0AAA9TG30	
ENSBTAG00000049589	A0A3Q1M3H8	
ENSBTAG00000006800	E1BHC1	
ENSBTAG00000048906	A0A3Q1MK97	
ENSBTAG00000054278	A0AAA9TJA0	
ENSBTAG00000047254	A0AAA9SDI3	
ENSBTAG00000054278	A0AAA9TGJ5	
ENSBTAG00000010370	A0A140T882	
ENSBTAG00000054278	A0A3Q1M5X4	
ENSBTAG00000076128	D3JUI7	
ENSBTAG00000015312	A6QQ46	
ENSBTAG00000002052	A0A3Q1M7Y8	
ENSBTAG00000060925	G3X7R6	
ENSBTAG00000021911	A0A3Q1M0H5	
ENSBTAG00000002052	G8JKV7	
ENSBTAG00000060925	G3X7R6	
ENSBTAG00000060925	G3X7R6	
ENSBTAG00000021373	A0AAA9S9U7	
ENSBTAG00000001401	F1MPR0	
ENSBTAG00000002631	A0AAA9SSD7	
ENSBTAG00000060925	G3X7R6	
ENSBTAG00000073385	D3JUI7	
ENSBTAG00000011081	F1N465	
ENSBTAG00000001401	A0AAA9S1L0	
ENSBTAG00000060925	G3X7R6	
ENSBTAG00000060925	G3X7R6	
ENSBTAG00000073741		
ENSBTAG00000021373	F1MYY8	
ENSBTAG00000011081	A0AAA9TU80	
ENSBTAG00000060925	G3X7R6	
ENSBTAG00000021373	A0A3Q1M855	
ENSBTAG00000075790		
ENSBTAG00000002631		P55270
ENSBTAG00000007008	A0AAA9SZE0	
ENSBTAG00000019556	A0A3Q1MB33	
ENSBTAG00000076933		
ENSBTAG00000010360	A0AAA9SIZ6	
ENSBTAG00000007008	A0AAA9TCI9	
ENSBTAG00000019556	A0A3Q1LUJ5	
ENSBTAG00000007486	Q58DG4	
ENSBTAG00000073536	A0A067XGA8	
ENSBTAG00000019556	E1BBI9	
ENSBTAG00000010360	A0AAA9SA15	
ENSBTAG00000004211	F1MSX5	
ENSBTAG00000010360	A0AAA9S5P1	
ENSBTAG00000047807	G3N2N2	
ENSBTAG00000010360	A0AAA9TEC8	
ENSBTAG00000011217	A0AAA9SH07	
ENSBTAG00000048054	A0AAA9SCQ9	
ENSBTAG00000004211	A0A3Q1MQ33	
ENSBTAG00000074630		
ENSBTAG00000048054	A0AAA9TI64	
ENSBTAG00000010995	A0A452DJ72	
ENSBTAG00000077002		
ENSBTAG00000048054	A0AAA9SBK5	
ENSBTAG00000011217		Q2NL21
ENSBTAG00000010995	A0AAA9T397	
ENSBTAG00000048054	A0AAA9SCV4	
ENSBTAG00000011217	A0AAA9SWG1	
ENSBTAG00000010995		A6H7E2
ENSBTAG00000048054	G3N337	
ENSBTAG00000010995	A0AAF6ZSA2	
ENSBTAG00000073160		
ENSBTAG00000011214	A0AAA9SLY2	
ENSBTAG00000046775	G3MXQ8	
ENSBTAG00000074427		
ENSBTAG00000046775	A0AAA9S4D9	
ENSBTAG00000011214		Q0P5B4
ENSBTAG00000012143	A0A3Q1M284	
ENSBTAG00000004208	A0AAA9S5M2	
ENSBTAG00000011214	A0AAA9U297	
ENSBTAG00000072656		
ENSBTAG00000012143	A0A3Q1LPB7	
ENSBTAG00000047958	A0AAF6DLP3	
ENSBTAG00000015384	F1MJH9	
ENSBTAG00000012143	A0AAA9TKT9	
ENSBTAG00000004208	E1BH51	
ENSBTAG00000076243		
ENSBTAG00000015384	A0AAA9TN05	
ENSBTAG00000004208	A0AAA9TJU5	
ENSBTAG00000076962		
ENSBTAG00000062672	A7MBH6	
ENSBTAG00000004208	A0AAA9TTR4	
ENSBTAG00000062672	A7MBH6	
ENSBTAG00000008350	F1MEK2	
ENSBTAG00000004208	A0AAA9T020	
ENSBTAG00000073735		
ENSBTAG00000062672	A7MBH6	
ENSBTAG00000037972	A0AAA9TM65	
ENSBTAG00000030343	E1BJU2	
ENSBTAG00000016735	E1BPM6	
ENSBTAG00000078245		
ENSBTAG00000002336	F1MKY8	
ENSBTAG00000071885	A0A067XGA8	
ENSBTAG00000016650	A0AAA9U0B6	
ENSBTAG00000016735	A0A3Q1MEW4	
ENSBTAG00000002336	A0AAA9S8X1	
ENSBTAG00000016650	A0AAA9T441	
ENSBTAG00000078245	G5E631	
ENSBTAG00000074163		
ENSBTAG00000037972	A0A3Q1MRH3	
ENSBTAG00000016650	A0AAA9S8H8	
ENSBTAG00000045497	G3MZB6	
ENSBTAG00000078245		
ENSBTAG00000016650		Q1JQA7
ENSBTAG00000037972	A0AAA9RZB1	
ENSBTAG00000046633	A0A3Q1MM35	
ENSBTAG00000016650	A0AAA9SZ52	
ENSBTAG00000016734	E1BPM8	
ENSBTAG00000043578		Q5I3B1
ENSBTAG00000076238	S5G8B7	
ENSBTAG00000037972		A6QR09
ENSBTAG00000016734	A0A3Q1MEJ3	
ENSBTAG00000078449		
ENSBTAG00000074521		
ENSBTAG00000053827	A0A3Q1NNK3	
ENSBTAG00000016733	A0A452DIQ8	
ENSBTAG00000037972	A0A3Q1M0N8	
ENSBTAG00000056233	E1BII3	
ENSBTAG00000053827	A0AAA9THD2	
ENSBTAG00000073463		
ENSBTAG00000037972	A0AAA9TI82	
ENSBTAG00000037972	A0AAA9SY03	
ENSBTAG00000078450		
ENSBTAG00000070919	S5G8B7	
ENSBTAG00000037972	A0AAA9TXY0	
ENSBTAG00000053827	A0AAA9SKJ4	
ENSBTAG00000078450		
ENSBTAG00000037972	A0A3Q1MV54	
ENSBTAG00000073877		
ENSBTAG00000071855		
ENSBTAG00000014238	A0AAA9SMS6	
ENSBTAG00000073418		
ENSBTAG00000014238	A0AAA9T640	
ENSBTAG00000070611	S5GFN8	
ENSBTAG00000078829	A0AAA9SB86	
ENSBTAG00000075033		
ENSBTAG00000073549	S5GFN3	
ENSBTAG00000053827	A0AAA9U0J9	
ENSBTAG00000014238		P11019
ENSBTAG00000071633	B6S2A2	Q03255
ENSBTAG00000075646		
ENSBTAG00000047357	G3MX21	
ENSBTAG00000078829		
ENSBTAG00000072580		
ENSBTAG00000016728	A0A3Q1M9I6	
ENSBTAG00000014238	A0AAA9TCP9	
ENSBTAG00000045711		A0JNN6
ENSBTAG00000071760	S5G608	
ENSBTAG00000076237		
ENSBTAG00000014238	A0A3Q1NNP6	
ENSBTAG00000046379	G3MXY5	
ENSBTAG00000075224		
ENSBTAG00000016728	A0A3Q1NL77	
ENSBTAG00000077361		
ENSBTAG00000013956	A0AAA9TYW9	
ENSBTAG00000072858		
ENSBTAG00000016728	F1MPJ6	
ENSBTAG00000048426	A0A452DIL8	
ENSBTAG00000074853		
ENSBTAG00000078402		
ENSBTAG00000048426	E1B953	
ENSBTAG00000072112		
ENSBTAG00000006519	A0A3Q1LIC4	
ENSBTAG00000074548	S5GFN3	
ENSBTAG00000048426	A0A452DI48	Q3MHM5
ENSBTAG00000073109	S5GFN8	
ENSBTAG00000006519	E1BHL8	
ENSBTAG00000072425		
ENSBTAG00000077446		
ENSBTAG00000004095		G3X6E2
ENSBTAG00000013956	A0AAA9RW03	
ENSBTAG00000006679	F1MCS8	
ENSBTAG00000076925		
ENSBTAG00000052442	A0A3Q1LNL4	
ENSBTAG00000013956	A0AAA9TV39	
ENSBTAG00000077823	S5G608	
ENSBTAG00000006515	A0AAA9S2J9	
ENSBTAG00000075662		
ENSBTAG00000013956	A0AAA9SC71	
ENSBTAG00000013956	F1MNK0	
ENSBTAG00000006515	A0A3Q1LRF8	
ENSBTAG00000077892	S5GFN3	
ENSBTAG00000006679	A0A3Q1MCQ1	
ENSBTAG00000006515	A0AAA9S3H0	
ENSBTAG00000070808		
ENSBTAG00000072161		
ENSBTAG00000006515	E1BHC8	
ENSBTAG00000047202	A0AAA9T7D5	
ENSBTAG00000074683		
ENSBTAG00000006679	A0AAA9T1Y0	
ENSBTAG00000072274		
ENSBTAG00000047202	G3N3K3	
ENSBTAG00000075999		
ENSBTAG00000006679	A0A3Q1LXI4	
ENSBTAG00000072838		
ENSBTAG00000021210	A0AAA9SA56	
ENSBTAG00000034441	A0A3Q1LLN7	
ENSBTAG00000006679	A0AAA9T8D0	
ENSBTAG00000047202	A0AAA9TJ20	
ENSBTAG00000013988	F6QP63	
ENSBTAG00000074492	S5GFN3	
ENSBTAG00000076419		
ENSBTAG00000047202	A0AAA9RTM8	
ENSBTAG00000021210	F1N0L3	
ENSBTAG00000076954		
ENSBTAG00000003319	F1N0R7	
ENSBTAG00000006679	A0A3Q1MKP6	
ENSBTAG00000013988	Q05KI6	
ENSBTAG00000074667		
ENSBTAG00000003319	F1N0R7	
ENSBTAG00000047202	A0AAA9S302	
ENSBTAG00000072278		
ENSBTAG00000072837	S5GFN3	
ENSBTAG00000003319	F1N0R7	
ENSBTAG00000007755	B7T155	
ENSBTAG00000045734	A0AAA9TNC9	
ENSBTAG00000077573		
ENSBTAG00000006679	A0AAA9SVL5	
ENSBTAG00000075420		
ENSBTAG00000020518		Q5E946
ENSBTAG00000048432	A0A3Q1LSU1	
ENSBTAG00000047964	A0AAA9SPE4	
ENSBTAG00000070929		
ENSBTAG00000047964	G3MZU8	
ENSBTAG00000006679	A0A3Q1MS52	
ENSBTAG00000007755	F1MP61	
ENSBTAG00000074906		
ENSBTAG00000074175		
ENSBTAG00000020518	A0AAA9TMN5	
ENSBTAG00000078793		
ENSBTAG00000048432	A0A3Q1N6X6	
ENSBTAG00000046415		Q5E9C3
ENSBTAG00000049435	A0AAA9SD51	
ENSBTAG00000070605		
ENSBTAG00000046415	A0AAA9S2H8	
ENSBTAG00000078585		
ENSBTAG00000078107		
ENSBTAG00000034323		P58353
ENSBTAG00000047715	G3MWU7	
ENSBTAG00000007228	A0AAA9SPP6	
ENSBTAG00000010416	G5E5D0	
ENSBTAG00000076990		
ENSBTAG00000007624	F1MMR2	
ENSBTAG00000010416	A0AAA9TJ68	
ENSBTAG00000007228	F6PZN1	
ENSBTAG00000079033		
ENSBTAG00000078444		
ENSBTAG00000007624	A6QPQ3	
ENSBTAG00000010416	A0AAA9TVZ2	
ENSBTAG00000077092		
ENSBTAG00000047061	A0A3Q1LJM5	
ENSBTAG00000007624	A0A3Q1M031	
ENSBTAG00000034323	A0A3Q1M842	
ENSBTAG00000076295	S5GFN3	
ENSBTAG00000021697	A0AAA9TB02	
ENSBTAG00000047061	A0AAF6ZNU3	
ENSBTAG00000021697	F6QVT3	
ENSBTAG00000046979	A0AAA9T031	
ENSBTAG00000034323	A0AAA9S6M9	
ENSBTAG00000013116	A0A3Q1MJ75	
ENSBTAG00000072747		
ENSBTAG00000021697	B1H0W5	
ENSBTAG00000075640		
ENSBTAG00000072635	S5GFN3	
ENSBTAG00000046979	A0A140T8D4	
ENSBTAG00000010581		
ENSBTAG00000071186		
ENSBTAG00000046979	A0AAA9SZC3	
ENSBTAG00000074129		
ENSBTAG00000074303		
ENSBTAG00000004194	A0A3Q1LL29	
ENSBTAG00000010581	A0A3Q1MD62	
ENSBTAG00000021697	A0AAA9TNY1	
ENSBTAG00000009515	A0AAA9TFU6	
ENSBTAG00000004194	A0A3Q1M6Z6	
ENSBTAG00000010581	A0A3Q1MST4	
ENSBTAG00000013116	A0AAA9T5V1	
ENSBTAG00000004598	A0AAA9RSF1	
ENSBTAG00000072734	S5GFN3	
ENSBTAG00000004194	A0A3Q1M8Z3	
ENSBTAG00000076720		
ENSBTAG00000074857		
ENSBTAG00000009515	F1MBS0	
ENSBTAG00000004598	F6RNZ4	
ENSBTAG00000010581	A0A3Q1LY14	
ENSBTAG00000004194	A0A3Q1M7E4	
ENSBTAG00000078447		
ENSBTAG00000072071		
ENSBTAG00000010581	A0A3Q1MP82	
ENSBTAG00000074362		
ENSBTAG00000021717	F1MWK0	
ENSBTAG00000070631		
ENSBTAG00000005933	B0JYK9	Q5E9N2
ENSBTAG00000005933	A0AAF7AG29	Q5E9N2
ENSBTAG00000023788	G3X7J6	
ENSBTAG00000071640		
ENSBTAG00000010581	A0A3Q1MRR4	
ENSBTAG00000021717	A0AAA9TXV8	
ENSBTAG00000013116	F1MSD7	
ENSBTAG00000076810		
ENSBTAG00000021717	A0A3Q1MXN7	
ENSBTAG00000023788	A0AAA9SZE8	
ENSBTAG00000078863		
ENSBTAG00000072505		
ENSBTAG00000013116	A0AAA9TUK7	
ENSBTAG00000076444		
ENSBTAG00000010581	E1B7V9	
ENSBTAG00000076350		
ENSBTAG00000003177	A0A3Q1LQ80	
ENSBTAG00000012121	A0AAA9SBD5	
ENSBTAG00000021508	A6QP99	
ENSBTAG00000012833	E1BH30	
ENSBTAG00000012121	A0AAA9T009	
ENSBTAG00000003177		Q1LZB3
ENSBTAG00000076824		
ENSBTAG00000007977	A0AAF6YS73	A4FV27
ENSBTAG00000003177	A0AAA9RWA6	
ENSBTAG00000030246	A0AAA9TT32	
ENSBTAG00000007977	A0AAA9ST62	
ENSBTAG00000012833	A0AAA9SST7	
ENSBTAG00000003228	A0A3Q1LRW8	
ENSBTAG00000070156		
ENSBTAG00000030246	G3X6Y8	
ENSBTAG00000019388	A0AAF6Z6G5	
ENSBTAG00000012833	A0AAA9RXM9	
ENSBTAG00000017679	A0AAA9T9E9	
ENSBTAG00000003228	A0AAF6YKW6	
ENSBTAG00000030246	A0AAA9TXG9	
ENSBTAG00000021506	A0AAA9ST34	
ENSBTAG00000073423		
ENSBTAG00000017679	A0AAA9TBG2	
ENSBTAG00000000792	F1MWE4	
ENSBTAG00000021506		Q5E9M1
ENSBTAG00000017679	F1MY55	
ENSBTAG00000019836	A0AAA9TYI2	
ENSBTAG00000071039		
ENSBTAG00000021861	G5E5S2	
ENSBTAG00000019836	A0AAA9TSG2	
ENSBTAG00000019836		Q0P5A3
ENSBTAG00000021739		P13204
ENSBTAG00000014971		Q3T104
ENSBTAG00000023787	G3X7J5	
ENSBTAG00000015556	A0AAA9SPR5	
ENSBTAG00000005765	A0AAA9SZP7	
ENSBTAG00000078474		
ENSBTAG00000005765	A0A3Q1NHB1	
ENSBTAG00000023787	G3X7J5	
ENSBTAG00000006709		P07501
ENSBTAG00000016854	A0AAA9TUP6	
ENSBTAG00000017188	A0A3Q1MV95	
ENSBTAG00000005765	Q3SZ33	
ENSBTAG00000015556	A0A3Q1MP98	
ENSBTAG00000073190		
ENSBTAG00000007398	A0A452DI67	
ENSBTAG00000013071	A0AAA9S3P0	
ENSBTAG00000005765	A0AAA9TPD3	
ENSBTAG00000016854	A5PJF2	
ENSBTAG00000017188	A0A3Q1NCN0	
ENSBTAG00000017188	F6RLR4	
ENSBTAG00000030319	A0AAA9SU88	
ENSBTAG00000066558	A0AAA9T6C0	
ENSBTAG00000017188	A0AAA9SBZ6	
ENSBTAG00000071916		
ENSBTAG00000016854	E1B7Q2	
ENSBTAG00000007398	A0AAA9TSR5	
ENSBTAG00000019828	F6QID7	
ENSBTAG00000015556	A0A3Q1M200	
ENSBTAG00000077584		
ENSBTAG00000007398	A0AAA9SLL5	
ENSBTAG00000030319	A0A3Q1LRX7	
ENSBTAG00000030319	A0A3Q1LQF2	
ENSBTAG00000030319	A0AAA9RX97	
ENSBTAG00000019828	A0A3Q1LT51	
ENSBTAG00000075197		
ENSBTAG00000009836	A0A140T879	
ENSBTAG00000015556	Q0P5I7	
ENSBTAG00000015556	A0A3Q1MJI4	
ENSBTAG00000035230	A5PKH0	
ENSBTAG00000015556	A0AAF6DLH9	
ENSBTAG00000019828	A0AAA9SVP5	
ENSBTAG00000021202	A0A3Q1MHE3	
ENSBTAG00000076054		
ENSBTAG00000009453	G3X839	
ENSBTAG00000016688	A0A3Q1LY19	
ENSBTAG00000021202	F6Q5U0	
ENSBTAG00000074991	A7YVI2	
ENSBTAG00000021614	A0A3Q1MVN4	
ENSBTAG00000021202	A0A3Q1LYE0	
ENSBTAG00000075720		
ENSBTAG00000021614	A0AAA9TZH2	
ENSBTAG00000021202	A0A3Q1N7U4	
ENSBTAG00000009453		A0JN92
ENSBTAG00000074991	A7YVI2	
ENSBTAG00000021614	A0A3Q1LND4	
ENSBTAG00000016649	A0AAA9TR86	
ENSBTAG00000014485	A0A3Q1M9P6	
ENSBTAG00000009845	A0AAA9TUS9	
ENSBTAG00000015554	F1MUW6	
ENSBTAG00000021202	A0AAA9SWP3	
ENSBTAG00000074991	A7YVI2	
ENSBTAG00000009453	A0AAA9TGW8	
ENSBTAG00000014485	G3X748	
ENSBTAG00000030247	A0AAA9THS1	
ENSBTAG00000015554	A0AAA9S3W9	
ENSBTAG00000009845	A0A452DKA8	
ENSBTAG00000014014	F1MQC8	
ENSBTAG00000071076		
ENSBTAG00000030247	G3X6Z0	
ENSBTAG00000035226	A0A3Q1LTR8	
ENSBTAG00000009845	A0AAA9SW26	
ENSBTAG00000003997	A0AAA9S092	
ENSBTAG00000030247	A0AAA9RUW9	
ENSBTAG00000016649	A0AAA9TPB5	
ENSBTAG00000021614	A0AAA9SXC2	
ENSBTAG00000009845	A0AAF7ABH7	
ENSBTAG00000035226	A0A3Q1MJM3	
ENSBTAG00000030247	A0AAA9RTP0	
ENSBTAG00000016649		Q0P5D3
ENSBTAG00000075142		
ENSBTAG00000019818	F1N4I0	
ENSBTAG00000021614	A0AAA9TKU1	
ENSBTAG00000003997		
ENSBTAG00000002668	A0AAA9T138	
ENSBTAG00000035226		F1N4E5
ENSBTAG00000030247	A0A3Q1MDI7	
ENSBTAG00000031885	A0AAF6ZFV1	
ENSBTAG00000021614	Q0VD17	
ENSBTAG00000002668	G3X7I7	
ENSBTAG00000076929		
ENSBTAG00000008553	A0AAA9S2E0	
ENSBTAG00000003997		
ENSBTAG00000022681		A0JND3
ENSBTAG00000002668	A0A3Q1LUA0	
ENSBTAG00000046990		P0C8B3
ENSBTAG00000022681	A0AAA9SZD3	
ENSBTAG00000003997	A0AAA9TS25	
ENSBTAG00000008553	F1N0M7	
ENSBTAG00000013411	A0A3Q1MXQ0	
ENSBTAG00000078489		
ENSBTAG00000021614	F6RT78	
ENSBTAG00000003110	A0AAA9T443	
ENSBTAG00000013411	F1MB08	
ENSBTAG00000021614	A0AAA9U2C8	
ENSBTAG00000003110	A0A3Q1M021	
ENSBTAG00000017547	A0AAA9SHC3	
ENSBTAG00000008082	E1BC48	
ENSBTAG00000004310	A0AAA9SCM2	
ENSBTAG00000021614	A0A3Q1MT04	
ENSBTAG00000012126	A0A3Q1M3Y9	
ENSBTAG00000013411	A0AAA9TJG0	
ENSBTAG00000077099		
ENSBTAG00000003110	A0AAA9SWX8	
ENSBTAG00000004310	A3KMX6	
ENSBTAG00000017547	A0AAA9S978	
ENSBTAG00000008082	A0A3Q1ND11	
ENSBTAG00000021614	A0AAA9U1S9	
ENSBTAG00000013411	A0AAA9TCS0	
ENSBTAG00000048271	A0AAA9S138	
ENSBTAG00000003110	F1N024	
ENSBTAG00000071654		
ENSBTAG00000013411	A0AAA9S6H6	
ENSBTAG00000003110	A0AAA9TE93	
ENSBTAG00000012126	G3X6Z1	
ENSBTAG00000015974	A0A3Q1NBA4	
ENSBTAG00000013411	A0AAA9S783	
ENSBTAG00000007130	E1BKI4	
ENSBTAG00000048271	A0AAA9SF16	
ENSBTAG00000021790	A0A3Q1M5I9	
ENSBTAG00000072395		
ENSBTAG00000015974	E1B7A6	
ENSBTAG00000013411	A0A3Q1LGA6	
ENSBTAG00000003110	A0A3Q1MPJ1	
ENSBTAG00000007130	A0AAA9TQ21	
ENSBTAG00000013411	A0A3Q1MIY8	
ENSBTAG00000048271	A0A452DJI0	
ENSBTAG00000073214		
ENSBTAG00000011340	A0AAA9S4G3	
ENSBTAG00000019041	F1MJ13	
ENSBTAG00000048271	A0A3Q1LIM1	
ENSBTAG00000017547	A0A452DIT4	
ENSBTAG00000004054	A0AAF6YLZ5	
ENSBTAG00000004302	F1MQP4	
ENSBTAG00000011340	A0AAA9S5C5	
ENSBTAG00000019041	A0AAA9SHX0	
ENSBTAG00000021790	A0AAA9TT95	
ENSBTAG00000039208	A0AAF7A4P8	P05632
ENSBTAG00000074076	A0A3Q1LKD2	
ENSBTAG00000011340	A0AAA9TKG6	
ENSBTAG00000048271	A0A3Q1NM01	
ENSBTAG00000004054	A0A3Q1MG40	P25500
ENSBTAG00000021790		Q3SZ27
ENSBTAG00000074076	A0AAA9ST82	
ENSBTAG00000018272	A0AAA9SJ56	
ENSBTAG00000021790	A0AAA9TUM5	
ENSBTAG00000074076	A0A3Q1NB50	
ENSBTAG00000048271	A0A3Q1LP34	
ENSBTAG00000072196		
ENSBTAG00000017547	A0AAA9T7F2	
ENSBTAG00000059782	A0AAA9SBU1	
ENSBTAG00000004054	G3MYA2	P25500
ENSBTAG00000048271	A0A3Q1LTP6	
ENSBTAG00000014547	F1N2F2	
ENSBTAG00000004054		
ENSBTAG00000051658	A0A3Q1M4Y3	
ENSBTAG00000077829		
ENSBTAG00000018272	F1MGR3	
ENSBTAG00000008554	A0AAA9SJ15	
ENSBTAG00000051658		
ENSBTAG00000038691	F1MY10	
ENSBTAG00000008554	A0AAA9S7R3	
ENSBTAG00000077829		
ENSBTAG00000004054		
ENSBTAG00000024443	A0AAA9RS41	
ENSBTAG00000018272	A0A3Q1MWT5	
ENSBTAG00000004054	Q3T0A2	
ENSBTAG00000038691	A0AAA9SQH6	
ENSBTAG00000072466		Q58DU7
ENSBTAG00000018272	A0A3Q1M1Q8	
ENSBTAG00000012073	A0AAA9SN10	
ENSBTAG00000005221	A0A3Q1MSW8	
ENSBTAG00000024443	A0AAF6ZIH9	
ENSBTAG00000068230	G3X6K3	
ENSBTAG00000024443	A0AAA9SWI9	
ENSBTAG00000018272	A0A3Q1MNM1	
ENSBTAG00000005221	A0A3Q1LPW7	
ENSBTAG00000072910		
ENSBTAG00000038691	A0AAA9TCZ9	
ENSBTAG00000012852	A0AAA9TAY5	
ENSBTAG00000008338	A0A3Q1NG00	
ENSBTAG00000055961		
ENSBTAG00000024443	A0AAA9U185	
ENSBTAG00000005221	A0A3Q1LZH6	
ENSBTAG00000077910		
ENSBTAG00000024443	A0AAA9RW36	
ENSBTAG00000012144	F1N0C4	
ENSBTAG00000012852	A0A3Q1NC30	
ENSBTAG00000012073	A0AAA9S677	
ENSBTAG00000012144	A0AAA9TGX7	
ENSBTAG00000011982	A0A3Q1NBH3	
ENSBTAG00000005221	A0A3Q1LYB8	
ENSBTAG00000012073		A6QNZ8
ENSBTAG00000020700	A0AAA9SSH5	
ENSBTAG00000011982	E1BEL2	
ENSBTAG00000008338	A0A3Q1LIA6	P10894
ENSBTAG00000072523		
ENSBTAG00000005221	E1BN63	
ENSBTAG00000011982	A0A3Q1MQN1	
ENSBTAG00000072523	A0AAA9TPJ2	
ENSBTAG00000012852	A0A3Q1MRG7	
ENSBTAG00000010582	F1MMU3	
ENSBTAG00000011982	A0A3Q1LH73	
ENSBTAG00000012073	A0AAA9S0X9	
ENSBTAG00000005221	A0A3Q1MEB9	
ENSBTAG00000008338	A0AAF6ZHX3	
ENSBTAG00000010582	A0AAA9SYS3	
ENSBTAG00000012852	F1MCQ5	
ENSBTAG00000020700	A0AAA9U0K4	
ENSBTAG00000072523		
ENSBTAG00000072523	A0AAA9TA40	
ENSBTAG00000020700	E1BK15	
ENSBTAG00000044037	F1MPV4	
ENSBTAG00000005225	A0AAA9S6C3	
ENSBTAG00000008545	A0AAA9TVQ9	
ENSBTAG00000072523		
ENSBTAG00000020700	A0AAA9S6C2	
ENSBTAG00000012073	A0AAA9T4J4	
ENSBTAG00000044037	A0A3Q1M6G5	
ENSBTAG00000049604	A0A3Q1LRE2	
ENSBTAG00000012073	A0AAF6YX02	
ENSBTAG00000047031	A0A3Q1LZK4	
ENSBTAG00000005225	F6QFR0	
ENSBTAG00000008545	A0AAA9RV13	
ENSBTAG00000049604	A0AAA9T0I9	
ENSBTAG00000046327	G3N3X0	
ENSBTAG00000077080		P32007
ENSBTAG00000047031	G3N3E5	
ENSBTAG00000020698	A0A3Q1NGK6	
ENSBTAG00000049604	A0AAA9SPI9	
ENSBTAG00000047031	A0A3Q1MRM0	
ENSBTAG00000047031	A0AAA9SXR2	
ENSBTAG00000070524	A0A3Q1LS23	
ENSBTAG00000051806	A0A3Q1NJD2	
ENSBTAG00000070524	A0AAA9STA9	
ENSBTAG00000008545	A0A452DID2	
ENSBTAG00000020698	A0A3Q1LIW9	
ENSBTAG00000009894	A5PJ69	
ENSBTAG00000000220	G3N110	
ENSBTAG00000070524	A0A3Q1LZJ1	
ENSBTAG00000012147	A0AAA9SNF5	
ENSBTAG00000039808		E1BF81
ENSBTAG00000012147	A0AAA9S3T7	
