hsa	ocu
hsa0000099127	ocu0000050623
hsa0000099129	ocu0000050625
hsa0000099130	ocu0000050626
hsa0000099131	ocu0000050627
hsa0000099133	ocu0000050629
hsa0000099135	ocu0000050631
hsa0000099136	ocu0000050632
hsa0000099137	ocu0000050633
hsa0000099139	ocu0000050635
hsa0000099140	ocu0000050636
hsa0000099143	ocu0000050639
hsa0000099144	ocu0000050640
hsa0000099145	ocu0000050641
hsa0000099146	ocu0000050642
hsa0000099148	ocu0000050643
hsa0000099152	ocu0000050646
hsa0000099153	ocu0000050647
hsa0000099154	ocu0000050648
hsa0000099156	ocu0000050650
hsa0000099157	ocu0000050651
hsa0000099158	ocu0000050652
hsa0000099162	ocu0000050656
hsa0000099163	ocu0000050657
hsa0000099164	ocu0000050658
hsa0000099165	ocu0000050659
hsa0000099167	ocu0000050661
hsa0000099168	ocu0000050662
hsa0000099172	ocu0000050666
hsa0000099173	ocu0000050667
hsa0000099176	ocu0000050670
hsa0000099177	ocu0000050671
hsa0000099178	ocu0000050672
hsa0000099179	ocu0000050673
hsa0000099183	ocu0000050677
hsa0000099185	ocu0000050679
hsa0000099189	ocu0000050682
hsa0000099190	ocu0000050683
hsa0000099191	ocu0000050684
hsa0000099192	ocu0000050685
hsa0000099193	ocu0000050686
hsa0000099194	ocu0000050687
hsa0000099195	ocu0000050688
hsa0000099196	ocu0000050689
hsa0000099197	ocu0000050690
hsa0000099198	ocu0000050020
hsa0000099199	ocu0000050021
hsa0000099201	ocu0000050022
hsa0000099204	ocu0000050024
hsa0000099206	ocu0000050025
hsa0000099207	ocu0000050356
hsa0000099209	ocu0000050357
hsa0000099210	ocu0000050357
hsa0000099210	ocu0000050358
hsa0000099211	ocu0000050357
hsa0000099211	ocu0000050358
hsa0000099212	ocu0000050359
hsa0000099213	ocu0000050360
hsa0000099214	ocu0000050361
hsa0000099217	ocu0000050365
hsa0000099218	ocu0000050366
hsa0000099221	ocu0000050370
hsa0000099226	ocu0000050461
hsa0000099228	ocu0000052294
hsa0000099242	ocu0000052309
hsa0000099244	ocu0000052312
hsa0000099246	ocu0000052314
hsa0000099294	ocu0000052357
hsa0000099298	ocu0000052359
hsa0000099302	ocu0000052362
hsa0000099306	ocu0000052366
hsa0000099314	ocu0000052373
hsa0000099319	ocu0000052376
hsa0000099358	ocu0000052480
hsa0000099359	ocu0000052481
hsa0000099360	ocu0000052481
hsa0000099363	ocu0000052482
hsa0000099369	ocu0000052484
hsa0000099374	ocu0000057768
hsa0000099376	ocu0000057770
hsa0000099377	ocu0000057771
hsa0000099378	ocu0000057772
hsa0000099380	ocu0000057773
hsa0000099381	ocu0000057774
hsa0000099386	ocu0000059886
hsa0000099387	ocu0000059887
hsa0000099388	ocu0000059888
hsa0000099389	ocu0000059889
hsa0000099390	ocu0000059890
hsa0000099392	ocu0000059892
hsa0000099393	ocu0000059893
hsa0000099396	ocu0000059896
hsa0000099398	ocu0000059898
hsa0000099405	ocu0000060051
hsa0000099406	ocu0000060052
hsa0000099407	ocu0000060053
hsa0000099408	ocu0000060054
hsa0000099409	ocu0000060054
hsa0000099412	ocu0000056856
hsa0000099413	ocu0000056857
hsa0000099414	ocu0000056858
hsa0000099415	ocu0000056858
hsa0000099418	ocu0000056860
hsa0000099421	ocu0000057037
hsa0000099427	ocu0000057369
hsa0000099429	ocu0000057370
hsa0000099431	ocu0000057371
hsa0000099432	ocu0000057372
hsa0000099434	ocu0000057374
hsa0000099436	ocu0000057376
hsa0000099437	ocu0000057377
hsa0000099438	ocu0000057378
hsa0000099439	ocu0000057379
hsa0000099440	ocu0000057380
hsa0000099441	ocu0000057381
hsa0000099442	ocu0000057382
hsa0000099445	ocu0000057384
hsa0000099446	ocu0000057385
hsa0000099450	ocu0000057388
hsa0000099452	ocu0000057390
hsa0000099453	ocu0000057391
hsa0000099454	ocu0000057392
hsa0000099455	ocu0000057393
hsa0000099456	ocu0000057394
hsa0000099457	ocu0000057395
hsa0000099458	ocu0000057396
hsa0000099459	ocu0000057397
hsa0000099460	ocu0000057398
hsa0000099461	ocu0000057399
hsa0000099462	ocu0000057400
hsa0000099465	ocu0000053758
hsa0000099466	ocu0000053758
hsa0000099467	ocu0000053759
hsa0000099468	ocu0000053760
hsa0000099469	ocu0000053761
hsa0000099471	ocu0000053934
hsa0000099472	ocu0000053935
hsa0000099476	ocu0000053936
hsa0000099477	ocu0000053936
hsa0000099486	ocu0000053941
hsa0000099488	ocu0000053942
hsa0000099490	ocu0000053944
hsa0000099502	ocu0000052041
hsa0000099503	ocu0000052042
hsa0000099504	ocu0000052043
hsa0000099505	ocu0000052044
hsa0000099506	ocu0000052045
hsa0000099512	ocu0000057323
hsa0000099513	ocu0000057323
hsa0000099514	ocu0000057324
hsa0000099515	ocu0000057325
hsa0000099518	ocu0000057326
hsa0000099520	ocu0000057327
hsa0000099521	ocu0000057328
hsa0000099523	ocu0000057329
hsa0000099524	ocu0000057330
hsa0000099525	ocu0000057331
hsa0000099527	ocu0000057332
hsa0000099528	ocu0000057332
hsa0000099529	ocu0000057333
hsa0000099531	ocu0000057334
hsa0000099532	ocu0000057334
hsa0000099541	ocu0000055912
hsa0000099542	ocu0000055913
hsa0000099544	ocu0000055915
hsa0000099545	ocu0000055916
hsa0000099546	ocu0000055918
hsa0000099547	ocu0000055919
hsa0000099551	ocu0000055924
hsa0000099552	ocu0000055925
hsa0000099553	ocu0000055926
hsa0000099554	ocu0000055927
hsa0000099555	ocu0000055928
hsa0000099556	ocu0000055929
hsa0000099558	ocu0000055935
hsa0000099559	ocu0000055936
hsa0000099560	ocu0000055939
hsa0000099560	ocu0000055940
hsa0000099561	ocu0000055941
hsa0000099562	ocu0000055945
hsa0000099564	ocu0000055948
hsa0000099565	ocu0000055952
hsa0000099567	ocu0000055959
hsa0000099568	ocu0000055960
hsa0000099569	ocu0000055961
hsa0000099571	ocu0000055963
hsa0000099573	ocu0000055967
hsa0000099574	ocu0000055968
hsa0000099574	ocu0000055969
hsa0000099575	ocu0000055971
hsa0000099577	ocu0000055983
hsa0000099578	ocu0000055988
hsa0000099578	ocu0000055989
hsa0000099580	ocu0000055995
hsa0000099581	ocu0000055997
hsa0000099582	ocu0000055998
hsa0000099584	ocu0000056000
hsa0000099586	ocu0000056002
hsa0000099587	ocu0000056003
hsa0000099589	ocu0000056010
hsa0000099590	ocu0000056012
hsa0000099591	ocu0000056015
hsa0000099591	ocu0000056014
hsa0000099595	ocu0000056025
hsa0000099596	ocu0000056026
hsa0000099598	ocu0000052615
hsa0000099599	ocu0000052615
hsa0000099600	ocu0000052616
hsa0000099603	ocu0000052619
hsa0000099617	ocu0000052628
hsa0000099619	ocu0000052629
hsa0000099624	ocu0000052631
hsa0000099625	ocu0000052631
hsa0000099626	ocu0000052632
hsa0000099627	ocu0000052632
hsa0000099628	ocu0000058863
hsa0000099631	ocu0000058866
hsa0000099635	ocu0000058868
hsa0000099638	ocu0000058871
hsa0000099640	ocu0000057636
hsa0000099641	ocu0000057637
hsa0000099642	ocu0000057638
hsa0000099643	ocu0000057639
hsa0000099644	ocu0000057640
hsa0000099645	ocu0000057641
hsa0000099646	ocu0000057642
hsa0000099648	ocu0000057644
hsa0000099649	ocu0000057645
hsa0000099650	ocu0000057646
hsa0000099651	ocu0000057647
hsa0000099652	ocu0000057648
hsa0000099653	ocu0000057649
hsa0000099657	ocu0000058393
hsa0000099658	ocu0000058394
hsa0000099659	ocu0000058395
hsa0000099665	ocu0000058402
hsa0000099666	ocu0000058403
hsa0000099684	ocu0000058418
hsa0000099688	ocu0000058423
hsa0000099695	ocu0000054083
hsa0000099696	ocu0000054084
hsa0000099697	ocu0000054085
hsa0000099698	ocu0000054255
hsa0000099701	ocu0000054257
hsa0000099703	ocu0000054259
hsa0000099710	ocu0000054266
hsa0000099711	ocu0000054267
hsa0000099713	ocu0000054269
hsa0000099714	ocu0000054270
hsa0000099717	ocu0000054273
hsa0000099718	ocu0000054274
hsa0000099719	ocu0000054275
hsa0000099720	ocu0000054276
hsa0000099722	ocu0000054278
hsa0000099723	ocu0000054280
hsa0000099724	ocu0000054281
hsa0000099725	ocu0000054282
hsa0000099729	ocu0000053209
hsa0000099730	ocu0000053210
hsa0000099731	ocu0000053211
hsa0000099732	ocu0000053212
hsa0000099733	ocu0000053213
hsa0000099734	ocu0000053214
hsa0000099744	ocu0000058224
hsa0000099745	ocu0000054670
hsa0000099746	ocu0000054672
hsa0000099747	ocu0000054673
hsa0000099748	ocu0000054675
hsa0000099748	ocu0000054676
hsa0000099750	ocu0000054679
hsa0000099766	ocu0000055105
hsa0000099767	ocu0000055105
hsa0000099768	ocu0000055106
hsa0000099771	ocu0000055107
hsa0000099775	ocu0000055180
hsa0000099779	ocu0000055183
hsa0000099780	ocu0000055184
hsa0000099783	ocu0000055186
hsa0000099785	ocu0000055701
hsa0000099786	ocu0000055702
hsa0000099787	ocu0000055702
hsa0000099792	ocu0000055705
hsa0000099793	ocu0000056069
hsa0000099794	ocu0000056070
hsa0000099797	ocu0000056072
hsa0000099798	ocu0000056073
hsa0000099800	ocu0000054490
hsa0000099801	ocu0000054490
hsa0000099809	ocu0000055855
hsa0000099813	ocu0000055858
hsa0000099814	ocu0000055859
hsa0000099817	ocu0000055861
hsa0000099819	ocu0000055863
hsa0000099820	ocu0000055864
hsa0000099823	ocu0000055867
hsa0000099828	ocu0000056753
hsa0000099830	ocu0000056754
hsa0000099837	ocu0000056757
hsa0000099838	ocu0000056760
hsa0000099839	ocu0000056761
hsa0000099840	ocu0000056762
hsa0000099841	ocu0000056763
hsa0000099848	ocu0000056768
hsa0000099852	ocu0000050257
hsa0000099853	ocu0000050258
hsa0000099854	ocu0000050259
hsa0000099856	ocu0000050261
hsa0000099857	ocu0000050262
hsa0000099878	ocu0000057985
hsa0000099881	ocu0000057987
hsa0000099883	ocu0000057988
hsa0000099889	ocu0000057989
hsa0000099890	ocu0000057990
hsa0000099891	ocu0000057991
hsa0000099892	ocu0000057992
hsa0000099893	ocu0000057993
hsa0000099897	ocu0000057995
hsa0000099898	ocu0000057995
hsa0000099899	ocu0000057996
hsa0000099901	ocu0000057998
hsa0000099902	ocu0000057999
hsa0000099903	ocu0000058000
hsa0000099904	ocu0000058000
hsa0000099910	ocu0000056230
hsa0000099912	ocu0000056234
hsa0000099915	ocu0000056237
hsa0000099916	ocu0000056410
hsa0000099917	ocu0000056411
hsa0000099919	ocu0000056412
hsa0000099920	ocu0000056413
hsa0000099922	ocu0000056414
hsa0000099926	ocu0000056418
hsa0000099933	ocu0000056425
hsa0000099934	ocu0000056426
hsa0000099935	ocu0000056427
hsa0000099940	ocu0000056430
hsa0000099946	ocu0000056434
hsa0000099947	ocu0000056435
hsa0000099948	ocu0000056436
hsa0000099949	ocu0000056437
hsa0000099950	ocu0000056438
hsa0000099951	ocu0000056439
hsa0000099955	ocu0000053149
hsa0000099958	ocu0000053164
hsa0000099958	ocu0000053159
hsa0000099959	ocu0000053160
hsa0000099962	ocu0000050267
hsa0000099963	ocu0000050268
hsa0000099964	ocu0000050268
hsa0000099967	ocu0000050273
hsa0000099968	ocu0000050274
hsa0000099969	ocu0000050275
hsa0000099970	ocu0000050276
hsa0000099971	ocu0000050277
hsa0000099973	ocu0000050560
hsa0000099975	ocu0000050560
hsa0000099976	ocu0000050561
hsa0000099977	ocu0000050561
hsa0000099978	ocu0000050561
hsa0000099982	ocu0000050563
hsa0000099989	ocu0000050565
hsa0000099994	ocu0000050567
hsa0000100006	ocu0000051346
hsa0000100007	ocu0000051347
hsa0000100008	ocu0000051348
hsa0000100010	ocu0000051349
hsa0000100011	ocu0000051350
hsa0000100012	ocu0000051351
hsa0000100013	ocu0000051351
hsa0000100018	ocu0000051352
hsa0000100026	ocu0000051355
hsa0000100027	ocu0000051356
hsa0000100042	ocu0000051828
hsa0000100049	ocu0000051835
hsa0000100052	ocu0000051838
hsa0000100053	ocu0000051839
hsa0000100059	ocu0000051843
hsa0000100060	ocu0000051844
hsa0000100062	ocu0000051845
hsa0000100063	ocu0000051846
hsa0000100066	ocu0000051848
hsa0000100067	ocu0000051849
hsa0000100069	ocu0000051850
hsa0000100070	ocu0000051851
hsa0000100071	ocu0000051852
hsa0000100073	ocu0000051853
hsa0000100079	ocu0000051859
hsa0000100080	ocu0000051860
hsa0000100080	ocu0000051861
hsa0000100081	ocu0000051861
hsa0000100082	ocu0000051862
hsa0000100085	ocu0000051864
hsa0000100089	ocu0000051870
hsa0000100090	ocu0000051871
hsa0000100092	ocu0000051873
hsa0000100098	ocu0000051879
hsa0000100100	ocu0000051881
hsa0000100104	ocu0000051885
hsa0000100105	ocu0000051886
hsa0000100107	ocu0000051887
hsa0000100108	ocu0000051888
hsa0000100109	ocu0000051889
hsa0000100110	ocu0000051890
hsa0000100113	ocu0000051892
hsa0000100116	ocu0000051895
hsa0000100119	ocu0000051898
hsa0000100120	ocu0000051899
hsa0000100121	ocu0000051900
hsa0000100123	ocu0000051902
hsa0000100124	ocu0000051903
hsa0000100125	ocu0000051904
hsa0000100129	ocu0000051908
hsa0000100132	ocu0000051911
hsa0000100133	ocu0000051912
hsa0000100140	ocu0000051919
hsa0000100141	ocu0000051920
hsa0000100142	ocu0000051921
hsa0000100144	ocu0000051923
hsa0000100144	ocu0000051924
hsa0000100145	ocu0000051924
hsa0000100146	ocu0000051926
hsa0000100146	ocu0000051925
hsa0000100147	ocu0000051926
hsa0000100147	ocu0000051925
hsa0000100148	ocu0000051927
hsa0000100149	ocu0000051927
hsa0000100150	ocu0000051928
hsa0000100151	ocu0000051929
hsa0000100154	ocu0000051931
hsa0000100155	ocu0000051931
hsa0000100158	ocu0000051934
hsa0000100160	ocu0000051936
hsa0000100163	ocu0000051939
hsa0000100167	ocu0000051943
hsa0000100169	ocu0000051945
hsa0000100170	ocu0000051946
hsa0000100172	ocu0000051948
hsa0000100174	ocu0000051950
hsa0000100177	ocu0000051952
hsa0000100179	ocu0000051954
hsa0000100181	ocu0000051956
hsa0000100182	ocu0000051956
hsa0000100183	ocu0000051957
hsa0000100184	ocu0000051958
hsa0000100185	ocu0000051959
hsa0000100186	ocu0000051960
hsa0000100189	ocu0000051963
hsa0000100194	ocu0000051966
hsa0000100198	ocu0000051969
hsa0000100201	ocu0000051970
hsa0000100202	ocu0000051971
hsa0000100206	ocu0000051973
hsa0000100208	ocu0000051975
hsa0000100209	ocu0000051976
hsa0000100210	ocu0000051977
hsa0000100214	ocu0000051979
hsa0000100215	ocu0000051980
hsa0000100218	ocu0000051982
hsa0000100220	ocu0000053645
hsa0000100221	ocu0000053646
hsa0000100223	ocu0000053647
hsa0000100225	ocu0000053648
hsa0000100230	ocu0000053652
hsa0000100233	ocu0000053655
hsa0000100235	ocu0000053657
hsa0000100237	ocu0000053659
hsa0000100238	ocu0000053660
hsa0000100239	ocu0000053661
hsa0000100242	ocu0000053664
hsa0000100243	ocu0000053665
hsa0000100248	ocu0000054039
hsa0000100261	ocu0000054045
hsa0000100263	ocu0000054046
hsa0000100267	ocu0000059838
hsa0000100269	ocu0000059839
hsa0000100271	ocu0000059841
hsa0000100276	ocu0000059846
hsa0000100277	ocu0000059847
hsa0000100278	ocu0000059847
hsa0000100280	ocu0000059849
hsa0000100282	ocu0000059851
hsa0000100287	ocu0000056348
hsa0000100288	ocu0000056349
hsa0000100289	ocu0000056350
hsa0000100290	ocu0000056350
hsa0000100291	ocu0000056351
hsa0000100295	ocu0000056355
hsa0000100298	ocu0000056356
hsa0000100299	ocu0000056357
hsa0000100304	ocu0000057821
hsa0000100307	ocu0000057823
hsa0000100309	ocu0000057825
hsa0000100310	ocu0000057826
hsa0000100312	ocu0000057827
hsa0000100313	ocu0000057827
hsa0000100317	ocu0000057830
hsa0000100318	ocu0000057831
hsa0000100321	ocu0000057833
hsa0000100326	ocu0000057838
hsa0000100327	ocu0000057839
hsa0000100331	ocu0000057843
hsa0000100333	ocu0000057844
hsa0000100334	ocu0000057844
hsa0000100335	ocu0000057845
hsa0000100343	ocu0000052277
hsa0000100347	ocu0000052280
hsa0000100351	ocu0000052282
hsa0000100352	ocu0000052282
hsa0000100353	ocu0000052283
hsa0000100355	ocu0000058894
hsa0000100356	ocu0000058895
hsa0000100358	ocu0000058896
hsa0000100359	ocu0000058897
hsa0000100360	ocu0000058898
hsa0000100363	ocu0000058943
hsa0000100363	ocu0000058942
hsa0000100379	ocu0000058951
hsa0000100393	ocu0000058965
hsa0000100438	ocu0000056148
hsa0000100444	ocu0000056151
hsa0000100450	ocu0000056368
hsa0000100454	ocu0000056372
hsa0000100456	ocu0000056373
hsa0000100457	ocu0000056374
hsa0000100483	ocu0000190383
hsa0000100487	ocu0000190386
hsa0000100489	ocu0000190388
hsa0000100490	ocu0000190389
hsa0000100491	ocu0000190390
hsa0000100495	ocu0000190394
hsa0000100520	ocu0000055637
hsa0000100528	ocu0000051252
hsa0000100528	ocu0000051248
hsa0000100530	ocu0000051238
hsa0000100539	ocu0000057464
hsa0000100540	ocu0000057464
hsa0000100541	ocu0000057465
hsa0000100542	ocu0000057466
hsa0000100558	ocu0000056225
hsa0000100561	ocu0000056443
hsa0000100562	ocu0000056443
hsa0000100563	ocu0000056445
hsa0000100564	ocu0000056446
hsa0000100565	ocu0000056447
hsa0000100569	ocu0000056451
hsa0000100572	ocu0000056459
hsa0000100582	ocu0000056470
hsa0000100583	ocu0000056471
hsa0000100585	ocu0000055616
hsa0000100586	ocu0000055617
hsa0000100588	ocu0000055618
hsa0000100589	ocu0000055619
hsa0000100591	ocu0000055620
hsa0000100594	ocu0000055622
hsa0000100596	ocu0000057873
hsa0000100604	ocu0000057879
hsa0000100606	ocu0000070592
hsa0000100608	ocu0000169224
hsa0000100615	ocu0000051697
hsa0000100630	ocu0000052732
hsa0000100631	ocu0000052594
hsa0000100636	ocu0000188781
hsa0000100638	ocu0000188782
hsa0000100641	ocu0000188783
hsa0000100642	ocu0000188784
hsa0000100643	ocu0000188785
hsa0000100645	ocu0000188775
hsa0000100661	ocu0000052635
hsa0000100662	ocu0000052636
hsa0000100664	ocu0000052637
hsa0000100667	ocu0000052640
hsa0000100668	ocu0000052641
hsa0000100670	ocu0000052853
hsa0000100674	ocu0000052854
hsa0000100682	ocu0000052736
hsa0000100686	ocu0000052743
hsa0000100687	ocu0000053299
hsa0000100688	ocu0000053300
hsa0000100689	ocu0000053301
hsa0000100690	ocu0000053302
hsa0000100692	ocu0000053304
hsa0000100693	ocu0000053305
hsa0000100694	ocu0000053306
hsa0000100696	ocu0000054489
hsa0000100699	ocu0000054541
hsa0000100700	ocu0000054542
hsa0000100710	ocu0000055200
hsa0000100713	ocu0000055201
hsa0000100715	ocu0000055203
hsa0000100718	ocu0000055204
hsa0000100719	ocu0000055204
hsa0000100720	ocu0000055204
hsa0000100729	ocu0000055209
hsa0000100730	ocu0000055210
hsa0000100731	ocu0000059731
hsa0000100732	ocu0000059732
hsa0000100733	ocu0000059733
hsa0000100734	ocu0000059734
hsa0000100735	ocu0000059735
hsa0000100736	ocu0000059736
hsa0000100737	ocu0000059737
hsa0000100740	ocu0000059739
hsa0000100741	ocu0000055347
hsa0000100742	ocu0000055349
hsa0000100742	ocu0000055348
hsa0000100743	ocu0000055350
hsa0000100744	ocu0000055351
hsa0000100748	ocu0000055354
hsa0000100763	ocu0000055581
hsa0000100764	ocu0000055582
hsa0000100775	ocu0000055751
hsa0000100776	ocu0000055753
hsa0000100777	ocu0000055754
hsa0000100778	ocu0000054724
hsa0000100780	ocu0000054725
hsa0000100781	ocu0000054726
hsa0000100782	ocu0000054726
hsa0000100783	ocu0000054727
hsa0000100784	ocu0000054728
hsa0000100785	ocu0000054729
hsa0000100786	ocu0000054730
hsa0000100787	ocu0000055524
hsa0000100791	ocu0000054886
hsa0000100794	ocu0000054888
hsa0000100805	ocu0000053814
hsa0000100839	ocu0000056176
hsa0000100842	ocu0000159374
hsa0000100844	ocu0000159375
hsa0000100846	ocu0000159377
hsa0000100847	ocu0000159378
hsa0000100876	ocu0000056641
hsa0000100880	ocu0000056645
hsa0000100884	ocu0000052504
hsa0000100885	ocu0000052504
hsa0000100890	ocu0000052505
hsa0000100892	ocu0000052506
hsa0000100894	ocu0000052507
hsa0000100896	ocu0000052508
hsa0000100897	ocu0000052508
hsa0000100899	ocu0000052508
hsa0000100902	ocu0000052510
hsa0000100917	ocu0000053459
hsa0000100918	ocu0000053460
hsa0000100919	ocu0000053461
hsa0000100933	ocu0000160603
hsa0000100945	ocu0000160570
hsa0000100947	ocu0000160571
hsa0000100949	ocu0000054211
hsa0000100956	ocu0000054457
hsa0000100958	ocu0000054459
hsa0000100961	ocu0000054460
hsa0000100963	ocu0000054461
hsa0000100964	ocu0000054462
hsa0000100967	ocu0000054464
hsa0000100989	ocu0000050176
hsa0000100990	ocu0000050177
hsa0000100994	ocu0000050180
hsa0000100995	ocu0000050181
hsa0000100999	ocu0000050185
hsa0000101000	ocu0000050186
hsa0000101002	ocu0000050187
hsa0000101002	ocu0000050188
hsa0000101003	ocu0000050188
hsa0000101003	ocu0000050187
hsa0000101007	ocu0000050192
hsa0000101008	ocu0000050193
hsa0000101011	ocu0000055104
hsa0000101013	ocu0000051441
hsa0000101014	ocu0000051442
hsa0000101015	ocu0000051442
hsa0000101023	ocu0000051473
hsa0000101025	ocu0000051539
hsa0000101027	ocu0000051541
hsa0000101028	ocu0000051542
hsa0000101034	ocu0000051682
hsa0000101037	ocu0000051684
hsa0000101039	ocu0000051686
hsa0000101040	ocu0000051687
hsa0000101041	ocu0000051688
hsa0000101042	ocu0000051689
hsa0000101043	ocu0000053527
hsa0000101051	ocu0000053526
hsa0000101054	ocu0000053311
hsa0000101055	ocu0000053312
hsa0000101061	ocu0000053222
hsa0000101062	ocu0000053223
hsa0000101063	ocu0000053224
hsa0000101071	ocu0000050468
hsa0000101076	ocu0000050472
hsa0000101078	ocu0000050473
hsa0000101079	ocu0000050474
hsa0000101082	ocu0000050475
hsa0000101083	ocu0000050476
hsa0000101086	ocu0000050477
hsa0000101088	ocu0000050478
hsa0000101090	ocu0000050479
hsa0000101094	ocu0000057122
hsa0000101095	ocu0000057123
hsa0000101102	ocu0000057132
hsa0000101104	ocu0000057134
hsa0000101106	ocu0000057136
hsa0000101109	ocu0000057139
hsa0000101115	ocu0000057149
hsa0000101117	ocu0000057151
hsa0000101120	ocu0000057154
hsa0000101122	ocu0000057158
hsa0000101123	ocu0000057160
hsa0000101124	ocu0000057161
hsa0000101125	ocu0000057162
hsa0000101130	ocu0000055624
hsa0000101137	ocu0000055626
hsa0000101141	ocu0000055627
hsa0000101144	ocu0000055628
hsa0000101146	ocu0000055629
hsa0000101150	ocu0000055633
hsa0000101152	ocu0000056110
hsa0000101156	ocu0000056115
hsa0000101157	ocu0000056117
hsa0000101159	ocu0000056119
hsa0000101160	ocu0000056121
hsa0000101161	ocu0000056123
hsa0000101165	ocu0000056891
hsa0000101167	ocu0000056892
hsa0000101169	ocu0000056893
hsa0000101170	ocu0000056893
hsa0000101181	ocu0000057180
hsa0000101187	ocu0000057215
hsa0000101189	ocu0000057216
hsa0000101190	ocu0000057217
hsa0000101192	ocu0000057233
hsa0000101193	ocu0000057234
hsa0000101194	ocu0000057235
hsa0000101202	ocu0000057243
hsa0000101222	ocu0000057414
hsa0000101224	ocu0000057347
hsa0000101225	ocu0000057347
hsa0000101227	ocu0000057348
hsa0000101228	ocu0000057349
hsa0000101231	ocu0000057351
hsa0000101232	ocu0000057352
hsa0000101234	ocu0000057353
hsa0000101236	ocu0000057355
hsa0000101238	ocu0000057357
hsa0000101239	ocu0000057358
hsa0000101240	ocu0000057359
hsa0000101245	ocu0000057365
hsa0000101251	ocu0000054075
hsa0000101252	ocu0000054075
hsa0000101252	ocu0000054076
hsa0000101256	ocu0000054079
hsa0000101256	ocu0000054078
hsa0000101263	ocu0000054244
hsa0000101264	ocu0000054245
hsa0000101266	ocu0000054246
hsa0000101272	ocu0000054287
hsa0000101279	ocu0000054294
hsa0000101308	ocu0000055175
hsa0000101313	ocu0000053282
hsa0000101321	ocu0000053315
hsa0000101323	ocu0000053317
hsa0000101324	ocu0000053318
hsa0000101325	ocu0000053319
hsa0000101326	ocu0000053320
hsa0000101327	ocu0000053321
hsa0000101328	ocu0000053322
hsa0000101329	ocu0000053323
hsa0000101330	ocu0000053324
hsa0000101332	ocu0000053326
hsa0000101333	ocu0000053327
hsa0000101334	ocu0000053329
hsa0000101336	ocu0000053330
hsa0000101338	ocu0000053331
hsa0000101339	ocu0000053332
hsa0000101357	ocu0000055524
hsa0000101381	ocu0000051149
hsa0000101383	ocu0000051150
hsa0000101399	ocu0000051156
hsa0000101405	ocu0000051157
hsa0000101407	ocu0000051158
hsa0000101408	ocu0000051159
hsa0000101409	ocu0000051160
hsa0000101411	ocu0000051161
hsa0000101412	ocu0000051162
hsa0000101419	ocu0000059864
hsa0000101422	ocu0000059865
hsa0000101423	ocu0000059951
hsa0000101427	ocu0000059952
hsa0000101428	ocu0000059952
hsa0000101430	ocu0000059953
hsa0000101431	ocu0000059953
hsa0000101433	ocu0000059954
hsa0000101434	ocu0000059954
hsa0000101438	ocu0000059956
hsa0000101439	ocu0000059957
hsa0000101440	ocu0000059958
hsa0000101441	ocu0000059959
hsa0000101442	ocu0000059960
hsa0000101443	ocu0000059961
hsa0000101444	ocu0000059962
hsa0000101447	ocu0000059963
hsa0000101448	ocu0000059964
hsa0000101450	ocu0000059966
hsa0000101452	ocu0000050917
hsa0000101454	ocu0000050918
hsa0000101455	ocu0000050918
hsa0000101459	ocu0000050921
hsa0000101460	ocu0000050922
hsa0000101461	ocu0000050923
hsa0000101462	ocu0000050923
hsa0000101467	ocu0000050925
hsa0000101469	ocu0000050926
hsa0000101475	ocu0000050930
hsa0000101476	ocu0000050931
hsa0000101477	ocu0000050932
hsa0000101478	ocu0000050933
hsa0000101480	ocu0000059362
hsa0000101481	ocu0000059363
hsa0000101483	ocu0000059365
hsa0000101489	ocu0000059371
hsa0000101490	ocu0000059372
hsa0000101491	ocu0000051600
hsa0000101493	ocu0000051601
hsa0000101495	ocu0000051602
hsa0000101496	ocu0000051603
hsa0000101551	ocu0000187553
hsa0000101553	ocu0000187555
hsa0000101554	ocu0000187556
hsa0000101555	ocu0000187557
hsa0000101556	ocu0000187557
hsa0000101557	ocu0000187558
hsa0000101558	ocu0000187559
hsa0000101559	ocu0000187560
hsa0000101565	ocu0000187524
hsa0000101570	ocu0000187526
hsa0000101581	ocu0000187532
hsa0000101594	ocu0000056270
hsa0000101595	ocu0000059137
hsa0000101604	ocu0000059525
hsa0000101606	ocu0000050040
hsa0000101610	ocu0000050041
hsa0000101611	ocu0000050042
hsa0000101641	ocu0000060196
hsa0000101643	ocu0000060197
hsa0000101646	ocu0000060199
hsa0000101648	ocu0000060200
hsa0000101649	ocu0000060200
hsa0000101651	ocu0000060201
hsa0000101653	ocu0000060203
hsa0000101719	ocu0000186563
hsa0000101722	ocu0000186565
hsa0000101725	ocu0000186568
hsa0000101726	ocu0000186569
hsa0000101727	ocu0000186570
hsa0000101734	ocu0000159264
hsa0000101735	ocu0000159265
hsa0000101736	ocu0000159266
hsa0000101742	ocu0000201643
hsa0000101750	ocu0000186538
hsa0000101751	ocu0000186538
hsa0000101752	ocu0000186539
hsa0000101755	ocu0000186542
hsa0000101757	ocu0000186544
hsa0000101802	ocu0000141104
hsa0000101805	ocu0000141105
hsa0000101808	ocu0000141106
hsa0000101809	ocu0000141107
hsa0000101822	ocu0000141228
hsa0000101824	ocu0000141229
hsa0000101825	ocu0000141230
hsa0000101829	ocu0000141097
hsa0000101831	ocu0000141433
hsa0000101833	ocu0000141434
hsa0000101834	ocu0000141434
hsa0000101835	ocu0000141435
hsa0000101842	ocu0000186551
