Gene stable ID	UniProtKB/Swiss-Prot ID
ENSRNOG00000058916	Q5XIJ8
ENSRNOG00000016991	Q4V8C5
ENSRNOG00000054775	P61206
ENSRNOG00000008169	O54701
ENSRNOG00000008169	O54701
ENSRNOG00000028341	D3ZKD3
ENSRNOG00000059605	P50617
ENSRNOG00000002516	Q6AXQ4
ENSRNOG00000003400	Q8K4B7
ENSRNOG00000020783	P34131
ENSRNOG00000020783	P34131
ENSRNOG00000034191	P36365
ENSRNOG00000070180	P80385
ENSRNOG00000059276	Q5XI94
ENSRNOG00000065263	P62804
ENSRNOG00000065263	P62804
ENSRNOG00000065263	P62804
ENSRNOG00000002454	Q4KLY4
ENSRNOG00000084247	P0C170
ENSRNOG00000054385	Q7TNZ5
ENSRNOG00000084247	P0C170
ENSRNOG00000005377	B0BN86
ENSRNOG00000025189	Q4KM84
ENSRNOG00000016967	O35799
ENSRNOG00000072536	Q6P9V9
ENSRNOG00000072536	P68370
ENSRNOG00000072536	Q6AYZ1
ENSRNOG00000072536	Q6P9V9
ENSRNOG00000047459	P15865
ENSRNOG00000003669	Q8R5I7
ENSRNOG00000070513	P62804
ENSRNOG00000004162	Q9JJH5
ENSRNOG00000021160	D3ZWE7
ENSRNOG00000004162	Q9JJH5
ENSRNOG00000004162	Q9JJH5
ENSRNOG00000014761	P63033
ENSRNOG00000004341	Q499V8
ENSRNOG00000026037	O54728
ENSRNOG00000004341	Q32Q05
ENSRNOG00000047620	Q66H74
ENSRNOG00000003866	O08565
ENSRNOG00000018267	Q66H69
ENSRNOG00000004364	Q6P7Q1
ENSRNOG00000048617	P60841
ENSRNOG00000048617	P60841
ENSRNOG00000002682	F6WEQ6
ENSRNOG00000004470	Q9JI24
ENSRNOG00000063678	Q9Z1P3
ENSRNOG00000004647	P29456
ENSRNOG00000019087	Q5FVQ7
ENSRNOG00000003917	Q9QYG8
ENSRNOG00000019087	Q5FVQ7
ENSRNOG00000059491	O88387
ENSRNOG00000040287	Q64678
ENSRNOG00000021181	Q6AYL5
ENSRNOG00000087873	Q6LED0
ENSRNOG00000003928	Q5I0H4
ENSRNOG00000049385	Q4FZU4
ENSRNOG00000006082	Q498D5
ENSRNOG00000004910	Q5PPG7
ENSRNOG00000010825	Q5BK68
ENSRNOG00000017585	Q4KLM5
ENSRNOG00000021166	Q62894
ENSRNOG00000001813	O35303
ENSRNOG00000004870	Q4V8A3
ENSRNOG00000001813	O35303
ENSRNOG00000005342	O35141
ENSRNOG00000001813	O35303
ENSRNOG00000005592	Q8K1M8
ENSRNOG00000001813	O35303
ENSRNOG00000057194	Q68FW7
ENSRNOG00000064755	Q6LED0
ENSRNOG00000007023	Q66HG4
ENSRNOG00000001825	F1M7L9
ENSRNOG00000001825	F1M7L9
ENSRNOG00000006733	D4A208
ENSRNOG00000086729	Q03484
ENSRNOG00000086729	Q03484
ENSRNOG00000086729	Q03484
ENSRNOG00000003241	P18508
ENSRNOG00000003512	P62813
ENSRNOG00000006963	P16228
ENSRNOG00000006963	P16228
ENSRNOG00000017503	Q811R2
ENSRNOG00000003680	P63138
ENSRNOG00000019622	O89039
ENSRNOG00000019622	O89039
ENSRNOG00000004477	Q5FWT7
ENSRNOG00000003802	P97613
ENSRNOG00000018854	P55207
ENSRNOG00000003048	A2VCX1
ENSRNOG00000003822	Q80ZG5
ENSRNOG00000006761	O35179
ENSRNOG00000088564	Q6LED0
ENSRNOG00000028250	Q5FVQ5
ENSRNOG00000005610	Q5M7T4
ENSRNOG00000021173	O08700
ENSRNOG00000003150	P38718
ENSRNOG00000005810	F1M649
ENSRNOG00000021182	Q02563
ENSRNOG00000053410	Q9Z286
ENSRNOG00000049641	Q63481
ENSRNOG00000003177	Q5U2R0
ENSRNOG00000003248	Q6AYT8
ENSRNOG00000033747	Q3KRF1
ENSRNOG00000009068	Q5PQT7
ENSRNOG00000027136	B2RYN7
ENSRNOG00000063034	P01230
ENSRNOG00000047699	O08954
ENSRNOG00000021201	Q5M7W1
ENSRNOG00000003256	P39950
ENSRNOG00000002460	P29524
ENSRNOG00000049025	P62755
ENSRNOG00000003816	Q5BJQ7
ENSRNOG00000033741	Q5BJT1
ENSRNOG00000006340	Q4QQR9
ENSRNOG00000003816	Q5BJQ7
ENSRNOG00000090360	Q5Q0U0
ENSRNOG00000033741	Q5BJT1
ENSRNOG00000027042	P31214
ENSRNOG00000020812	A2RRU1
ENSRNOG00000021213	Q5PQQ7
ENSRNOG00000021215	Q27W01
ENSRNOG00000014859	D4A723
ENSRNOG00000014859	D4A723
ENSRNOG00000005360	Q5RJY4
ENSRNOG00000064385	P02793
ENSRNOG00000014859	D4A723
ENSRNOG00000014859	D4A723
ENSRNOG00000014859	D4A723
ENSRNOG00000014859	D4A723
ENSRNOG00000001873	P51579
ENSRNOG00000006268	P70499
ENSRNOG00000021218	O70260
ENSRNOG00000007744	Q8R491
ENSRNOG00000017359	Q5PQL7
ENSRNOG00000000201	P00502
ENSRNOG00000003031	Q64542
ENSRNOG00000033560	Q5XIL3
ENSRNOG00000003031	Q64542
ENSRNOG00000003031	Q64542
ENSRNOG00000009439	P62630
ENSRNOG00000032375	Q5BK10
ENSRNOG00000003120	Q9EQP5
ENSRNOG00000020942	P60669
ENSRNOG00000011251	P56719
ENSRNOG00000013042	P28564
ENSRNOG00000049513	Q9WVB7
ENSRNOG00000016470	Q561S0
ENSRNOG00000006302	P19468
ENSRNOG00000001865	Q64268
ENSRNOG00000006331	Q920L7
ENSRNOG00000048733	P17955
ENSRNOG00000048733	P17955
ENSRNOG00000007894	O55164
ENSRNOG00000001860	Q4V8B5
ENSRNOG00000016999	P24393
ENSRNOG00000018214	Q792S6
ENSRNOG00000002937	P08424
ENSRNOG00000020358	Q5U2W6
ENSRNOG00000018214	Q792S6
ENSRNOG00000028368	D3ZRW8
ENSRNOG00000019635	Q6P4Z9
ENSRNOG00000020995	Q10980
ENSRNOG00000004534	Q8R496
ENSRNOG00000089371	Q6AY06
ENSRNOG00000023993	F1M4A4
ENSRNOG00000001868	Q5U2U2
ENSRNOG00000004612	P62142
ENSRNOG00000004424	Q08326
ENSRNOG00000027593	Q6PCU8
ENSRNOG00000056654	Q5VJS5
ENSRNOG00000023856	P09139
ENSRNOG00000023548	Q5ZQU0
ENSRNOG00000037376	Q4G078
ENSRNOG00000016974	Q5HZV9
ENSRNOG00000053272	Q9WTV1
ENSRNOG00000012866	D3ZGQ5
ENSRNOG00000023427	Q6IFT6
ENSRNOG00000010291	Q5EBA8
ENSRNOG00000084234	P25099
ENSRNOG00000010244	D3ZUM2
ENSRNOG00000016567	Q8K560
ENSRNOG00000022582	Q4QQW5
ENSRNOG00000003594	Q68FS7
ENSRNOG00000009896	Q5BK13
ENSRNOG00000009069	Q7TNY1
ENSRNOG00000009582	O70276
ENSRNOG00000036816	Q6P689
ENSRNOG00000012167	G3V7L5
ENSRNOG00000021410	Q9Z0J8
ENSRNOG00000016944	Q9JLT7
ENSRNOG00000038001	P32089
ENSRNOG00000030920	Q99M75
ENSRNOG00000004000	Q4KM51
ENSRNOG00000001930	Q810U0
ENSRNOG00000015225	Q5FVG8
ENSRNOG00000038512	Q765I2
ENSRNOG00000003439	P97604
ENSRNOG00000019536	Q99PE6
ENSRNOG00000030462	P61365
ENSRNOG00000024878	D3Z987
ENSRNOG00000019298	Q9QUR2
ENSRNOG00000081456	Q5M929
ENSRNOG00000019298	Q9QUR2
ENSRNOG00000001890	Q9Z0J5
ENSRNOG00000019235	Q4V7D7
ENSRNOG00000001889	P22734
ENSRNOG00000018382	Q9QWG5
ENSRNOG00000019181	Q9Z327
ENSRNOG00000018382	Q9QWG5
ENSRNOG00000019181	Q9Z327
ENSRNOG00000001888	B4F7F3
ENSRNOG00000019014	Q02353
ENSRNOG00000018281	P20788
ENSRNOG00000018346	P25095
ENSRNOG00000018346	P25095
ENSRNOG00000011980	P70587
ENSRNOG00000018735	P10247
ENSRNOG00000001924	Q9JJP6
ENSRNOG00000026060	Q32KJ8
ENSRNOG00000001924	Q9JJP6
ENSRNOG00000003276	Q63357
ENSRNOG00000001924	Q9JJP6
ENSRNOG00000001924	Q9JJP6
ENSRNOG00000005911	Q8BFS3
ENSRNOG00000001926	P56745
ENSRNOG00000013101	D3ZE55
ENSRNOG00000068243	P61810
ENSRNOG00000012342	Q6AYP3
ENSRNOG00000020673	A2VD12
ENSRNOG00000047481	Q7TSB7
ENSRNOG00000009718	O88177
ENSRNOG00000016581	Q4G075
ENSRNOG00000011678	Q5HZF2
ENSRNOG00000020778	P12390
ENSRNOG00000061543	P62944
ENSRNOG00000012594	B0BN85
ENSRNOG00000047546	D3ZUE1
ENSRNOG00000001783	P62997
ENSRNOG00000010176	Q01986
ENSRNOG00000015878	Q1HG60
ENSRNOG00000019953	Q5U203
ENSRNOG00000012760	Q498T2
ENSRNOG00000012760	Q498T2
ENSRNOG00000015896	B5DFF2
ENSRNOG00000012410	P35467
ENSRNOG00000009034	Q66HC1
ENSRNOG00000019953	Q5U203
ENSRNOG00000042960	Q9Z2P4
ENSRNOG00000020083	Q68FT9
ENSRNOG00000011205	P50229
ENSRNOG00000016705	Q5RKH1
ENSRNOG00000011821	P05942
ENSRNOG00000011748	P63083
ENSRNOG00000011647	P05964
ENSRNOG00000017040	Q8CG07
ENSRNOG00000011557	P50115
ENSRNOG00000008986	F1LVW7
ENSRNOG00000017093	Q4KLK8
ENSRNOG00000002542	A1EC95
ENSRNOG00000001557	Q9R066
ENSRNOG00000017210	Q9QZG1
ENSRNOG00000067723	Q6RIA2
ENSRNOG00000014684	P18910
ENSRNOG00000016620	Q62761
ENSRNOG00000071015	Q5U2T1
ENSRNOG00000001742	P35525
ENSRNOG00000023344	P62752
ENSRNOG00000016781	P24368
ENSRNOG00000023375	Q5U1Y1
ENSRNOG00000011203	F1LYQ8
ENSRNOG00000017029	Q99N27
ENSRNOG00000019871	P81278
ENSRNOG00000014154	Q7TP98
ENSRNOG00000024688	D4AB34
ENSRNOG00000023381	Q4V7B4
ENSRNOG00000011511	B0LT89
ENSRNOG00000025359	A0JPP4
ENSRNOG00000001719	Q4FZT9
ENSRNOG00000067122	C0HLN0
ENSRNOG00000052499	P23640
ENSRNOG00000018082	O70531
ENSRNOG00000028652	D3ZAP3
ENSRNOG00000020254	Q9Z301
ENSRNOG00000076327	Q9Z2N6
ENSRNOG00000024468	Q5XIN3
ENSRNOG00000030225	Q5U2U0
ENSRNOG00000011452	P09117
ENSRNOG00000060979	O35162
ENSRNOG00000011366	Q5XI31
ENSRNOG00000045647	Q7TSE9
ENSRNOG00000027654	A5HK05
ENSRNOG00000045647	Q7TSE9
ENSRNOG00000042903	P35171
ENSRNOG00000001709	P84092
ENSRNOG00000043068	Q4QR88
ENSRNOG00000010895	Q6AY41
ENSRNOG00000010537	Q5U2P0
ENSRNOG00000020355	P97831
ENSRNOG00000012628	A1A5S3
ENSRNOG00000018185	P15887
ENSRNOG00000025094	D4A7K7
ENSRNOG00000001878	D3ZZC3
ENSRNOG00000025094	D4A7K7
ENSRNOG00000018818	Q920J4
ENSRNOG00000007077	P0C6P7
ENSRNOG00000018387	Q9ERH3
ENSRNOG00000055751	Q4KLM6
ENSRNOG00000018387	Q9ERH3
ENSRNOG00000010737	F2Z3T4
ENSRNOG00000033372	Q56A24
ENSRNOG00000021316	Q6AYS5
ENSRNOG00000007932	Q9Z288
ENSRNOG00000012751	Q66HG5
ENSRNOG00000058308	Q62962
ENSRNOG00000058308	Q62962
ENSRNOG00000057754	P51514
ENSRNOG00000016961	Q71TY3
ENSRNOG00000038793	D3ZVP0
ENSRNOG00000007335	P97545
ENSRNOG00000019937	Q9Z2T2
ENSRNOG00000037204	B2RZD7
ENSRNOG00000016379	O88823
ENSRNOG00000011060	Q62885
ENSRNOG00000023493	Q5UEM7
ENSRNOG00000016433	Q3T1I4
ENSRNOG00000010744	Q9QWJ9
ENSRNOG00000038160	Q64350
ENSRNOG00000018740	Q64550
ENSRNOG00000019980	Q62760
ENSRNOG00000027040	Q4KM86
ENSRNOG00000020004	Q5M9F1
ENSRNOG00000018009	P70550
ENSRNOG00000019035	Q8R455
ENSRNOG00000014075	Q5I0K3
ENSRNOG00000053244	Q62740
ENSRNOG00000014645	Q64057
ENSRNOG00000014459	Q63068
ENSRNOG00000008472	P70501
ENSRNOG00000009308	Q99M66
ENSRNOG00000023013	Q5XIE5
ENSRNOG00000011302	P62494
ENSRNOG00000004516	Q5PQQ8
ENSRNOG00000009381	P27704
ENSRNOG00000032437	Q9Z340
ENSRNOG00000010116	Q641X2
ENSRNOG00000046258	Q99NB2
ENSRNOG00000009288	Q8R5L7
ENSRNOG00000046258	Q99NB2
ENSRNOG00000046258	Q99NB2
ENSRNOG00000029778	P19643
ENSRNOG00000022792	Q5XI99
ENSRNOG00000007949	Q03336
ENSRNOG00000052051	Q9QZM6
ENSRNOG00000010447	P70566
ENSRNOG00000052051	Q9QZM6
ENSRNOG00000052051	Q9QZM6
ENSRNOG00000052051	Q9QZM6
ENSRNOG00000012469	Q66H58
ENSRNOG00000038370	P24090
ENSRNOG00000075479	Q6Y1R5
ENSRNOG00000057867	Q6AXQ8
ENSRNOG00000015625	Q4V7A9
ENSRNOG00000030199	Q5U1Y0
ENSRNOG00000016057	O70617
ENSRNOG00000077798	Q6XQG8
ENSRNOG00000001803	Q6TUG0
ENSRNOG00000015800	Q499U2
ENSRNOG00000026458	Q5FVR8
ENSRNOG00000038355	P0C5E9
ENSRNOG00000003470	Q5BJS4
ENSRNOG00000028844	Q9Z0X2
ENSRNOG00000031669	Q5XI07
ENSRNOG00000010362	Q07936
ENSRNOG00000013541	Q6AYC8
ENSRNOG00000029087	Q924R9
ENSRNOG00000018351	Q642B6
ENSRNOG00000001837	P60042
ENSRNOG00000015019	Q5XIC4
ENSRNOG00000011193	D4A5C3
ENSRNOG00000050473	P24051
ENSRNOG00000073735	Q3MHS2
ENSRNOG00000018403	A0A0G2QC33
ENSRNOG00000024798	Q5M864
ENSRNOG00000001796	P49620
ENSRNOG00000085857	Q63ZY7
ENSRNOG00000010171	A4GTP4
ENSRNOG00000054439	Q6GV27
ENSRNOG00000018184	P04692
ENSRNOG00000007596	Q8CIN9
ENSRNOG00000029441	F1LZF0
ENSRNOG00000004373	Q5U216
ENSRNOG00000018559	Q5U2Y8
ENSRNOG00000010365	P09951
ENSRNOG00000021168	Q5XIE0
ENSRNOG00000032297	O35532
ENSRNOG00000028993	P23358
ENSRNOG00000069300	P61214
ENSRNOG00000069300	P61214
ENSRNOG00000010208	P30120
ENSRNOG00000017758	Q5XII8
ENSRNOG00000010838	P14056
ENSRNOG00000001815	Q5RKI1
ENSRNOG00000011826	Q8CFC9
ENSRNOG00000004131	Q63433
ENSRNOG00000026403	Q52KK4
ENSRNOG00000004094	P70597
ENSRNOG00000001827	Q8CHN8
ENSRNOG00000003864	Q9Z254
ENSRNOG00000006075	P97577
ENSRNOG00000014172	Q63634
ENSRNOG00000014172	Q63634
ENSRNOG00000001827	Q8CHN8
ENSRNOG00000014172	Q63634
ENSRNOG00000057221	Q9JK00
ENSRNOG00000021808	Q64232
ENSRNOG00000046862	Q5U310
ENSRNOG00000046862	Q5U310
ENSRNOG00000001770	P07896
ENSRNOG00000003695	Q4V8F8
ENSRNOG00000011891	P62815
ENSRNOG00000025730	Q5XID7
ENSRNOG00000003580	P04633
ENSRNOG00000025730	Q5XID7
ENSRNOG00000025730	Q5XID7
ENSRNOG00000067022	P0DP76
ENSRNOG00000025730	Q5XID7
ENSRNOG00000037707	Q66HF0
ENSRNOG00000049686	P83565
ENSRNOG00000053239	Q8K1G0
ENSRNOG00000034066	P63018
ENSRNOG00000004006	P97554
ENSRNOG00000047394	Q9ES53
ENSRNOG00000064204	Q8K5E0
ENSRNOG00000039091	D3ZRC4
ENSRNOG00000077978	Q9JKD6
ENSRNOG00000015425	Q8CGZ2
ENSRNOG00000055049	Q63639
ENSRNOG00000015573	Q01460
ENSRNOG00000029912	Q9JJM7
ENSRNOG00000015678	Q6AY22
ENSRNOG00000084618	P63219
ENSRNOG00000002879	O88777
ENSRNOG00000015969	Q5RJS9
ENSRNOG00000002969	P42335
ENSRNOG00000016890	Q5PPN5
ENSRNOG00000019527	P25110
ENSRNOG00000003084	P27008
ENSRNOG00000003223	Q5XIF5
ENSRNOG00000010278	P20607
ENSRNOG00000057676	Q91XQ4
ENSRNOG00000003191	Q71HP2
ENSRNOG00000010353	Q6AYU3
ENSRNOG00000003191	Q71HP2
ENSRNOG00000003191	Q71HP2
ENSRNOG00000002309	A0JPN1
ENSRNOG00000004978	P68182
ENSRNOG00000009850	P61131
ENSRNOG00000001823	P13721
ENSRNOG00000002950	Q66HH3
ENSRNOG00000054257	Q10743
ENSRNOG00000033940	Q9ESC1
ENSRNOG00000013959	P84551
ENSRNOG00000046468	P43118
ENSRNOG00000006859	Q08755
ENSRNOG00000042152	Q498D9
ENSRNOG00000011543	Q4QQT2
ENSRNOG00000002378	Q9Z1N4
ENSRNOG00000011567	Q4QQT0
ENSRNOG00000007926	Q62862
ENSRNOG00000007926	Q62862
ENSRNOG00000002864	O35260
ENSRNOG00000048389	O88182
ENSRNOG00000007066	P35364
ENSRNOG00000089589	Q5GH60
ENSRNOG00000074928	Q6P7D3
ENSRNOG00000046959	M0R6D8
ENSRNOG00000074928	Q6P7D3
ENSRNOG00000074928	Q6P7D3
ENSRNOG00000033217	Q6AYD4
ENSRNOG00000001506	Q6JAM9
ENSRNOG00000010688	Q04940
ENSRNOG00000023850	Q5PQK8
ENSRNOG00000008424	Q9R0Z7
ENSRNOG00000031675	P60572
ENSRNOG00000062806	Q3MKP9
ENSRNOG00000008757	Q5U3Y9
ENSRNOG00000028585	Q6I7R5
ENSRNOG00000052963	Q4V8K5
ENSRNOG00000008620	P84025
ENSRNOG00000037645	D3ZT37
ENSRNOG00000032417	O09028
ENSRNOG00000005365	Q8R426
ENSRNOG00000005365	Q8R426
ENSRNOG00000014862	P28473
ENSRNOG00000005465	P97678
ENSRNOG00000010803	P19969
ENSRNOG00000026704	Q9EPA0
ENSRNOG00000060599	P63079
ENSRNOG00000061139	Q3B7U2
ENSRNOG00000061883	P56627
ENSRNOG00000064119	Q9WVA1
ENSRNOG00000059540	Q8CH87
ENSRNOG00000059540	Q8CH87
ENSRNOG00000059540	Q8CH87
ENSRNOG00000059540	Q8CH87
ENSRNOG00000028319	Q6AYT0
ENSRNOG00000059540	Q8CH87
ENSRNOG00000008319	Q32PZ9
ENSRNOG00000054391	P63164
ENSRNOG00000007988	Q9JKW1
ENSRNOG00000011661	Q6AY09
ENSRNOG00000089795	Q9WU11
ENSRNOG00000008319	Q32PZ9
ENSRNOG00000011661	Q6AY09
ENSRNOG00000026211	Q5HZE4
ENSRNOG00000056701	O08950
ENSRNOG00000003715	B5DF94
ENSRNOG00000001964	P97829
ENSRNOG00000057501	D4A7T8
ENSRNOG00000034015	Q07009
ENSRNOG00000003468	Q78EJ9
ENSRNOG00000003468	Q78EJ9
ENSRNOG00000061928	Q63356
ENSRNOG00000006873	P21704
ENSRNOG00000056837	A0A0G2JTR4
ENSRNOG00000017840	O88763
ENSRNOG00000003220	P84245
ENSRNOG00000017568	Q5BJQ5
ENSRNOG00000009555	Q6AYL8
ENSRNOG00000072708	P18395
ENSRNOG00000072708	P18395
ENSRNOG00000070572	Q62931
ENSRNOG00000017333	P50232
ENSRNOG00000068914	Q80Z34
ENSRNOG00000022239	Q2MHH0
ENSRNOG00000060970	Q9ESC2
ENSRNOG00000013562	Q5U2S1
ENSRNOG00000042137	F1M391
ENSRNOG00000002273	Q5KTC7
ENSRNOG00000010337	P70545
ENSRNOG00000069286	P62839
ENSRNOG00000007280	Q3MHC1
ENSRNOG00000003267	Q6AY23
ENSRNOG00000025463	Q569A3
ENSRNOG00000025463	Q569A3
ENSRNOG00000021412	Q5U311
ENSRNOG00000002695	Q5U2T7
ENSRNOG00000079672	Q568Z7
ENSRNOG00000011671	Q4V7B2
ENSRNOG00000032729	Q3MKQ1
ENSRNOG00000066712	Q6AY30
ENSRNOG00000003515	P07687
ENSRNOG00000003385	Q6AXW1
ENSRNOG00000003476	P31652
ENSRNOG00000003385	Q6AXW1
ENSRNOG00000011991	Q5PT50
ENSRNOG00000062400	Q4FZU3
ENSRNOG00000009530	Q91Y78
ENSRNOG00000025624	Q6REY9
ENSRNOG00000020167	B2RZ37
ENSRNOG00000028501	Q6TQE1
ENSRNOG00000003497	Q6AY87
ENSRNOG00000022724	D0Q0Y7
ENSRNOG00000002182	B3GNI6
ENSRNOG00000003687	Q9JHX0
ENSRNOG00000003895	P97844
ENSRNOG00000017091	Q5EB62
ENSRNOG00000047446	Q63246
ENSRNOG00000014496	Q920J3
ENSRNOG00000002218	Q5FVN1
ENSRNOG00000023633	P62966
ENSRNOG00000039567	Q5U2R4
ENSRNOG00000000655	P04157
ENSRNOG00000061270	Q9Z272
ENSRNOG00000002361	Q64595
ENSRNOG00000028411	Q7TP40
ENSRNOG00000013271	Q62751
ENSRNOG00000022615	B0BN44
ENSRNOG00000000655	P04157
ENSRNOG00000001611	P83732
ENSRNOG00000019022	Q6Q0N2
ENSRNOG00000007177	Q566E5
ENSRNOG00000018646	Q06175
ENSRNOG00000013014	Q62737
ENSRNOG00000050602	F8WLE0
ENSRNOG00000000657	D3ZBE5
ENSRNOG00000008700	P14881
ENSRNOG00000002908	Q91ZR7
ENSRNOG00000019169	Q3KRF3
ENSRNOG00000010357	Q80W90
ENSRNOG00000002908	Q91ZR7
ENSRNOG00000002908	Q91ZR7
ENSRNOG00000010357	Q80W90
ENSRNOG00000003067	Q9EQD2
ENSRNOG00000005336	Q6BEA2
ENSRNOG00000057186	B5DEL1
ENSRNOG00000007862	P17764
ENSRNOG00000006460	Q5BJY6
ENSRNOG00000017819	Q63691
ENSRNOG00000019205	Q9ES71
ENSRNOG00000071599	O54924
ENSRNOG00000010997	P21451
ENSRNOG00000021330	D3ZVU1
ENSRNOG00000049784	Q9JHB5
ENSRNOG00000001640	Q75Q39
ENSRNOG00000013493	P21670
ENSRNOG00000007483	Q8K4F8
ENSRNOG00000019779	Q810H6
ENSRNOG00000011296	Q5U2W4
ENSRNOG00000050057	A0A0G2K1Q8
ENSRNOG00000008703	Q6AYK1
ENSRNOG00000045541	Q6AXX2
ENSRNOG00000003541	P53610
ENSRNOG00000011535	Q5I0P2
ENSRNOG00000020119	Q767I8
ENSRNOG00000002301	P41542
ENSRNOG00000042070	D3ZTX0
ENSRNOG00000002778	Q9QYW0
ENSRNOG00000002812	P63007
ENSRNOG00000005426	Q68FP5
ENSRNOG00000053814	Q99PT0
ENSRNOG00000000158	P21816
ENSRNOG00000002506	Q5XIT0
ENSRNOG00000000157	Q2TBJ5
ENSRNOG00000003901	Q4V8E4
ENSRNOG00000042274	B2RYN2
ENSRNOG00000017600	Q641Z2
ENSRNOG00000002811	Q8K1M7
ENSRNOG00000009935	Q80U96
ENSRNOG00000043201	Q5BJQ0
ENSRNOG00000018824	Q63016
ENSRNOG00000018842	D3ZTL1
ENSRNOG00000012390	Q8K1M5
ENSRNOG00000013370	Q63042
ENSRNOG00000019098	P43165
ENSRNOG00000013429	Q5U2W5
ENSRNOG00000002757	Q6AYE3
ENSRNOG00000013777	Q6J1I7
ENSRNOG00000018851	P36877
ENSRNOG00000002593	P62510
ENSRNOG00000002450	Q5M947
ENSRNOG00000018851	P36877
ENSRNOG00000002045	P14669
ENSRNOG00000071217	Q91ZN7
ENSRNOG00000002866	Q4QR82
ENSRNOG00000018780	Q498M5
ENSRNOG00000017642	A0FKI7
ENSRNOG00000002225	P27615
ENSRNOG00000054669	A1A5R8
ENSRNOG00000054896	D4A2Y9
ENSRNOG00000002247	P70582
ENSRNOG00000014461	Q32KJ6
ENSRNOG00000027888	Q5FVR6
ENSRNOG00000007292	Q3KR99
ENSRNOG00000000720	Q66H33
ENSRNOG00000003599	Q6AXX4
ENSRNOG00000018992	Q62952
ENSRNOG00000004426	P62982
ENSRNOG00000018992	Q62952
ENSRNOG00000004456	Q5XIR8
ENSRNOG00000019618	Q6P6W3
ENSRNOG00000019618	Q6P6W3
ENSRNOG00000003718	Q62840
ENSRNOG00000014415	Q8K3X8
ENSRNOG00000049345	P28826
ENSRNOG00000014522	Q920F5
ENSRNOG00000004621	Q9JK11
ENSRNOG00000019575	Q5FVJ4
ENSRNOG00000003776	Q3HS82
ENSRNOG00000011141	Q7TPA5
ENSRNOG00000049681	Q3B8Q0
ENSRNOG00000090734	P09656
ENSRNOG00000000715	P10037
ENSRNOG00000011141	Q7TPA5
ENSRNOG00000015084	F1LQY6
ENSRNOG00000028902	Q6IE46
ENSRNOG00000071257	D3ZSZ3
ENSRNOG00000067554	Q5M7W6
ENSRNOG00000018812	Q5PPN2
ENSRNOG00000018816	P11240
ENSRNOG00000022256	P48973
ENSRNOG00000015173	Q9WTZ3
ENSRNOG00000015576	Q4V8B7
ENSRNOG00000002754	P24338
ENSRNOG00000002771	Q9Z0L5
ENSRNOG00000015590	Q6AYH9
ENSRNOG00000018898	Q68FX1
ENSRNOG00000014179	P27952
ENSRNOG00000021347	D3ZUA0
ENSRNOG00000015632	Q6P773
ENSRNOG00000029949	P09006
ENSRNOG00000002792	P30348
ENSRNOG00000018378	Q8VGC3
ENSRNOG00000014564	Q5XID0
ENSRNOG00000055314	Q52KJ8
ENSRNOG00000038459	D3ZHP7
ENSRNOG00000028015	P06765
ENSRNOG00000012852	O08839
ENSRNOG00000019374	P32577
ENSRNOG00000022229	Q5XIQ5
ENSRNOG00000016422	Q66HD2
ENSRNOG00000027103	Q7TSN5
ENSRNOG00000012512	Q9Z2J4
ENSRNOG00000070799	Q641Z5
ENSRNOG00000009047	Q6SLE7
ENSRNOG00000049334	Q8R4C1
ENSRNOG00000017803	Q05683
ENSRNOG00000022364	Q6W3B0
ENSRNOG00000016383	Q6P9U3
ENSRNOG00000015150	Q7TT47
ENSRNOG00000015335	P41123
ENSRNOG00000016532	Q5BJY3
ENSRNOG00000015397	H1UBN0
ENSRNOG00000019692	Q5Q0T9
ENSRNOG00000022248	Q5MJ12
ENSRNOG00000015880	P31430
ENSRNOG00000016207	Q10473
ENSRNOG00000015546	Q4V7D8
ENSRNOG00000019456	Q5XIM7
ENSRNOG00000005033	P80201
ENSRNOG00000016670	Q9R0I8
ENSRNOG00000028703	Q4V887
ENSRNOG00000016173	P04799
ENSRNOG00000015301	Q496Z0
ENSRNOG00000019500	P00185
ENSRNOG00000031325	Q9QZM5
ENSRNOG00000006587	G3V6U9
ENSRNOG00000054118	Q6AXS8
ENSRNOG00000016873	Q4FZX5
ENSRNOG00000026132	Q4G073
ENSRNOG00000005307	Q80ZA5
ENSRNOG00000005307	Q80ZA5
ENSRNOG00000015645	Q99PD2
ENSRNOG00000011142	P04166
ENSRNOG00000008312	Q4QR83
ENSRNOG00000005307	Q80ZA5
ENSRNOG00000017209	Q4QRB4
ENSRNOG00000011879	D3ZGB1
ENSRNOG00000032878	Q5XIQ3
ENSRNOG00000000264	Q4V8I4
ENSRNOG00000016902	Q64305
ENSRNOG00000043143	Q4V8C3
ENSRNOG00000017328	Q63530
ENSRNOG00000016275	P02767
ENSRNOG00000015895	O88419
ENSRNOG00000024142	Q5BJT0
ENSRNOG00000008101	F1LXS7
ENSRNOG00000068374	B0BN13
ENSRNOG00000018543	P18598
ENSRNOG00000020478	P13234
ENSRNOG00000033608	Q7TPB4
ENSRNOG00000031106	Q7TNN2
ENSRNOG00000006652	Q641Y8
ENSRNOG00000026964	Q499U4
ENSRNOG00000019930	Q7TSA0
ENSRNOG00000066377	Q498C7
ENSRNOG00000030034	P0C1G9
ENSRNOG00000021615	Q497C3
ENSRNOG00000005492	P62749
